name,RA,DECL,slitwidth,exptime,nexp,binspect,binspat,slitangle,airmass_max,mag,magsystem,magfilter,channel,wrange,Note,Comment
P5407,21:48:43.6,+00:10:55,SET 1.3,SNR 7,2,3,2,PA,2.0,17.79,AB,r,G,4638:4718,D2 #12 22:44 p0.5,"primary; D2; z=0.672; r=17.8; line MgII at 4679 A (G); trend brightening; last spectrum 9.0 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.45, P(continuum brightened) = 0.07; optical brighter by 0.95 mag since the 9230-58021-590 spectrum (ZTF vs synthetic); log Edd -1.17; manifold prior P_hb 0.08, direction neutral"
P5666,21:58:25.9,-00:18:05,SET 1.3,SNR 7,2,3,2,PA,2.0,17.55,AB,r,R,6634:6714,D2 #13 22:59 p0.4,"primary; D2; z=0.373; r=17.6; line Hb at 6674 A (R); trend brightening; last spectrum 8.9 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.38, P(continuum brightened) = 0.09; optical brighter by 0.95 mag since the 9232-58037-659 spectrum (ZTF vs synthetic); log Edd -0.77; manifold prior P_hb 0.06, direction neutral"
G813042431686633472,22:40:17.0,-08:30:26,SET 1.3,SNR 7,2,3,2,PA,2.0,17.58,AB,r,R,7038:7118,D2 #14 23:14 p0.4,"primary; D2; z=0.079; r=17.6; line Ha at 7079 A (R); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.079): W1 brightened 0.30 mag and W2 0.48 mag 2014-24 (9/14 sigma); optical change +0.00 mag; W1-W2 reddened by +0.18 (nucleus emerging); score 0.54 = literature success rate of this trigger set"
G5656716943262242816,22:25:59.7,+20:19:45,SET 1.3,SNR 7,2,3,2,PA,2.0,17.86,AB,r,R,7542:7622,D2 #15 23:29 p0.6,"primary; D2; z=0.155; r=17.9; line Ha at 7583 A (R); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.155): W1 brightened 0.57 mag and W2 0.96 mag 2014-24 (20/33 sigma); ZTF g brighter than the archival spectrum by 0.35 mag (host-offset corrected), ZTF amplitude 0.98; W1-W2 reddened by +0.38 (nucleus emerging); score 0.84 = literature success rate of this trigger set"
G4985532720090470400,22:25:48.9,+05:18:01,SET 1.3,SNR 7,2,3,2,PA,2.0,17.82,AB,r,R,7099:7179,D2 #16 23:44 p0.4,"primary; D2; z=0.088; r=17.8; line Ha at 7139 A (R); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.088): W1 brightened 0.25 mag and W2 0.39 mag 2014-24 (12/19 sigma); optical change -0.22 mag; W1-W2 reddened by +0.14 (nucleus emerging); score 0.54 = literature success rate of this trigger set"
P6173,22:27:08.3,+13:36:14,SET 1.3,SNR 7,2,3,2,PA,2.0,18.25,AB,r,R,7235:7315,D1 #17 23:59 p0.4,"primary; D1; z=0.497; r=18.2; line Hb at 7276 A (R); trend fading; last spectrum 2.8 yr ago; exposure model 11 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.55, P(continuum dimmed) = 0.56; optical fainter by 0.88 mag since the 737-52518-592 spectrum (ZTF vs synthetic); W1 faded 0.33 mag 2014-24; W1-W2 redder by 0.10; log Edd -1.59; manifold prior P_hb 0.08, direction turn-off-like"
P7184,23:23:28.0,+00:20:33,SET 1.3,SNR 7,2,3,2,PA,2.0,17.58,AB,r,R,7308:7388,D1 #18 00:19 p0.2,"primary; D1; z=0.120; r=17.6; line Ha at 7349 A (R); trend fading; last spectrum 25.9 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.03; optical fainter by 0.37 mag since the 383-51818-436 spectrum (ZTF vs synthetic); W1 amplitude 0.55 mag; manifold prior P_hb 0.23, direction neutral"
P6378,22:35:17.4,+12:16:46,SET 1.3,SNR 7,2,3,2,PA,2.0,17.8,AB,r,R,7099:7179,D1 #19 00:34 p0.2,"primary; D1; z=0.088; r=17.8; line Ha at 7140 A (R); trend flat/unknown; last spectrum 24.0 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.31, P(continuum dimmed) = 0.01; optical fainter by 0.03 mag since the 738-52521-50 spectrum (ZTF vs synthetic); W1-W2 redder by 0.10; W1 amplitude 0.64 mag; manifold prior P_hb 0.07, direction turn-off-like"
P6523,22:37:16.9,+14:24:33,SET 1.3,SNR 7,2,3,2,PA,2.0,18.32,AB,r,G,5723:5803,D1 #20 00:49 p0.3,"primary; D1; z=0.186; r=18.3; line Hb at 5764 A (G); trend flat/unknown; last spectrum 24.0 yr ago; exposure model 13 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.43, P(continuum dimmed) = 0.04; optical fainter by 0.20 mag since the 739-52520-372 spectrum (ZTF vs synthetic); W1 faded 0.10 mag 2014-24; W1 amplitude 0.56 mag; manifold prior P_hb 0.08, direction neutral"
P6984,23:04:28.8,+14:52:56,SET 1.3,SNR 7,3,3,2,PA,2.0,18.63,AB,r,R,5887:5967,D1 #21 01:09 p0.5,"primary; D1; z=0.219; r=18.6; line Hb at 5927 A (R); trend fading; last spectrum 24.7 yr ago; exposure model 22 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.68, P(continuum dimmed) = 0.06; optical fainter by 0.59 mag since the 742-52263-618 spectrum (ZTF vs synthetic); W1-W2 redder by 0.14; W1 amplitude 0.64 mag; manifold prior P_hb 0.12, direction neutral"
P16663,08:23:23.9,+42:20:48,SET 1.3,SNR 7,2,3,2,PA,2.0,17.93,AB,r,R,7517:7597,K #22 01:39 p1.0,"primary; K; z=0.151; r=17.9; line Ha at 7557 A (R); trend brightening; last spectrum 18.5 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.45 mag since the 761-54524-434 spectrum (ZTF vs synthetic); W1 brightened 0.59 mag 2014-24; W1-W2 redder by 0.26; W1 amplitude 0.80 mag; manifold prior P_hb 0.16, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.615"
P16100,08:29:42.7,+41:54:37,SET 1.3,SNR 7,2,3,2,PA,2.0,17.1,AB,r,R,7352:7432,K #23 01:54 p1.0,"primary; K; z=0.126; r=17.1; line Ha at 7392 A (R); trend brightening; last spectrum 18.5 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.61 mag since the 761-54524-71 spectrum (ZTF vs synthetic); W1 brightened 0.55 mag 2014-24; W1 amplitude 0.76 mag; manifold prior P_hb 0.07, direction turn-off-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.615"
P17407,08:36:58.9,+44:26:02,SET 1.3,SNR 7,2,3,2,PA,2.0,15.61,AB,r,R,6057:6137,B #24 02:09 p0.3,"primary; B; z=0.254; r=15.6; line Hb at 6098 A (R); trend flat/unknown; last spectrum 24.8 yr ago; exposure model 8 min; DR16 quasar; WHY: BLIND manifold stratum (W1 manifold, Hemmati+2026): literature-CLAGN region, 26% of the 50 nearest training objects are literature CLAGNs, archival SDSS spectrum as baseline, no photometric trigger; optical fainter by 0.17 mag since the 762-52232-498 spectrum (ZTF vs synthetic); W1 faded 0.17 mag 2014-24; W1-W2 redder by 0.11; log Edd -0.63; manifold prior P_hb 0.11 (literature corner), direction turn-on-like"
P18255,08:47:16.0,+37:32:18,SET 1.3,SNR 7,2,3,2,PA,2.0,17.87,AB,r,R,7029:7109,K #25 02:24 p1.0,"primary; K; z=0.454; r=17.9; line Hb at 7069 A (R); trend brightening (IR); last spectrum 0.7 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical fainter by 0.10 mag since the 8859-57452-770 spectrum (ZTF vs synthetic); W1 brightened 0.47 mag 2014-24; W1-W2 bluer by 0.16; W1 amplitude 0.53 mag; log Edd -0.45; manifold prior P_hb 0.03, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.468"
P21240,09:30:17.7,+47:07:21,SET 1.3,SNR 7,2,3,2,PA,2.0,17.27,AB,r,G,5598:5678,K #26 02:39 p0.9,"primary; K; z=0.160; r=17.3; line Hb at 5638 A (G); trend fading; last spectrum 12.6 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical fainter by 0.41 mag since the 7315-56685-958 spectrum (ZTF vs synthetic); W1 faded 0.44 mag 2014-24; W1 amplitude 0.67 mag; log Edd -0.83; manifold prior P_hb 0.10, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.338"
P15441,08:20:45.4,+24:31:53,SET 1.3,SNR 7,2,3,2,PA,2.0,16.92,AB,r,G,4582:4662,B #27 02:54 p0.3,"primary; B; z=0.652; r=16.9; line MgII at 4622 A (G); trend brightening; last spectrum 7.8 yr ago; exposure model 8 min; DR16 quasar; WHY: BLIND manifold stratum (W1 manifold, Hemmati+2026): literature-CLAGN region, 26% of the 50 nearest training objects are literature CLAGNs, archival SDSS spectrum as baseline, no photometric trigger; optical brighter by 0.30 mag since the 11125-58433-162 spectrum (ZTF vs synthetic); W1 faded 0.24 mag 2014-24; W1 amplitude 0.49 mag; log Edd -0.51; manifold prior P_hb 0.12 (literature corner), direction turn-on-like; oct26: x1.0 moon, 8 min + 5 over"
P21743,09:59:31.7,+50:44:49,SET 1.3,SNR 7,2,3,2,PA,2.0,16.87,AB,r,R,7464:7544,B #28 03:09 p0.3,"primary; B; z=0.143; r=16.9; line Ha at 7505 A (R); trend flat/unknown; last spectrum 12.7 yr ago; exposure model 8 min; DR16 quasar; WHY: BLIND manifold stratum (W1 manifold, Hemmati+2026): literature-CLAGN region, 28% of the 50 nearest training objects are literature CLAGNs, archival SDSS spectrum as baseline, no photometric trigger; optical fainter by 0.05 mag since the 7282-56660-707 spectrum (ZTF vs synthetic); W1 faded 0.20 mag 2014-24; log Edd -0.62; manifold prior P_hb 0.11 (literature corner), direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 1.292"
P18130,08:42:03.7,+40:18:31,SET 1.3,SNR 7,2,3,2,PA,2.0,16.73,AB,r,R,7518:7598,B #29 03:24 p0.2,"primary; B; z=0.152; r=16.7; line Ha at 7558 A (R); trend flat/unknown; last spectrum 24.6 yr ago; exposure model 8 min; DR16 quasar; WHY: BLIND manifold stratum (W1 manifold, Hemmati+2026): literature-CLAGN region, 22% of the 50 nearest training objects are literature CLAGNs, archival SDSS spectrum as baseline, no photometric trigger; optical brighter by 0.02 mag since the 829-52296-275 spectrum (ZTF vs synthetic); W1 amplitude 0.70 mag; log Edd -1.79; manifold prior P_hb 0.19 (literature corner), direction turn-off-like"
P18492,08:52:44.9,+62:58:52,SET 1.3,SNR 7,2,3,2,PA,2.0,17.98,AB,r,R,7264:7344,D1 #30 03:39 p0.7,"primary; D1; z=0.113; r=18.0; line Ha at 7305 A (R); trend fading; last spectrum 18.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.73, P(continuum dimmed) = 0.11; optical fainter by 0.63 mag since the 1876-54464-284 spectrum (ZTF vs synthetic); W1 faded 0.29 mag 2014-24; W1-W2 bluer by 0.17; W1 amplitude 0.56 mag; manifold prior P_hb 0.11, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.369"
P18872,09:09:54.6,+56:42:35,SET 1.3,SNR 7,2,3,2,PA,2.0,17.63,AB,r,R,7253:7333,D1 #31 03:54 p0.6,"primary; D1; z=0.111; r=17.6; line Ha at 7293 A (R); trend fading; last spectrum 25.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.64, P(continuum dimmed) = 0.05; optical fainter by 0.62 mag since the 450-51908-575 spectrum (ZTF vs synthetic); W1 faded 0.28 mag 2014-24; W1 amplitude 0.42 mag; manifold prior P_hb 0.13, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 2.976"
P17336,08:35:14.7,+15:10:10,SET 1.3,SNR 7,2,3,2,PA,2.0,18.5,AB,r,R,5857:5937,D1 #32 04:09 p0.7,"primary; D1; z=0.213; r=18.5; line Hb at 5898 A (R); trend fading; last spectrum 20.5 yr ago; exposure model 11 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.67, P(continuum dimmed) = 0.10; optical fainter by 0.52 mag since the 2427-53815-378 spectrum (ZTF vs synthetic); W1 faded 0.37 mag 2014-24; W1 amplitude 0.57 mag; manifold prior P_hb 0.10, direction turn-on-like; oct26: x1.0 moon, 11 min + 5 overhead -> yield/h 2.52"
P23046,10:00:36.4,+51:16:53,SET 1.3,SNR 7,2,3,2,PA,2.0,18.2,AB,r,R,7288:7368,D1 #33 04:29 p0.6,"primary; D1; z=0.117; r=18.2; line Ha at 7329 A (R); trend flat/unknown; last spectrum 24.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.55, P(continuum dimmed) = 0.08; optical fainter by 0.16 mag since the 903-52400-242 spectrum (ZTF vs synthetic); W1 amplitude 1.91 mag; manifold prior P_hb 0.21, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 2.558"
P15681,08:03:40.5,+16:07:26,SET 1.3,SNR 7,2,3,2,PA,2.0,18.13,AB,r,R,7491:7571,D1 #34 04:44 p0.5,"primary; D1; z=0.148; r=18.1; line Ha at 7531 A (R); trend fading; last spectrum 20.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.50, P(continuum dimmed) = 0.05; optical fainter by 0.49 mag since the 2267-53713-338 spectrum (ZTF vs synthetic); W1 faded 0.44 mag 2014-24; W1-W2 bluer by 0.10; W1 amplitude 0.41 mag; manifold prior P_hb 0.21, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 2.323"
P20272,09:05:20.8,+10:21:51,SET 1.3,SNR 7,2,3,2,PA,2.0,18.44,AB,r,G,5691:5771,D1 #35 04:59 p0.6,"primary; D1; z=0.179; r=18.4; line Hb at 5731 A (G); trend fading; last spectrum 22.6 yr ago; exposure model 10 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.61, P(continuum dimmed) = 0.06; optical fainter by 0.53 mag since the 1738-53051-608 spectrum (ZTF vs synthetic); W1 amplitude 0.74 mag; manifold prior P_hb 0.21, direction turn-on-like; oct26: x1.0 moon, 10 min + 5 overhead -> yield/h 2.422"
P17151,08:53:59.1,+21:28:03,SET 1.3,SNR 7,2,3,2,PA,2.0,16.79,AB,r,R,7075:7155,K backup,"backup; K; z=0.084; r=16.8; line Ha at 7115 A (R); trend brightening; last spectrum 1.8 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 0.34 mag since the 2280-53680-620 spectrum (ZTF vs synthetic); W1 faded 0.64 mag 2014-24; W1-W2 bluer by 0.23; W1 amplitude 0.82 mag; manifold prior P_hb 0.19, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.615"
P22420,10:01:10.2,+29:11:37,SET 1.3,SNR 7,2,3,2,PA,2.0,17.58,AB,r,R,7525:7605,D2 backup,"backup; D2; z=0.556; r=17.6; line Hb at 7565 A (R); trend brightening; last spectrum 8.6 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.99, P(continuum brightened) = 0.63; optical brighter by 1.10 mag since the 10447-58143-52 spectrum (ZTF vs synthetic); W1 brightened 1.75 mag 2014-24; W1-W2 redder by 0.13; W1 amplitude 2.94 mag; manifold prior P_hb 0.24, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.592"
P15699,08:04:13.2,+30:51:17,SET 1.3,SNR 7,2,3,2,PA,2.0,17.41,AB,r,R,7456:7536,D2 backup,"backup; D2; z=0.142; r=17.4; line Ha at 7497 A (R); trend brightening; last spectrum 24.6 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.97, P(continuum brightened) = 0.70; optical brighter by 1.27 mag since the 860-52319-374 spectrum (ZTF vs synthetic); W1 brightened 0.58 mag 2014-24; W1 amplitude 0.71 mag; manifold prior P_hb 0.15, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.467"
J090315.11+010623.1,09:03:15.1,+01:06:23,SET 1.3,SNR 7,2,3,2,PA,2.0,18.05,AB,r,R,7321:7401,K backup,"backup; K; z=0.122; r=18.1; line Ha at 7361 A (R); trend flat/unknown; last spectrum 0.5 yr ago; exposure model 8 min; Zeltyn+2024 object; WHY: KNOWN changer (Zeltyn CL-AGN): ZTF r moved -0.44 mag since the last spectrum; W1 slope +0.01 mag/yr; last spectrum 0.5 yr ago; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.126"
P20040,09:03:15.1,+01:06:23,SET 1.3,SNR 7,2,3,2,PA,2.0,18.06,AB,r,R,7321:7401,K backup,"backup; K; z=0.122; r=18.1; line Ha at 7361 A (R); trend brightening; last spectrum 0.5 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.32 mag since the 471-51924-299 spectrum (ZTF vs synthetic); W1 faded 0.39 mag 2014-24; W1-W2 bluer by 0.25; W1 amplitude 0.69 mag; manifold prior P_hb 0.19, direction turn-off-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.092"
P22740,10:02:56.2,+47:50:28,SET 1.3,SNR 7,2,3,2,PA,2.0,17.89,AB,r,R,6719:6799,K backup,"backup; K; z=0.391; r=17.9; line Hb at 6759 A (R); trend brightening; last spectrum 13.6 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.82 mag since the 6663-56338-756 spectrum (ZTF vs synthetic); W1 brightened 0.38 mag 2014-24; W1-W2 redder by 0.10; W1 amplitude 0.70 mag; log Edd -2.00; manifold prior P_hb 0.07, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 4.048"
P25356,10:52:29.0,+46:20:12,SET 1.3,SNR 7,2,3,2,PA,2.0,18.08,AB,r,R,6988:7068,D2 backup,"backup; D2; z=0.446; r=18.1; line Hb at 7029 A (R); trend brightening; last spectrum 13.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.85, P(continuum brightened) = 0.42; optical brighter by 1.10 mag since the 6664-56383-360 spectrum (ZTF vs synthetic); W1 brightened 0.27 mag 2014-24; manifold prior P_hb 0.01, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.937"
P18305,08:49:50.5,+07:19:23,SET 1.3,SNR 7,2,3,2,PA,2.0,17.87,AB,r,G,4728:4808,D2 backup,"backup; D2; z=0.704; r=17.9; line MgII at 4769 A (G); trend brightening; last spectrum 14.7 yr ago; exposure model 9 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.91, P(continuum brightened) = 0.66; optical brighter by 1.34 mag since the 4867-55924-622 spectrum (ZTF vs synthetic); W1 brightened 0.45 mag 2014-24; W1-W2 redder by 0.09; W1 amplitude 0.82 mag; log Edd -1.68; manifold prior P_hb 0.05, direction neutral; oct26: x1.0 moon, 9 min + 5 overhead -> yield/h 3.898"
G2641525895965206528,10:20:38.5,+24:37:08,SET 1.3,SNR 7,2,3,2,PA,2.0,17.51,AB,r,G,5741:5821,D2 backup,"backup; D2; z=0.189; r=17.5; line Hb at 5782 A (G); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.189): W1 brightened 0.85 mag and W2 1.00 mag 2014-24 (39/47 sigma); ZTF g brighter than the archival spectrum by 1.03 mag (host-offset corrected), ZTF amplitude 1.86; W1-W2 reddened by +0.16 (nucleus emerging); score 0.84 = literature success rate of this trigger set; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.877"
P18893,09:11:18.6,+62:46:40,SET 1.3,SNR 7,2,3,2,PA,2.0,17.3,AB,r,G,5627:5707,D2 backup,"backup; D2; z=0.166; r=17.3; line Hb at 5667 A (G); trend brightening; last spectrum 18.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.84, P(continuum brightened) = 0.42; optical brighter by 1.02 mag since the 1786-54450-540 spectrum (ZTF vs synthetic); W1 brightened 0.18 mag 2014-24; W1 amplitude 0.43 mag; manifold prior P_hb 0.19, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.877"
G2193349557516003328,09:51:37.3,+34:16:12,SET 1.3,SNR 7,2,3,2,PA,2.0,18.25,AB,r,R,7390:7470,D2 backup,"backup; D2; z=0.132; r=18.2; line Ha at 7431 A (R); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.132): W1 brightened 0.74 mag and W2 1.05 mag 2014-24 (23/33 sigma); ZTF g brighter than the archival spectrum by 0.49 mag (host-offset corrected), ZTF amplitude 1.54; W1-W2 reddened by +0.30 (nucleus emerging); score 0.84 = literature success rate of this trigger set; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.877"
G2728138282138363904,08:17:26.4,+10:12:10,SET 1.3,SNR 7,2,3,2,PA,2.0,16.37,AB,r,R,6823:6903,D2 backup,"backup; D2; z=0.046; r=16.4; line Ha at 6864 A (R); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.046): W1 brightened 0.20 mag and W2 0.41 mag 2014-24 (17/36 sigma); ZTF g brighter than the archival spectrum by 1.07 mag (host-offset corrected), ZTF amplitude 1.42; W1-W2 reddened by +0.21 (nucleus emerging); score 0.84 = literature success rate of this trigger set; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.877"
P17510,08:48:55.9,+58:41:54,SET 1.3,SNR 7,2,3,2,PA,2.0,17.49,AB,r,R,7392:7472,D2 backup,"backup; D2; z=0.133; r=17.5; line Ha at 7433 A (R); trend brightening; last spectrum 18.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.82, P(continuum brightened) = 0.57; optical brighter by 0.91 mag since the 1785-54439-251 spectrum (ZTF vs synthetic); W1 brightened 0.73 mag 2014-24; W1 amplitude 1.14 mag; manifold prior P_hb 0.21, direction turn-on-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.799"
P17445,08:35:22.5,+06:01:29,SET 1.3,SNR 7,2,3,2,PA,2.0,18.48,AB,r,R,7016:7096,K backup,"backup; K; z=0.452; r=18.5; line Hb at 7056 A (R); trend brightening; last spectrum 22.8 yr ago; exposure model 11 min; DR16 quasar; WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 1.20 mag since the 1297-52963-46 spectrum (ZTF vs synthetic); W1 brightened 0.50 mag 2014-24; W1 amplitude 0.46 mag; log Edd -1.51; manifold prior P_hb 0.05, direction neutral; oct26: x1.0 moon, 11 min + 5 overhead -> yield/h 3.75"
P21757,09:59:05.1,+62:52:42,SET 1.3,SNR 7,2,3,2,PA,2.0,18.3,AB,r,R,6227:6307,D2 backup,"backup; D2; z=0.289; r=18.3; line Hb at 6267 A (R); trend brightening; last spectrum 25.6 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.79, P(continuum brightened) = 0.19; optical brighter by 0.97 mag since the 487-51943-154 spectrum (ZTF vs synthetic); W1 brightened 0.31 mag 2014-24; manifold prior P_hb 0.11, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.627"
P25057,10:59:07.1,+47:23:31,SET 1.3,SNR 7,2,3,2,PA,2.0,18.18,AB,r,R,5849:5929,D2 backup,"backup; D2; z=0.212; r=18.2; line Hb at 5890 A (R); trend brightening; last spectrum 23.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.75, P(continuum brightened) = 0.07; optical brighter by 0.93 mag since the 963-52643-40 spectrum (ZTF vs synthetic); W1 faded 0.65 mag 2014-24; W1-W2 redder by 0.12; manifold prior P_hb 0.17, direction turn-off-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.483"
P15106,07:47:32.6,+37:17:23,SET 1.3,SNR 7,2,3,2,PA,2.0,18.31,AB,r,R,6745:6825,D2 backup,"backup; D2; z=0.396; r=18.3; line Hb at 6785 A (R); trend brightening; last spectrum 2.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.75, P(continuum brightened) = 0.20; optical brighter by 0.99 mag since the 9368-57817-223 spectrum (ZTF vs synthetic); log Edd -1.42; manifold prior P_hb 0.06, direction turn-off-like; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.45"
P19455,09:29:19.9,+43:41:17,SET 1.3,SNR 7,2,3,2,PA,2.0,18.15,AB,r,R,5995:6075,D2 backup,"backup; D2; z=0.242; r=18.1; line Hb at 6035 A (R); trend brightening; last spectrum 24.6 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta rose > 2x) = 0.74, P(continuum brightened) = 0.31; optical brighter by 0.86 mag since the 870-52325-496 spectrum (ZTF vs synthetic); W1 brightened 0.62 mag 2014-24; W1 amplitude 0.86 mag; manifold prior P_hb 0.09, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.434"
P19923,09:08:26.7,+00:21:37,SET 1.3,SNR 7,2,3,2,PA,2.0,17.58,AB,r,G,5611:5691,K backup,"backup; K; z=0.163; r=17.6; line Hb at 5651 A (G); trend brightening; last spectrum 25.7 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.80 mag since the 471-51924-89 spectrum (ZTF vs synthetic); W1 brightened 0.18 mag 2014-24; W1 amplitude 0.53 mag; manifold prior P_hb 0.17, direction neutral; oct26: x1.0 moon, 8 min + 5 overhead -> yield/h 3.137"
