WAVE_VAC_HELIO_A,FLUX,FLUX_ERR,FLUX_UNCORR,ERR_UNCORR,TELLURIC,TELLURIC_ERR,FLUX_ALTSTD,MASK,QUALITY,CHANNEL
3241.7030288381125,300.34771867005225,10.230551238400622,300.34771867005225,10.230551238400622,1.0,0.0,189.24215323916602,False,2,U
3242.730207820609,283.182949192095,9.851732201557905,283.182949192095,9.851732201557905,1.0,0.0,179.20004615168975,False,2,U
3243.757444701371,276.9008227092268,9.796967182556292,276.9008227092268,9.796967182556292,1.0,0.0,175.95269264913549,False,2,U
3244.7846548819166,282.85716978284665,9.845527590327523,282.85716978284665,9.845527590327523,1.0,0.0,180.4480998776446,False,2,U
3245.8120253249217,269.8154069377693,9.650048010479235,269.8154069377693,9.650048010479235,1.0,0.0,172.77212585567787,False,2,U
3246.839319001431,256.7026668759727,9.28165391402581,256.7026668759727,9.28165391402581,1.0,0.0,164.95367144145584,False,2,U
3247.8665613980697,268.9343088243751,9.15772191833468,268.9343088243751,9.15772191833468,1.0,0.0,173.38048087169545,False,2,U
3248.8940106101095,262.9009327971654,9.041374008505109,262.9009327971654,9.041374008505109,1.0,0.0,170.00488965654355,False,2,U
3249.921359557852,255.69078064020465,8.910564656335469,255.69078064020465,8.910564656335469,1.0,0.0,165.80094888814654,False,2,U
3250.948808343223,257.67982107651864,9.113579126852342,257.67982107651864,9.113579126852342,1.0,0.0,167.50872180060693,False,2,U
3251.97612704421,256.6135597108543,9.035698385392696,256.6135597108543,9.035698385392696,1.0,0.0,167.1855494186714,False,2,U
3253.003651036808,269.2089457531094,9.118618023291363,269.2089457531094,9.118618023291363,1.0,0.0,175.72879180948053,False,2,U
3254.0310830350727,248.02212526007037,8.947198947068143,248.02212526007037,8.947198947068143,1.0,0.0,162.16045723867762,False,2,U
3255.0586317542125,250.16258035830603,9.145659031415848,250.16258035830603,9.145659031415848,1.0,0.0,163.77201844455766,False,2,U
3256.086151725164,253.8734620935244,9.227813271150062,253.8734620935244,9.227813271150062,1.0,0.0,166.361949130502,False,2,U
3257.113571425201,242.5551081993156,9.191896690452719,242.5551081993156,9.191896690452719,1.0,0.0,159.04419287469196,False,2,U
3258.1411620400577,253.34482706341313,9.314588540180276,253.34482706341313,9.314588540180276,1.0,0.0,166.16377224772657,False,2,U
3259.168770340745,265.3572204451506,9.478446869449016,265.3572204451506,9.478446869449016,1.0,0.0,174.0256178252789,False,2,U
3260.1962943973554,267.31852265354405,9.493702511642551,267.31852265354405,9.493702511642551,1.0,0.0,175.22867433215137,False,2,U
3261.2238610364516,263.5861220409477,9.495499176798806,263.5861220409477,9.495499176798806,1.0,0.0,172.6327722476799,False,2,U
3262.2514670356873,274.3766351100099,9.426464671657136,274.3766351100099,9.426464671657136,1.0,0.0,179.4733093596327,False,2,U
3263.2791789109187,261.91456302382767,9.316122786188926,261.91456302382767,9.316122786188926,1.0,0.0,171.04039193091745,False,2,U
3264.307013274258,274.73772358345786,9.326822194736689,274.73772358345786,9.326822194736689,1.0,0.0,179.06001482993108,False,2,U
3265.3345921068017,246.51178050581595,9.12569288898789,246.51178050581595,9.12569288898789,1.0,0.0,160.30167587321742,False,2,U
3266.3621017144706,278.4568517845706,9.475236197439783,278.4568517845706,9.475236197439783,1.0,0.0,180.62613214262691,False,2,U
3267.389958739896,282.58258500362876,9.592497369043707,282.58258500362876,9.592497369043707,1.0,0.0,182.81657485429076,False,2,U
3268.4178352286754,259.5701224486242,9.355259494968152,259.5701224486242,9.355259494968152,1.0,0.0,167.46400809113882,False,2,U
3269.445561083149,265.13715571032157,9.377256444930913,265.13715571032157,9.377256444930913,1.0,0.0,170.57163512378872,False,2,U
3270.473194517103,260.64347557386077,9.123726841013514,260.64347557386077,9.123726841013514,1.0,0.0,167.20482910573992,False,2,U
3271.5010227843472,272.23711479497115,9.15054002259394,272.23711479497115,9.15054002259394,1.0,0.0,174.15442075936474,False,2,U
3272.5289293323,267.40049019146545,9.157870539370874,267.40049019146545,9.157870539370874,1.0,0.0,170.59950132425695,False,2,U
3273.5566701126263,250.67948591174545,9.077755044054731,250.67948591174545,9.077755044054731,1.0,0.0,159.5253365174328,False,2,U
3274.5844438124345,287.8987848939109,9.412919903024648,287.8987848939109,9.412919903024648,1.0,0.0,182.78322205931514,False,2,U
3275.612424424126,266.1609381933771,9.167592517278603,266.1609381933771,9.167592517278603,1.0,0.0,168.63202961892952,False,2,U
3276.640154400389,272.95158676020407,9.170767021740248,272.95158676020407,9.170767021740248,1.0,0.0,172.63076852938238,False,2,U
3277.6683131121385,241.59083573732556,8.731185202575059,241.59083573732556,8.731185202575059,1.0,0.0,152.58454513265167,False,2,U
3278.6961185510154,267.9449298694507,8.883982767449748,267.9449298694507,8.883982767449748,1.0,0.0,169.06660623680298,False,2,U
3279.723964606289,244.07245044117306,8.695077577821767,244.07245044117306,8.695077577821767,1.0,0.0,153.92925638000256,False,2,U
3280.7520632070336,250.5448263368811,8.779424048203023,250.5448263368811,8.779424048203023,1.0,0.0,158.018634504539,False,2,U
3281.779899147473,261.24793145398155,8.925303224925242,261.24793145398155,8.925303224925242,1.0,0.0,164.86810541770987,False,2,U
3282.8079095948524,255.113831983774,8.828571435607632,255.113831983774,8.828571435607632,1.0,0.0,161.17654830427188,False,2,U
3283.8358913992765,258.713406097472,8.820257003071598,258.713406097472,8.820257003071598,1.0,0.0,163.706760706769,False,2,U
3284.863931958623,263.13195142750186,8.964696757102963,263.13195142750186,8.964696757102963,1.0,0.0,166.82824341359756,False,2,U
3285.8920587227967,253.4560809697062,8.60867770307578,253.4560809697062,8.60867770307578,1.0,0.0,161.0601663706811,False,2,U
3286.9199098920467,256.16278536767373,8.578257730510401,256.16278536767373,8.578257730510401,1.0,0.0,163.19405877912283,False,2,U
3287.947969270297,252.84083529427357,8.558988477788285,252.84083529427357,8.558988477788285,1.0,0.0,161.5194759547172,False,2,U
3288.9762341084133,260.1391501391922,8.820950012154341,260.1391501391922,8.820950012154341,1.0,0.0,166.66022493014822,False,2,U
3290.0042798601185,278.88134648529757,9.12536466168599,278.88134648529757,9.12536466168599,1.0,0.0,179.1948688892847,False,2,U
