WAVE_VAC_HELIO_A,FLUX,FLUX_ERR,FLUX_UNCORR,ERR_UNCORR,TELLURIC,TELLURIC_ERR,FLUX_ALTSTD,MASK,QUALITY,CHANNEL
3241.664490829686,29.73497521637082,9.042194728042436,29.73497521637082,9.042194728042436,1.0,0.0,18.732248552059602,False,2,U
3242.6916840627587,45.72768994078072,9.221305494803008,45.72768994078072,9.221305494803008,1.0,0.0,28.932227873023333,False,2,U
3243.718736394883,42.02426027298736,8.92349190012412,42.02426027298736,8.92349190012412,1.0,0.0,26.699693144767036,False,2,U
3244.7461750994958,48.59577107311176,8.986069664708893,48.59577107311176,8.986069664708893,1.0,0.0,30.997160589868578,False,2,U
3245.7734150844353,38.673826501578205,8.954504378381914,38.673826501578205,8.954504378381914,1.0,0.0,24.760863973835765,False,2,U
3246.8009142206997,50.56406472130059,9.009140540163104,50.56406472130059,9.009140540163104,1.0,0.0,32.487732340628355,False,2,U
3247.828058112287,50.714516352429285,8.684328395327753,50.714516352429285,8.684328395327753,1.0,0.0,32.69158251318308,False,2,U
3248.855414573593,57.26419246784871,8.394651640511555,57.26419246784871,8.394651640511555,1.0,0.0,37.02594563432658,False,2,U
3249.8827932091813,40.688200652689495,8.18023712283013,40.688200652689495,8.18023712283013,1.0,0.0,26.38144478902211,False,2,U
3250.9101072868752,40.42523890372879,8.388198794033356,40.42523890372879,8.388198794033356,1.0,0.0,26.276783440406323,False,2,U
3251.937605700544,65.09046586160922,8.578165294043353,65.09046586160922,8.578165294043353,1.0,0.0,42.403728272784456,False,2,U
3252.9651055930694,49.09617886144156,8.45556961663107,49.09617886144156,8.45556961663107,1.0,0.0,32.045982704987615,False,2,U
3253.9925608758867,58.99890207221708,8.471137825855864,58.99890207221708,8.471137825855864,1.0,0.0,38.57234974766123,False,2,U
3255.019736468415,72.24113788320908,8.865263174330385,72.24113788320908,8.865263174330385,1.0,0.0,47.29167956727463,False,2,U
3256.0472053289227,55.27299908767673,8.966461545794054,55.27299908767673,8.966461545794054,1.0,0.0,36.21913751729213,False,2,U
3257.075044785174,49.229609271748316,9.06732205448913,49.229609271748316,9.06732205448913,1.0,0.0,32.279590257202564,False,2,U
3258.102366186557,61.01894135560918,9.182273975956484,61.01894135560918,9.182273975956484,1.0,0.0,40.0211096913604,False,2,U
3259.129959545166,58.953390570704876,9.280848503129267,58.953390570704876,9.280848503129267,1.0,0.0,38.663162812931496,False,2,U
3260.157716579951,51.30162227306604,9.27446518694577,51.30162227306604,9.27446518694577,1.0,0.0,33.629453883510266,False,2,U
3261.185331242252,70.99122298326104,9.229752043457285,70.99122298326104,9.229752043457285,1.0,0.0,46.496946963042674,False,2,U
3262.2129694664786,64.64984059510485,9.304305279083692,64.64984059510485,9.304305279083692,1.0,0.0,42.29077520624381,False,2,U
3263.2404387235692,36.79901540585776,8.849975564322989,36.79901540585776,8.849975564322989,1.0,0.0,24.03291791779521,False,2,U
3264.2683634583905,42.71022312539324,8.829333232789972,42.71022312539324,8.829333232789972,1.0,0.0,27.838647120730215,False,2,U
3265.2958344687463,40.85716707059401,8.651256864751067,40.85716707059401,8.651256864751067,1.0,0.0,26.571042707957776,False,2,U
3266.323462516022,57.21000221213875,8.995175626083128,57.21000221213875,8.995175626083128,1.0,0.0,37.113975820951374,False,2,U
3267.3509505999496,43.172402044330234,9.064786432111545,43.172402044330234,9.064786432111545,1.0,0.0,27.933269784208832,False,2,U
3268.3790306984547,38.383753274087184,9.143362486020571,38.383753274087184,9.143362486020571,1.0,0.0,24.7662702943196,False,2,U
3269.406782119678,55.8696403414894,9.036058520122854,55.8696403414894,9.036058520122854,1.0,0.0,35.94668155924574,False,2,U
3270.434507861251,39.81185983217944,8.749186670838963,39.81185983217944,8.749186670838963,1.0,0.0,25.54232848801252,False,2,U
3271.4622907370717,50.05255594607812,8.563994343800555,50.05255594607812,8.563994343800555,1.0,0.0,32.02271287060774,False,2,U
3272.490215067316,28.897131057894367,8.54018590900777,28.897131057894367,8.54018590900777,1.0,0.0,18.437950633958348,False,2,U
3273.5180222612016,43.36209555321244,8.694465802946107,43.36209555321244,8.694465802946107,1.0,0.0,27.59689592338792,False,2,U
