WAVE_VAC_HELIO_A,FLUX,FLUX_ERR,FLUX_UNCORR,ERR_UNCORR,TELLURIC,TELLURIC_ERR,FLUX_ALTSTD,MASK,QUALITY,CHANNEL
3241.5115232730213,49.49508324307871,8.068976660044694,49.49508324307871,8.068976660044694,1.0,0.0,31.16030703938352,False,2,U
3242.5387839600203,52.915124451975515,7.9670579583082874,52.915124451975515,7.9670579583082874,1.0,0.0,33.458845344565766,False,2,U
3243.566075587154,37.844912832964056,7.62312296528136,37.844912832964056,7.62312296528136,1.0,0.0,24.03009357098406,False,2,U
3244.5934468234786,39.204113262776275,7.7321477835899115,39.204113262776275,7.7321477835899115,1.0,0.0,24.992530824861852,False,2,U
3245.6205396873966,40.255484811933,7.75146611850326,40.255484811933,7.75146611850326,1.0,0.0,25.759827204735043,False,2,U
3246.6478736777776,37.32699920000485,7.521199574018926,37.32699920000485,7.521199574018926,1.0,0.0,23.970912711218116,False,2,U
3247.6754423379025,37.78636824853932,7.2176344642748225,37.78636824853932,7.2176344642748225,1.0,0.0,24.346654207282157,False,2,U
3248.702862843956,47.20523647832259,7.079885463288469,47.20523647832259,7.079885463288469,1.0,0.0,30.5091651323145,False,2,U
3249.7300112569897,53.01922839379826,7.228987527088652,53.01922839379826,7.228987527088652,1.0,0.0,34.3635244533717,False,2,U
3250.757619609665,36.599529350571466,7.05329139454637,36.599529350571466,7.05329139454637,1.0,0.0,23.781963894317077,False,2,U
3251.7849998067377,45.86420886402327,7.250822100752095,45.86420886402327,7.250822100752095,1.0,0.0,29.869773294088912,False,2,U
3252.8125166684495,47.53153058470277,7.280812058944658,47.53153058470277,7.280812058944658,1.0,0.0,31.016922258612922,False,2,U
3253.839910056859,47.262606528830176,7.218127901187616,47.262606528830176,7.218127901187616,1.0,0.0,30.893078816396248,False,2,U
3254.867487576339,52.986520574246164,7.34782888938623,52.986520574246164,7.34782888938623,1.0,0.0,34.68153103815153,False,2,U
3255.894906154452,39.08104405180361,7.4381281716977785,39.08104405180361,7.4381281716977785,1.0,0.0,25.606238843846064,False,2,U
3256.922438117504,45.866785304981555,7.726799042974569,45.866785304981555,7.726799042974569,1.0,0.0,30.073022875109356,False,2,U
3257.9499415685546,55.098424715257224,7.799497598928514,55.098424715257224,7.799497598928514,1.0,0.0,36.138011577244974,False,2,U
3258.9777080381464,32.12460847866822,7.536373539216265,32.12460847866822,7.536373539216265,1.0,0.0,21.069353536576145,False,2,U
3260.005280145232,37.00080579643256,7.750712184264785,37.00080579643256,7.750712184264785,1.0,0.0,24.257702092236716,False,2,U
3261.032939919344,51.468127478786855,7.958597618093312,51.468127478786855,7.958597618093312,1.0,0.0,33.71580974563428,False,2,U
3262.0607331920087,45.3249473848011,7.776244202723764,45.3249473848011,7.776244202723764,1.0,0.0,29.656241284826752,False,2,U
3263.088283480616,51.273103174276905,7.840319994080864,51.273103174276905,7.840319994080864,1.0,0.0,33.49521078624765,False,2,U
3264.115805482556,45.56782197773006,7.6727581747110385,45.56782197773006,7.6727581747110385,1.0,0.0,29.71094855342189,False,2,U
3265.143535645829,42.56245947315461,7.525622017731504,42.56245947315461,7.525622017731504,1.0,0.0,27.690072771168094,False,2,U
3266.171219743461,53.85841370988996,7.787320257721445,53.85841370988996,7.787320257721445,1.0,0.0,34.95327532397577,False,2,U
3267.199241676169,42.49568209894405,7.902085664348634,42.49568209894405,7.902085664348634,1.0,0.0,27.50659871344239,False,2,U
3268.227095955558,72.34558837112974,8.172723776005148,72.34558837112974,8.172723776005148,1.0,0.0,46.6989221672079,False,2,U
3269.254631989775,70.26832756585665,8.12503610615092,70.26832756585665,8.12503610615092,1.0,0.0,45.22991902463836,False,2,U
