cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,clon,clat,mjd,w1mpro,w1sigmpro,w2mpro,w2sigmpro,qual_frame,cc_flags,name
1,0.05175,-13.307631,1.8329166667,25.524611111,1.832913,25.5246251,00h07m19.90s,25d31m28.65s,59194.42628542,15.615,0.148,14.33,,10,0000,J000719.90+253128.6
1,0.063263,-58.854829,1.8329166667,25.524611111,1.8329,25.5246202,00h07m19.90s,25d31m28.63s,60290.98180672,15.548,0.149,14.623,0.265,5,0000,J000719.90+253128.6
1,0.116832,35.596629,1.8329166667,25.524611111,1.8329376,25.5246375,00h07m19.91s,25d31m28.70s,60128.5122799,15.46,0.165,15.148,0.52,10,0000,J000719.90+253128.6
1,0.118515,-147.004634,1.8329166667,25.524611111,1.8328968,25.5245835,00h07m19.90s,25d31m28.50s,59195.27626617,15.647,0.16,15.389,0.465,10,0000,J000719.90+253128.6
1,0.124273,167.57099,1.8329166667,25.524611111,1.8329249,25.5245774,00h07m19.90s,25d31m28.48s,59764.7094467,15.63,0.181,14.654,0.331,10,0000,J000719.90+253128.6
1,0.128544,-7.648915,1.8329166667,25.524611111,1.8329114,25.5246465,00h07m19.90s,25d31m28.73s,59561.95398183,15.991,0.215,14.987,0.489,10,0000,J000719.90+253128.6
1,0.134412,60.846067,1.8329166667,25.524611111,1.8329528,25.5246293,00h07m19.91s,25d31m28.67s,57573.6762505,16.166,0.261,15.32,0.422,10,0000,J000719.90+253128.6
1,0.151338,131.419515,1.8329166667,25.524611111,1.8329516,25.5245833,00h07m19.91s,25d31m28.50s,59033.38827749,15.572,0.186,14.886,0.426,5,0000,J000719.90+253128.6
1,0.159327,22.835336,1.8329166667,25.524611111,1.8329357,25.5246519,00h07m19.90s,25d31m28.75s,57573.9383117,16.417,0.342,15.25,0.392,10,0000,J000719.90+253128.6
1,0.16478,-76.237801,1.8329166667,25.524611111,1.8328674,25.524622,00h07m19.89s,25d31m28.64s,59559.0795809,15.736,0.197,14.361,0.293,10,0000,J000719.90+253128.6
1,0.164804,56.7671,1.8329166667,25.524611111,1.8329591,25.5246362,00h07m19.91s,25d31m28.69s,59559.27555399,15.77,0.185,15.248,0.484,10,0000,J000719.90+253128.6
1,0.165081,175.447509,1.8329166667,25.524611111,1.8329207,25.5245654,00h07m19.90s,25d31m28.44s,58469.44560858,15.884,0.243,14.642,,10,0000,J000719.90+253128.6
1,0.165959,-56.433215,1.8329166667,25.524611111,1.8328741,25.5246366,00h07m19.89s,25d31m28.69s,59561.88865749,15.357,0.136,15.191,0.504,10,0000,J000719.90+253128.6
1,0.180238,158.278442,1.8329166667,25.524611111,1.8329372,25.5245646,00h07m19.90s,25d31m28.43s,59558.75283155,15.431,0.131,14.786,0.301,10,0000,J000719.90+253128.6
1,0.192466,97.535476,1.8329166667,25.524611111,1.8329754,25.5246041,00h07m19.91s,25d31m28.57s,58830.55662544,15.65,0.161,14.401,0.305,10,0000,J000719.90+253128.6
1,0.193222,-117.895221,1.8329166667,25.524611111,1.8328641,25.524586,00h07m19.89s,25d31m28.51s,59559.34087837,15.62,0.158,14.694,0.267,5,0000,J000719.90+253128.6
1,0.226922,29.81793,1.8329166667,25.524611111,1.8329514,25.5246658,00h07m19.91s,25d31m28.80s,60290.27138719,15.578,0.154,14.789,0.257,10,0000,J000719.90+253128.6
1,0.231737,159.541303,1.8329166667,25.524611111,1.8329416,25.5245508,00h07m19.91s,25d31m28.38s,60290.2715145,15.592,0.185,14.57,0.218,10,0000,J000719.90+253128.6
