cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,clon,clat,mjd,w1mpro,w1sigmpro,w2mpro,w2sigmpro,qual_frame,cc_flags,name
1,0.013336,146.81015,144.49838,45.633862,144.4983829,45.6338589,09h37m59.61s,45d38m01.89s,57328.60055812,13.959,0.055,12.715,0.085,10,0000,P20523
1,0.015039,46.035234,144.49838,45.633862,144.4983843,45.6338649,09h37m59.61s,45d38m01.91s,58949.00734766,13.883,0.046,12.828,0.075,10,0000,P20523
1,0.016851,142.230235,144.49838,45.633862,144.4983841,45.6338583,09h37m59.61s,45d38m01.89s,58581.26247803,13.952,0.055,12.736,0.055,10,0000,P20523
1,0.022152,-89.999997,144.49838,45.633862,144.4983712,45.633862,09h37m59.61s,45d38m01.90s,57134.38575412,13.835,0.082,12.621,0.053,10,0000,P20523
1,0.022202,8.475762,144.49838,45.633862,144.4983813,45.6338681,09h37m59.61s,45d38m01.93s,58426.87077708,13.867,0.045,12.694,0.071,10,0000,P20523
1,0.030138,-43.227408,144.49838,45.633862,144.4983718,45.6338681,09h37m59.61s,45d38m01.93s,59155.21472934,14.022,0.05,12.786,0.06,10,0000,P20523
1,0.032728,74.038172,144.49838,45.633862,144.4983925,45.6338645,09h37m59.61s,45d38m01.91s,58790.80846084,14.021,0.05,12.704,0.063,10,0000,P20523
1,0.032932,24.86076,144.49838,45.633862,144.4983855,45.6338703,09h37m59.61s,45d38m01.93s,59886.58613502,14.019,0.054,12.875,0.065,10,0000,P20523
1,0.034364,129.720912,144.49838,45.633862,144.4983905,45.6338559,09h37m59.61s,45d38m01.88s,56775.4377973,13.816,0.054,12.619,0.053,10,0000,P20523
1,0.037349,-76.056265,144.49838,45.633862,144.4983656,45.6338645,09h37m59.61s,45d38m01.91s,59154.88785307,14.137,0.06,12.779,0.062,10,0000,P20523
1,0.037884,-3.809951,144.49838,45.633862,144.498379,45.6338725,09h37m59.61s,45d38m01.94s,59312.63022512,14.03,0.052,12.802,0.054,10,0000,P20523
1,0.038138,-60.60389,144.49838,45.633862,144.4983668,45.6338672,09h37m59.61s,45d38m01.92s,57328.3382417,13.891,0.047,12.591,0.058,10,0000,P20523
1,0.038399,-6.398553,144.49838,45.633862,144.4983783,45.6338726,09h37m59.61s,45d38m01.94s,57328.86287464,13.931,0.055,12.794,0.068,10,0000,P20523
1,0.038614,109.044766,144.49838,45.633862,144.4983945,45.6338585,09h37m59.61s,45d38m01.89s,59522.70688628,14.153,0.084,12.915,0.064,10,0000,P20523
1,0.039063,5.546986,144.49838,45.633862,144.4983815,45.6338728,09h37m59.61s,45d38m01.94s,60408.06179309,14.115,0.062,12.848,0.077,10,0000,P20523
1,0.039403,-14.42749,144.49838,45.633862,144.4983761,45.6338726,09h37m59.61s,45d38m01.94s,57134.32004755,13.957,0.05,12.623,0.049,10,0000,P20523
1,0.040681,-179.64546,144.49838,45.633862,144.4983799,45.6338507,09h37m59.61s,45d38m01.86s,59155.73796059,13.918,0.051,12.811,0.063,10,0000,P20523
1,0.04707,127.171314,144.49838,45.633862,144.4983949,45.6338541,09h37m59.61s,45d38m01.87s,58581.91661321,13.893,0.045,12.817,0.074,10,0000,P20523
1,0.047156,-17.39368,144.49838,45.633862,144.4983744,45.6338745,09h37m59.61s,45d38m01.95s,58217.57952612,13.893,0.047,12.75,0.058,10,0000,P20523
1,0.047651,-175.758598,144.49838,45.633862,144.4983786,45.6338488,09h37m59.61s,45d38m01.86s,57492.60375505,13.856,0.05,12.635,0.079,10,0000,P20523
1,0.048868,-103.201211,144.49838,45.633862,144.4983611,45.6338589,09h37m59.61s,45d38m01.89s,59886.26027146,14.284,0.061,12.959,0.064,10,0000,P20523
1,0.050412,-9.77478,144.49838,45.633862,144.4983766,45.6338758,09h37m59.61s,45d38m01.95s,58790.93936424,14.048,0.058,12.69,0.056,5,0000,P20523
1,0.050842,-27.736699,144.49838,45.633862,144.4983706,45.6338745,09h37m59.61s,45d38m01.95s,56966.68955259,13.947,0.05,12.683,0.06,10,0000,P20523
1,0.053532,106.406367,144.49838,45.633862,144.4984004,45.6338578,09h37m59.62s,45d38m01.89s,57695.13099527,13.952,0.048,12.791,0.063,5,0000,P20523
1,0.054625,-101.018274,144.49838,45.633862,144.4983587,45.6338591,09h37m59.61s,45d38m01.89s,57856.74632683,13.933,0.055,12.775,0.055,10,0000,P20523
1,0.054825,-85.103105,144.49838,45.633862,144.4983583,45.6338633,09h37m59.61s,45d38m01.91s,57856.81190596,14.017,0.059,12.845,0.066,10,0000,P20523
1,0.056148,77.784736,144.49838,45.633862,144.4984018,45.6338653,09h37m59.62s,45d38m01.92s,56774.7795865,13.739,0.043,12.64,0.053,10,0000,P20523
1,0.056917,100.938113,144.49838,45.633862,144.4984022,45.633859,09h37m59.62s,45d38m01.89s,57134.71390486,13.969,0.053,12.729,0.053,10,0000,P20523
1,0.059904,132.304622,144.49838,45.633862,144.4983976,45.6338508,09h37m59.62s,45d38m01.86s,58427.06713214,13.923,0.048,12.69,0.091,10,0000,P20523
1,0.061119,-60.345498,144.49838,45.633862,144.4983589,45.6338704,09h37m59.61s,45d38m01.93s,56775.37196348,13.745,0.048,12.668,0.098,10,0000,P20523
1,0.061881,-174.16303,144.49838,45.633862,144.4983775,45.6338449,09h37m59.61s,45d38m01.84s,58217.31771906,13.974,0.052,12.758,0.06,10,0000,P20523
1,0.063044,141.472627,144.49838,45.633862,144.4983956,45.6338483,09h37m59.61s,45d38m01.85s,57331.42071556,13.926,0.048,12.441,0.061,10,0000,P20523
1,0.06484,2.002362,144.49838,45.633862,144.4983809,45.63388,09h37m59.61s,45d38m01.97s,58791.33181951,14.048,0.061,12.413,0.059,10,0000,P20523
1,0.066042,21.229509,144.49838,45.633862,144.4983895,45.6338791,09h37m59.61s,45d38m01.96s,56966.88667181,13.879,0.051,12.591,0.064,10,0000,P20523
1,0.067535,-119.718634,144.49838,45.633862,144.4983567,45.6338527,09h37m59.61s,45d38m01.87s,57327.87918778,14.006,0.054,12.692,0.059,10,0000,P20523
1,0.068158,173.212598,144.49838,45.633862,144.4983832,45.6338432,09h37m59.61s,45d38m01.84s,57492.93139714,13.925,0.047,12.672,0.049,10,0000,P20523
1,0.069136,-102.632571,144.49838,45.633862,144.4983532,45.6338578,09h37m59.60s,45d38m01.89s,59522.2494888,14.121,0.058,12.843,0.065,10,0000,P20523
1,0.069955,28.35861,144.49838,45.633862,144.4983932,45.6338791,09h37m59.61s,45d38m01.96s,58581.19651696,13.889,0.046,12.819,0.064,10,0000,P20523
1,0.070543,-168.472876,144.49838,45.633862,144.4983744,45.6338428,09h37m59.61s,45d38m01.83s,56775.76683897,13.76,0.04,12.589,0.055,10,0000,P20523
1,0.07178,171.123496,144.49838,45.633862,144.4983844,45.6338423,09h37m59.61s,45d38m01.83s,59155.47628133,14.053,0.066,12.867,0.062,10,0000,P20523
1,0.072198,-13.509381,144.49838,45.633862,144.4983733,45.6338815,09h37m59.61s,45d38m01.97s,58947.89556009,13.939,0.048,12.755,0.059,10,0000,P20523
1,0.072885,-159.79529,144.49838,45.633862,144.49837,45.633843,09h37m59.61s,45d38m01.83s,59313.08775016,14.011,0.048,12.915,0.067,10,0000,P20523
1,0.072911,-47.048648,144.49838,45.633862,144.4983588,45.6338758,09h37m59.61s,45d38m01.95s,59312.10725302,14.086,0.052,12.802,0.061,10,0000,P20523
1,0.074945,158.730613,144.49838,45.633862,144.4983908,45.6338426,09h37m59.61s,45d38m01.83s,60408.38306679,14.066,0.068,12.806,0.059,10,0000,P20523
1,0.075215,-136.678665,144.49838,45.633862,144.4983595,45.6338468,09h37m59.61s,45d38m01.85s,57133.72932528,13.918,0.052,12.628,0.07,10,0000,P20523
1,0.076298,117.847097,144.49838,45.633862,144.4984068,45.6338521,09h37m59.62s,45d38m01.87s,60044.09487111,13.998,0.051,12.879,0.07,10,0000,P20523
1,0.077944,46.876881,144.49838,45.633862,144.4984026,45.6338768,09h37m59.62s,45d38m01.96s,58216.72878046,13.903,0.048,12.704,0.064,10,0000,P20523
1,0.079217,165.461049,144.49838,45.633862,144.4983879,45.6338407,09h37m59.61s,45d38m01.83s,60043.83497426,14.114,0.053,12.737,0.056,10,0000,P20523
1,0.079223,-124.296254,144.49838,45.633862,144.498354,45.6338496,09h37m59.60s,45d38m01.86s,57695.58954064,13.94,0.05,12.724,0.071,10,0000,P20523
1,0.079647,123.776193,144.49838,45.633862,144.4984063,45.6338497,09h37m59.62s,45d38m01.86s,59154.62617372,14.014,0.05,12.786,0.054,10,0000,P20523
1,0.079783,-128.512544,144.49838,45.633862,144.4983552,45.6338482,09h37m59.61s,45d38m01.85s,57134.45133333,13.798,0.051,12.695,0.066,10,0000,P20523
1,0.080304,-122.849893,144.49838,45.633862,144.4983532,45.6338499,09h37m59.60s,45d38m01.86s,58948.74579547,13.906,0.052,12.753,0.071,10,0000,P20523
1,0.080714,-127.022344,144.49838,45.633862,144.4983544,45.6338485,09h37m59.61s,45d38m01.85s,56775.89850657,13.739,0.043,12.599,0.048,10,0000,P20523
1,0.08457,64.806056,144.49838,45.633862,144.4984104,45.633872,09h37m59.62s,45d38m01.94s,60253.97928001,13.989,0.054,12.807,0.075,10,0000,P20523
1,0.085163,117.163867,144.49838,45.633862,144.4984101,45.6338512,09h37m59.62s,45d38m01.86s,58217.25226727,13.939,0.049,12.756,0.065,10,0000,P20523
1,0.088523,129.075691,144.49838,45.633862,144.4984073,45.6338465,09h37m59.62s,45d38m01.85s,58948.2878883,13.911,0.05,12.736,0.055,10,0000,P20523
1,0.091171,-91.810212,144.49838,45.633862,144.4983438,45.6338612,09h37m59.60s,45d38m01.90s,56775.24029588,13.746,0.056,12.75,0.056,10,0000,P20523
1,0.091891,-136.776323,144.49838,45.633862,144.498355,45.6338434,09h37m59.61s,45d38m01.84s,60043.77003185,14.058,0.052,12.862,0.063,10,0000,P20523
1,0.092364,105.832985,144.49838,45.633862,144.4984153,45.633855,09h37m59.62s,45d38m01.88s,56967.01821184,13.757,0.043,12.608,0.048,10,0000,P20523
1,0.09488,-35.336544,144.49838,45.633862,144.4983582,45.6338835,09h37m59.61s,45d38m01.98s,60250.61641192,14.217,0.057,12.95,0.067,5,0000,P20523
1,0.095751,117.302675,144.49838,45.633862,144.4984138,45.6338498,09h37m59.62s,45d38m01.86s,57330.76492436,13.862,0.048,12.729,0.057,10,0000,P20523
1,0.097555,-11.008021,144.49838,45.633862,144.4983726,45.6338886,09h37m59.61s,45d38m02.00s,58581.58960925,13.893,0.054,12.858,0.061,10,0000,P20523
1,0.097791,-128.742803,144.49838,45.633862,144.4983497,45.633845,09h37m59.60s,45d38m01.84s,57496.60103772,13.883,0.046,12.767,0.057,10,0000,P20523
1,0.098171,166.355082,144.49838,45.633862,144.4983892,45.6338355,09h37m59.61s,45d38m01.81s,57331.22397819,13.932,0.047,12.699,0.055,10,0000,P20523
1,0.098528,101.165871,144.49838,45.633862,144.4984184,45.6338567,09h37m59.62s,45d38m01.88s,57133.59791213,13.768,0.063,12.667,0.056,10,0000,P20523
1,0.099959,-75.823998,144.49838,45.633862,144.4983415,45.6338688,09h37m59.60s,45d38m01.93s,57134.12318259,13.846,0.048,12.686,0.063,10,0000,P20523
1,0.100369,82.166333,144.49838,45.633862,144.4984195,45.6338658,09h37m59.62s,45d38m01.92s,58426.7398737,13.909,0.052,12.744,0.056,10,0000,P20523
1,0.101453,14.366439,144.49838,45.633862,144.49839,45.6338893,09h37m59.61s,45d38m02.00s,57856.41894049,13.894,0.049,12.721,0.075,10,0000,P20523
1,0.101888,171.618338,144.49838,45.633862,144.4983859,45.633834,09h37m59.61s,45d38m01.80s,58067.71121853,13.985,0.06,12.763,0.07,10,0000,P20523
1,0.102044,3.252549,144.49838,45.633862,144.4983823,45.6338903,09h37m59.61s,45d38m02.01s,57133.99189681,13.95,0.048,12.715,0.06,10,0000,P20523
1,0.102102,-117.737119,144.49838,45.633862,144.4983441,45.6338488,09h37m59.60s,45d38m01.86s,58790.48145721,14.03,0.051,12.799,0.059,10,0000,P20523
1,0.103414,-84.606731,144.49838,45.633862,144.4983391,45.6338647,09h37m59.60s,45d38m01.91s,60250.74578721,14.036,0.05,12.987,0.08,5,0000,P20523
1,0.10425,-49.518126,144.49838,45.633862,144.4983485,45.6338808,09h37m59.60s,45d38m01.97s,58581.52364822,14.039,0.053,12.741,0.067,10,0000,P20523
1,0.104604,-125.807667,144.49838,45.633862,144.4983463,45.633845,09h37m59.60s,45d38m01.84s,57695.85160296,13.865,0.052,12.757,0.056,10,0000,P20523
1,0.110314,158.445483,144.49838,45.633862,144.4983961,45.6338335,09h37m59.62s,45d38m01.80s,57496.20794394,13.882,0.05,12.621,0.053,10,0000,P20523
1,0.11051,-89.626687,144.49838,45.633862,144.4983361,45.6338622,09h37m59.60s,45d38m01.90s,57496.2733959,13.971,0.051,12.82,0.051,5,0000,P20523
1,0.111118,130.631995,144.49838,45.633862,144.4984135,45.6338419,09h37m59.62s,45d38m01.83s,58581.06625024,13.94,0.049,12.694,0.052,10,0000,P20523
1,0.111119,-72.074626,144.49838,45.633862,144.498338,45.6338715,09h37m59.60s,45d38m01.94s,58791.07014021,13.918,0.047,12.672,0.058,10,0000,P20523
1,0.111979,75.667673,144.49838,45.633862,144.4984231,45.6338697,09h37m59.62s,45d38m01.93s,57328.863002,13.842,0.063,12.701,0.064,10,0000,P20523
1,0.112037,111.884364,144.49838,45.633862,144.4984213,45.6338504,09h37m59.62s,45d38m01.86s,57495.94588135,13.854,0.047,12.724,0.052,10,0000,P20523
1,0.114318,-153.024433,144.49838,45.633862,144.4983594,45.6338337,09h37m59.61s,45d38m01.80s,57495.6182395,13.85,0.051,12.563,0.061,10,0000,P20523
1,0.114381,168.189733,144.49838,45.633862,144.4983893,45.6338309,09h37m59.61s,45d38m01.79s,57695.72057182,13.893,0.05,12.783,0.069,10,0000,P20523
1,0.114737,130.03169,144.49838,45.633862,144.4984149,45.6338415,09h37m59.62s,45d38m01.83s,57857.13929236,13.891,0.05,12.656,0.068,10,0000,P20523
1,0.11482,-10.101296,144.49838,45.633862,144.498372,45.6338934,09h37m59.61s,45d38m02.02s,57856.68087506,13.861,0.047,12.83,0.066,10,0000,P20523
