cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,clon,clat,mjd,w1mpro,w1sigmpro,w2mpro,w2sigmpro,qual_frame,cc_flags,name
1,0.004414,26.212598,141.99349,57.209584,141.993491,57.2095851,09h27m58.44s,57d12m34.51s,58052.78313193,13.707,0.04,12.977,0.079,10,0000,P19920
1,0.009011,-53.182292,141.99349,57.209584,141.9934863,57.2095855,09h27m58.44s,57d12m34.51s,57486.70772444,13.54,0.037,12.838,0.052,10,0000,P19920
1,0.010066,-21.591722,141.99349,57.209584,141.9934881,57.2095866,09h27m58.44s,57d12m34.51s,59149.06596472,13.731,0.051,12.936,0.074,10,0000,P19920
1,0.013324,23.27101,141.99349,57.209584,141.9934927,57.2095874,09h27m58.44s,57d12m34.51s,58417.90364078,13.468,0.039,12.8,0.06,10,0000,P19920
1,0.01632,114.779125,141.99349,57.209584,141.9934976,57.2095821,09h27m58.44s,57d12m34.50s,57127.82299186,13.691,0.044,12.959,0.067,10,0000,P19920
1,0.017437,161.755202,141.99349,57.209584,141.9934928,57.2095794,09h27m58.44s,57d12m34.49s,59670.51734345,13.681,0.042,13.005,0.066,10,0000,P19920
1,0.017722,-136.994337,141.99349,57.209584,141.9934838,57.2095804,09h27m58.44s,57d12m34.49s,58574.26436344,13.413,0.039,12.687,0.065,10,0000,P19920
1,0.024962,-102.493677,141.99349,57.209584,141.9934775,57.2095825,09h27m58.43s,57d12m34.50s,57321.84349049,13.624,0.05,12.94,0.091,10,0000,P19920
1,0.025489,142.272021,141.99349,57.209584,141.993498,57.2095784,09h27m58.44s,57d12m34.48s,57486.31450329,13.537,0.04,12.892,0.059,10,0000,P19920
1,0.026914,-68.005225,141.99349,57.209584,141.9934772,57.2095868,09h27m58.43s,57d12m34.51s,58784.5922034,13.59,0.041,12.83,0.066,10,0000,P19920
1,0.030604,77.08517,141.99349,57.209584,141.9935053,57.2095859,09h27m58.44s,57d12m34.51s,59512.83718273,13.828,0.049,12.942,0.08,0,0000,P19920
1,0.036926,-40.497665,141.99349,57.209584,141.9934777,57.2095918,09h27m58.43s,57d12m34.53s,59148.86985932,13.591,0.041,12.998,0.066,10,0000,P19920
1,0.037148,-19.94614,141.99349,57.209584,141.9934835,57.2095937,09h27m58.44s,57d12m34.54s,57322.04022787,13.581,0.044,12.854,0.055,10,0000,P19920
1,0.037727,139.762113,141.99349,57.209584,141.9935025,57.209576,09h27m58.44s,57d12m34.47s,57688.77528222,13.76,0.049,12.944,0.06,10,0000,P19920
1,0.039453,-21.449956,141.99349,57.209584,141.9934826,57.2095942,09h27m58.44s,57d12m34.54s,58574.59136734,13.428,0.039,,,10,0000,P19920
1,0.041184,45.629214,141.99349,57.209584,141.9935051,57.209592,09h27m58.44s,57d12m34.53s,57846.92626428,13.598,0.04,12.973,0.091,10,0000,P19920
1,0.042912,52.235852,141.99349,57.209584,141.9935074,57.2095913,09h27m58.44s,57d12m34.53s,60033.76406514,13.805,0.049,13.065,0.088,10,0000,P19920
1,0.045149,45.438895,141.99349,57.209584,141.9935065,57.2095928,09h27m58.44s,57d12m34.53s,58417.51093074,13.482,0.04,12.846,0.064,10,0000,P19920
1,0.045163,78.505173,141.99349,57.209584,141.9935127,57.2095865,09h27m58.44s,57d12m34.51s,59880.13226221,13.828,0.045,13.202,0.077,10,0000,P19920
1,0.045745,103.655942,141.99349,57.209584,141.9935128,57.209581,09h27m58.44s,57d12m34.49s,58416.921993,13.479,0.042,12.71,0.061,10,0000,P19920
1,0.046647,-87.345919,141.99349,57.209584,141.9934661,57.2095846,09h27m58.43s,57d12m34.50s,59148.34662833,13.728,0.043,12.866,0.068,10,0000,P19920
1,0.04756,177.650594,141.99349,57.209584,141.993491,57.2095708,09h27m58.44s,57d12m34.45s,59306.42161317,13.688,0.041,13.158,0.091,10,0000,P19920
1,0.049269,18.216703,141.99349,57.209584,141.9934979,57.209597,09h27m58.44s,57d12m34.55s,58210.38199649,13.564,0.04,12.994,0.066,10,0000,P19920
1,0.051438,22.508193,141.99349,57.209584,141.9935001,57.2095972,09h27m58.44s,57d12m34.55s,57321.31885745,13.492,0.036,12.868,0.069,10,0000,P19920
1,0.053031,46.713802,141.99349,57.209584,141.9935098,57.2095941,09h27m58.44s,57d12m34.54s,58784.52636976,13.552,0.038,12.794,0.068,10,0000,P19920
1,0.053226,90.387514,141.99349,57.209584,141.9935173,57.2095839,09h27m58.44s,57d12m34.50s,59670.19084816,13.653,0.04,12.926,0.059,10,0000,P19920
1,0.054096,25.168331,141.99349,57.209584,141.9935018,57.2095976,09h27m58.44s,57d12m34.55s,59513.0986073,13.686,0.052,12.924,0.078,5,0000,P19920
1,0.054781,67.186936,141.99349,57.209584,141.9935159,57.2095899,09h27m58.44s,57d12m34.52s,58784.06884509,13.537,0.039,12.798,0.052,10,0000,P19920
1,0.055049,-14.563803,141.99349,57.209584,141.9934829,57.2095988,09h27m58.44s,57d12m34.56s,59670.64786498,13.675,0.04,13.064,0.079,10,0000,P19920
1,0.057995,48.853474,141.99349,57.209584,141.9935124,57.2095946,09h27m58.44s,57d12m34.54s,59148.21585244,13.733,0.042,12.998,0.063,10,0000,P19920
1,0.059744,-156.334929,141.99349,57.209584,141.9934777,57.2095688,09h27m58.43s,57d12m34.45s,60037.33819091,13.941,0.057,13.121,0.094,5,0000,P19920
1,0.06018,-20.084646,141.99349,57.209584,141.9934794,57.2095997,09h27m58.44s,57d12m34.56s,57689.2992801,13.667,0.05,12.85,0.067,10,0000,P19920
1,0.061637,136.405285,141.99349,57.209584,141.9935118,57.2095716,09h27m58.44s,57d12m34.46s,57846.86081222,13.686,0.041,13.17,0.172,10,0000,P19920
1,0.062085,-33.98465,141.99349,57.209584,141.9934722,57.2095983,09h27m58.43s,57d12m34.55s,59305.76798685,13.842,0.048,12.974,0.06,10,0000,P19920
1,0.062859,125.340779,141.99349,57.209584,141.9935163,57.2095739,09h27m58.44s,57d12m34.47s,59516.10454509,13.789,0.045,12.957,0.073,10,0000,P19920
1,0.063912,98.747724,141.99349,57.209584,141.9935224,57.2095813,09h27m58.45s,57d12m34.49s,58574.98395042,13.353,0.034,12.659,0.054,10,0000,P19920
1,0.063973,-169.996143,141.99349,57.209584,141.9934843,57.2095665,09h27m58.44s,57d12m34.44s,58784.06897241,13.521,0.038,12.921,0.065,10,0000,P19920
1,0.063977,-19.030687,141.99349,57.209584,141.9934793,57.2096008,09h27m58.44s,57d12m34.56s,60037.85811228,13.954,0.052,13.197,0.083,10,0000,P19920
1,0.064065,155.551102,141.99349,57.209584,141.9935036,57.2095678,09h27m58.44s,57d12m34.44s,60402.08607376,13.585,0.039,13.059,0.065,10,0000,P19920
1,0.066031,-120.104531,141.99349,57.209584,141.9934607,57.2095748,09h27m58.43s,57d12m34.47s,58209.92396065,13.584,0.042,12.839,0.066,10,0000,P19920
1,0.066054,-116.196839,141.99349,57.209584,141.9934596,57.2095759,09h27m58.43s,57d12m34.47s,58574.85317431,13.408,0.036,12.649,0.05,10,0000,P19920
1,0.068284,87.885023,141.99349,57.209584,141.993525,57.2095847,09h27m58.45s,57d12m34.50s,60401.44276211,13.605,0.045,13.105,0.069,10,0000,P19920
1,0.068622,-20.107042,141.99349,57.209584,141.9934779,57.2096019,09h27m58.43s,57d12m34.57s,58938.8728978,13.662,0.039,12.878,0.074,10,0000,P19920
1,0.06891,170.883772,141.99349,57.209584,141.9934956,57.2095651,09h27m58.44s,57d12m34.43s,59879.87147419,13.806,0.042,13.072,0.073,10,0000,P19920
1,0.069675,-17.086174,141.99349,57.209584,141.9934795,57.2096025,09h27m58.44s,57d12m34.57s,59148.41207998,13.694,0.041,12.819,0.059,10,0000,P19920
1,0.070427,92.050558,141.99349,57.209584,141.9935261,57.2095833,09h27m58.45s,57d12m34.50s,58417.05289633,13.444,0.036,12.765,0.066,10,0000,P19920
1,0.071204,172.289497,141.99349,57.209584,141.9934949,57.2095644,09h27m58.44s,57d12m34.43s,59148.60830748,13.675,0.041,12.919,0.074,10,0000,P19920
1,0.071768,-3.426309,141.99349,57.209584,141.9934878,57.2096039,09h27m58.44s,57d12m34.57s,58211.03651455,13.585,0.04,13.043,0.067,10,0000,P19920
1,0.071874,-45.070834,141.99349,57.209584,141.9934639,57.2095981,09h27m58.43s,57d12m34.55s,57321.90906962,13.568,0.038,13.196,0.08,10,0000,P19920
1,0.073171,44.488156,141.99349,57.209584,141.9935163,57.2095985,09h27m58.44s,57d12m34.55s,59512.31433347,13.693,0.043,12.946,0.07,10,0000,P19920
1,0.075563,172.289497,141.99349,57.209584,141.9934952,57.2095632,09h27m58.44s,57d12m34.43s,58938.48056954,13.796,0.047,12.917,0.065,10,0000,P19920
1,0.075842,124.392594,141.99349,57.209584,141.9935221,57.2095721,09h27m58.45s,57d12m34.46s,57846.59887677,13.554,0.051,13.163,0.1,10,0000,P19920
1,0.076734,-17.751859,141.99349,57.209584,141.993478,57.2096043,09h27m58.43s,57d12m34.58s,59306.09486346,13.809,0.056,12.823,0.066,10,0000,P19920
1,0.079109,25.705844,141.99349,57.209584,141.9935076,57.2096038,09h27m58.44s,57d12m34.57s,58575.37653345,13.484,0.086,12.746,0.054,5,0000,P19920
1,0.081539,160.878328,141.99349,57.209584,141.9935037,57.2095626,09h27m58.44s,57d12m34.43s,58938.74212171,13.639,0.041,13.014,0.106,10,0000,P19920
1,0.081554,-148.910743,141.99349,57.209584,141.9934684,57.2095646,09h27m58.43s,57d12m34.43s,60037.01322418,14.031,0.053,13.138,0.076,5,0000,P19920
1,0.081696,150.238743,141.99349,57.209584,141.9935108,57.2095643,09h27m58.44s,57d12m34.43s,59305.89863564,13.783,0.06,13.031,0.063,5,0000,P19920
1,0.082288,27.364136,141.99349,57.209584,141.9935094,57.2096043,09h27m58.44s,57d12m34.58s,57486.38008262,13.524,0.042,12.73,0.049,10,0000,P19920
1,0.082672,-90.748497,141.99349,57.209584,141.9934476,57.2095837,09h27m58.43s,57d12m34.50s,56960.57312831,13.752,0.041,13.114,0.074,10,0000,P19920
1,0.082747,22.731162,141.99349,57.209584,141.9935064,57.2096052,09h27m58.44s,57d12m34.58s,59669.99487494,13.732,0.049,13.0,0.071,10,0000,P19920
1,0.082779,53.430272,141.99349,57.209584,141.9935241,57.2095977,09h27m58.45s,57d12m34.55s,57846.46784535,13.565,0.045,12.925,0.064,10,0000,P19920
1,0.084402,-170.157761,141.99349,57.209584,141.9934826,57.2095609,09h27m58.44s,57d12m34.42s,57689.56134269,13.799,0.048,12.963,0.069,10,0000,P19920
1,0.085203,4.330608,141.99349,57.209584,141.9934933,57.2096076,09h27m58.44s,57d12m34.59s,58942.40398269,13.796,0.048,13.017,0.086,5,0000,P19920
1,0.088768,49.847138,141.99349,57.209584,141.9935248,57.2095999,09h27m58.45s,57d12m34.56s,57486.57669317,13.514,0.036,12.886,0.06,10,0000,P19920
1,0.089578,75.095618,141.99349,57.209584,141.9935344,57.2095904,09h27m58.45s,57d12m34.53s,57486.51111389,13.536,0.041,12.815,0.053,10,0000,P19920
1,0.091711,47.533239,141.99349,57.209584,141.9935247,57.2096012,09h27m58.45s,57d12m34.56s,60037.2081788,13.965,0.056,13.275,0.082,10,0000,P19920
1,0.092026,113.761543,141.99349,57.209584,141.9935332,57.2095737,09h27m58.45s,57d12m34.47s,59512.44510941,13.728,0.042,12.988,0.078,10,0000,P19920
1,0.092275,-87.987773,141.99349,57.209584,141.9934427,57.2095849,09h27m58.43s,57d12m34.51s,57487.03536628,13.538,0.039,12.813,0.055,10,0000,P19920
1,0.092453,-39.557618,141.99349,57.209584,141.9934598,57.2096038,09h27m58.43s,57d12m34.57s,56960.11292669,13.78,0.046,13.011,0.077,10,0000,P19920
1,0.094636,113.542206,141.99349,57.209584,141.9935345,57.2095735,09h27m58.45s,57d12m34.46s,58418.03441683,13.479,0.04,12.776,0.069,10,0000,P19920
1,0.095628,-78.710944,141.99349,57.209584,141.9934419,57.2095892,09h27m58.43s,57d12m34.52s,60243.88851141,13.996,0.048,13.194,0.074,10,0000,P19920
1,0.09666,22.534068,141.99349,57.209584,141.993509,57.2096088,09h27m58.44s,57d12m34.59s,59669.79902905,13.756,0.042,12.949,0.067,5,0000,P19920
1,0.097131,20.93363,141.99349,57.209584,141.9935078,57.2096092,09h27m58.44s,57d12m34.59s,60401.95695293,13.666,0.041,12.903,0.074,10,0000,P19920
1,0.097391,66.470839,141.99349,57.209584,141.9935358,57.2095948,09h27m58.45s,57d12m34.54s,58417.31470299,13.557,0.049,12.773,0.061,10,0000,P19920
1,0.097533,71.715142,141.99349,57.209584,141.9935375,57.2095925,09h27m58.45s,57d12m34.53s,59512.70653402,13.777,0.052,12.994,0.071,10,0000,P19920
1,0.099789,103.349355,141.99349,57.209584,141.9935398,57.2095776,09h27m58.45s,57d12m34.48s,57847.71207069,13.655,0.07,12.833,0.055,10,0000,P19920
1,0.100947,36.640109,141.99349,57.209584,141.9935209,57.2096065,09h27m58.45s,57d12m34.58s,56960.17863303,13.703,0.038,13.027,0.098,10,0000,P19920
1,0.101513,99.182846,141.99349,57.209584,141.9935414,57.2095795,09h27m58.45s,57d12m34.49s,57321.97464878,13.718,0.045,12.973,0.066,10,0000,P19920
1,0.101959,107.041201,141.99349,57.209584,141.99354,57.2095757,09h27m58.45s,57d12m34.47s,59306.55238924,13.848,0.048,13.063,0.068,10,0000,P19920
1,0.102323,102.186636,141.99349,57.209584,141.9935413,57.209578,09h27m58.45s,57d12m34.48s,58784.46142753,13.528,0.039,12.69,0.065,10,0000,P19920
1,0.102483,163.533318,141.99349,57.209584,141.9935049,57.2095567,09h27m58.44s,57d12m34.40s,57850.33116587,13.533,0.043,12.957,0.066,10,0000,P19920
1,0.102997,98.846682,141.99349,57.209584,141.9935422,57.2095796,09h27m58.45s,57d12m34.49s,57127.62612703,13.697,0.044,13.008,0.081,10,0000,P19920
1,0.103495,80.792612,141.99349,57.209584,141.9935424,57.2095886,09h27m58.45s,57d12m34.52s,57127.42913491,13.672,0.046,13.029,0.071,10,0000,P19920
1,0.103765,-28.627846,141.99349,57.209584,141.9934645,57.2096093,09h27m58.43s,57d12m34.59s,57322.43383003,13.572,0.048,12.966,0.076,10,0000,P19920
1,0.103961,36.878071,141.99349,57.209584,141.993522,57.2096071,09h27m58.45s,57d12m34.59s,57486.05244078,13.652,0.041,12.865,0.061,10,0000,P19920
1,0.105327,-5.949836,141.99349,57.209584,141.9934844,57.2096131,09h27m58.44s,57d12m34.61s,58417.24925134,13.523,0.042,12.806,0.056,10,0000,P19920
1,0.106172,77.665621,141.99349,57.209584,141.9935432,57.2095903,09h27m58.45s,57d12m34.53s,60401.82846887,13.666,0.045,12.998,0.076,10,0000,P19920
1,0.106334,59.929793,141.99349,57.209584,141.9935372,57.2095988,09h27m58.45s,57d12m34.56s,57127.03527781,13.684,0.042,12.916,0.087,10,0000,P19920
1,0.107141,128.679927,141.99349,57.209584,141.9935329,57.2095654,09h27m58.45s,57d12m34.44s,58938.9383495,13.661,0.041,12.87,0.067,10,0000,P19920
1,0.108342,-81.785391,141.99349,57.209584,141.993435,57.2095883,09h27m58.42s,57d12m34.52s,57487.16652487,13.534,0.044,12.867,0.064,10,0000,P19920
1,0.10997,167.300505,141.99349,57.209584,141.9935024,57.2095542,09h27m58.44s,57d12m34.40s,60244.27663735,13.985,0.048,13.362,0.085,10,0000,P19920
1,0.110177,178.986068,141.99349,57.209584,141.993491,57.2095534,09h27m58.44s,57d12m34.39s,58211.16741814,13.618,0.04,12.979,0.066,10,0000,P19920
1,0.110826,141.224183,141.99349,57.209584,141.9935256,57.20956,09h27m58.45s,57d12m34.42s,58784.199239,13.604,0.043,12.741,0.053,10,0000,P19920
1,0.110827,-142.123951,141.99349,57.209584,141.9934551,57.2095597,09h27m58.43s,57d12m34.41s,58784.26519992,13.491,0.047,12.745,0.056,10,0000,P19920
1,0.112129,161.866259,141.99349,57.209584,141.9935079,57.2095544,09h27m58.44s,57d12m34.40s,60401.50706777,13.624,0.049,13.103,0.067,10,0000,P19920
1,0.112889,129.154721,141.99349,57.209584,141.9935349,57.2095642,09h27m58.45s,57d12m34.43s,58574.72227082,13.358,0.038,12.567,0.053,10,0000,P19920
1,0.113261,155.814903,141.99349,57.209584,141.9935138,57.2095553,09h27m58.44s,57d12m34.40s,58575.24562998,13.413,0.035,12.725,0.057,10,0000,P19920
1,0.113489,27.74609,141.99349,57.209584,141.9935171,57.2096119,09h27m58.44s,57d12m34.60s,56960.31017302,13.71,0.042,13.034,0.069,10,0000,P19920
