cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,clon,clat,mjd,w1mpro,w1sigmpro,w2mpro,w2sigmpro,qual_frame,cc_flags,name
1,0.012313,173.767158,128.97063,21.824735,128.9706304,21.8247316,08h35m52.95s,21d49m29.03s,56771.02336134,14.213,0.057,13.169,0.098,10,0000,P17373
1,0.016236,-67.856359,128.97063,21.824735,128.9706255,21.8247367,08h35m52.95s,21d49m29.05s,57852.28886038,14.253,0.06,13.199,0.093,10,0000,P17373
1,0.018636,-135.622446,128.97063,21.824735,128.9706261,21.8247313,08h35m52.95s,21d49m29.03s,57690.74711874,14.431,0.133,13.142,0.078,10,0000,P17373
1,0.019116,142.274301,128.97063,21.824735,128.9706335,21.8247308,08h35m52.95s,21d49m29.03s,59150.57670175,14.427,0.072,13.322,0.095,10,0000,P17373
1,0.033228,-175.384865,128.97063,21.824735,128.9706292,21.8247258,08h35m52.95s,21d49m29.01s,58419.34994475,14.396,0.067,13.282,0.146,10,0000,P17373
1,0.044875,66.351885,128.97063,21.824735,128.9706423,21.82474,08h35m52.95s,21d49m29.06s,57488.01167076,14.387,0.071,13.214,0.076,10,0000,P17373
1,0.046146,-82.829551,128.97063,21.824735,128.9706163,21.8247366,08h35m52.95s,21d49m29.05s,58055.47391137,14.32,0.068,13.291,0.096,10,0000,P17373
1,0.047655,12.968123,128.97063,21.824735,128.9706332,21.8247479,08h35m52.95s,21d49m29.09s,57851.69966561,14.406,0.073,13.415,0.096,10,0000,P17373
1,0.049945,100.381393,128.97063,21.824735,128.9706447,21.8247325,08h35m52.95s,21d49m29.04s,56961.96060318,14.234,0.06,13.061,0.072,10,0000,P17373
1,0.050162,104.973033,128.97063,21.824735,128.9706445,21.8247314,08h35m52.95s,21d49m29.03s,57324.01447839,14.203,0.057,13.14,0.071,10,0000,P17373
1,0.051103,-33.771,128.97063,21.824735,128.9706215,21.8247468,08h35m52.95s,21d49m29.09s,57323.75216179,14.24,0.06,13.184,0.081,10,0000,P17373
1,0.059279,145.682856,128.97063,21.824735,128.97064,21.8247214,08h35m52.95s,21d49m29.00s,57129.12922751,14.252,0.064,13.027,0.073,10,0000,P17373
1,0.061368,124.682518,128.97063,21.824735,128.9706451,21.8247253,08h35m52.95s,21d49m29.01s,58055.21210451,14.367,0.07,13.124,0.089,10,0000,P17373
1,0.062598,-93.296861,128.97063,21.824735,128.9706113,21.824734,08h35m52.95s,21d49m29.04s,57323.42426611,14.343,0.068,13.249,0.099,10,0000,P17373
1,0.063433,-62.265486,128.97063,21.824735,128.9706132,21.8247432,08h35m52.95s,21d49m29.08s,57690.81257072,14.276,0.067,13.483,0.139,10,0000,P17373
1,0.064582,119.010085,128.97063,21.824735,128.9706469,21.8247263,08h35m52.96s,21d49m29.01s,56962.28926248,14.347,0.067,13.126,0.086,10,0000,P17373
1,0.072946,67.053147,128.97063,21.824735,128.9706501,21.8247429,08h35m52.96s,21d49m29.07s,57488.7325337,14.374,0.065,13.129,0.08,10,0000,P17373
1,0.073872,26.897841,128.97063,21.824735,128.97064,21.8247533,08h35m52.95s,21d49m29.11s,58944.16302963,14.476,0.072,13.264,0.108,10,0000,P17373
