name,visit,mjd,w1,w1err,w2,n
CLAGN_0081,333.0,59998.919428975,13.469999999999999,0.015470615630226602,12.67,24
CLAGN_0081,334.0,60161.89299003,13.43,0.010869851208893808,12.617,23
CLAGN_0081,335.0,60363.29508048,13.459,0.012951798482915012,12.652000000000001,26
CLAGN_0155,315.0,56789.18520153,13.293,0.01711605382603854,12.849,13
CLAGN_0155,317.0,57064.037021525,13.244499999999999,0.013384753813056137,12.797999999999998,24
CLAGN_0155,319.0,57506.4887097,13.215,0.01725703014339601,12.693,23
CLAGN_0155,321.0,57786.810350385,13.2645,0.013388345391439462,12.799,20
CLAGN_0155,323.0,58227.45383041,13.244,0.01625783413711475,12.792,25
CLAGN_0155,325.0,58437.380494935,13.2415,0.01731021662733266,12.784500000000001,14
CLAGN_0155,326.0,58595.05802512,13.295,0.016400663649431543,12.848,11
CLAGN_0155,327.0,58801.60862689,13.248,0.011557663393817693,12.761,11
CLAGN_0155,328.0,58959.20252639,13.327,0.0174076184612439,12.842,13
CLAGN_0155,329.0,59168.594822269995,13.283,0.02166791832943641,12.842,10
CLAGN_0155,330.0,59323.60446602,13.223,0.015353317632824055,12.79,19
CLAGN_0155,331.0,59532.77664715,13.265,0.015452140200469259,12.754,11
CLAGN_0155,332.0,59690.45230117,13.306000000000001,0.02397710284137611,12.913,12
CLAGN_0155,333.0,59897.21580075,13.365,0.016164482763569684,12.901,17
CLAGN_0155,334.0,60054.74363741,13.201,0.014858778563613624,12.777,13
CLAGN_0155,335.0,60264.038539155,13.187,0.015004051777831238,12.652,12
CLAGN_0155,336.0,60421.80283442,13.252,0.012085169852622393,12.795,13
CLAGN_0172,316.0,56806.24182808,12.626,0.0091607228429193,12.165,25
CLAGN_0172,317.0,56996.19953836,12.778,0.009497675589603825,12.369,21
CLAGN_0172,318.0,57165.205810875,12.793,0.009610136424163926,12.418,30
CLAGN_0172,319.0,57360.432791325,12.787500000000001,0.01791083243975342,12.3795,42
CLAGN_0172,320.0,57526.8802378,12.807,0.008119383517270285,12.447,27
CLAGN_0172,321.0,57725.354083194994,12.912,0.009362651583079659,12.585,22
CLAGN_0172,322.0,57887.39544267,12.851,0.013368254372979749,12.5495,27
CLAGN_0172,323.0,58089.63412042,12.879,0.008549098510493909,12.533,25
CLAGN_0172,324.0,58247.95078787,12.976,0.01092242569130125,12.734,29
CLAGN_0172,325.0,58456.670354435,12.839500000000001,0.008999839473292259,12.506,22
CLAGN_0172,326.0,58612.21069179,12.975,0.00869341398499729,12.72,31
CLAGN_0172,327.0,58820.66367042,12.6385,0.009729494862507723,12.2745,22
CLAGN_0172,328.0,58979.09576678,12.738,0.008757567885251644,12.295,29
CLAGN_0172,329.0,59185.28813153,12.604,0.00792422095953315,12.176,31
CLAGN_0172,330.0,59343.324963295,12.817,0.007369105336941981,12.3895,26
CLAGN_0172,331.0,59551.9415817,12.783999999999999,0.010291289509477731,12.381499999999999,24
