idx,name,ra,dec,n_spec,n_sdss,n_desi,mjd_first,mjd_last,years_since_last_spec,baseline_yr,surveys,mjd_list,class_list,subclass_list,class_change_flag,broadline_change_flag,last_class,last_subclass,z_spec_median,r_nmgy_last_sdssv,mjd_last_sdssv
95,P22420,150.29253,29.19374,5,4,1,53436.0,59632.25414807,4.556887697401672,16.964419296564003,boss|eboss|main|sdss,53436|56279|58143|58441|59632,GALAXY|STAR|?|?|GALAXY,|G9Ib (221861)|||,True,False,GALAXY,,0.1216261,,
96,P15699,121.05498,30.854672,1,1,0,52319.0,52319.0,24.57948632319223,0.0,sdss,52319,QSO,BROADLINE,False,False,QSO,BROADLINE,0.1422787,,
97,J090315.11+010623.1,135.81295833333334,1.1064166666666668,8,8,0,51924.0,59313.0,5.430957917990315,20.229979466119097,BHM|sdss,51924|51929|59257|59257|59311|59312|59313|59313,?|?|GALAXY|GALAXY|?|?|GALAXY|GALAXY,||AGN|AGN|||AGN|AGN,False,False,GALAXY,AGN,0.12165814999999999,40.88148,59313.0
98,P20040,135.81294,1.106421,8,8,0,51924.0,59313.0,5.430957917990315,20.229979466119097,BHM|sdss,51924|51929|59257|59257|59311|59312|59313|59313,?|?|GALAXY|GALAXY|?|?|GALAXY|GALAXY,||AGN|AGN|||AGN|AGN,False,False,GALAXY,AGN,0.12165814999999999,40.88148,59313.0
99,P22740,150.73425,47.84103,2,2,0,52339.0,56338.0,13.576064009708317,10.948665297741274,boss|sdss,52339|56338,QSO|QSO,STARFORMING BROADLINE|STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.39066829999999997,,
100,P25356,163.12087,46.336582,2,1,1,56383.0,59691.14509035,4.395653084725426,9.057207639561947,boss|main,56383|59691,QSO|QSO,BROADLINE|,False,True,QSO,,0.4460873034030852,,
101,P18305,132.46036,7.3230347,6,6,0,55924.0,60014.0,3.511724516210712,11.197809719370294,BHM|boss,55924|59645|59646|59646|60014|60014,?|?|?|?|?|?,|||||,False,False,?,,,,
102,G2641525895965206528,155.16043,24.618985,1,1,0,53734.0,53734.0,20.70542745940031,0.0,sdss,53734,GALAXY,AGN,False,False,GALAXY,AGN,0.189391,,
103,P18893,137.82754,62.777774,1,1,0,54450.0,54450.0,18.745126295813723,0.0,sdss,54450,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1658314,,
104,G2193349557516003328,147.9053,34.270082,1,1,0,53388.0,53388.0,21.652723831748016,0.0,sdss,53388,GALAXY,AGN,False,False,GALAXY,AGN,0.1321891,,
105,G2728138282138363904,124.36007,10.202817,3,1,2,54149.0,59601.25576351,4.641756648969091,14.927462733771394,main|sdss,54149|59582|59601,GALAXY|GALAXY|GALAXY,AGN||,False,False,GALAXY,,0.04582473744290724,,
106,P17510,132.23308,58.698369,0,0,0,,,,,,,,,False,False,,,,,
107,P17445,128.84391,6.0246849,2,0,2,59532.43641216,59645.143289295,4.521599151953345,0.308574612279267,main,59532|59645,QSO|QSO,|,False,False,QSO,,0.4542376976674565,,
108,P21757,149.77133,62.878277,1,1,0,51943.0,51943.0,25.608918219153903,0.0,sdss,51943,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.2892594,,
109,P25057,164.77954,47.391954,1,1,0,52643.0,52643.0,23.69242266816143,0.0,sdss,52643,QSO,BROADLINE,False,False,QSO,BROADLINE,0.2116523,,
110,P15106,116.88595,37.289699,19,18,1,51873.0,59616.0,4.601389129489289,21.19917864476386,BHM|eboss|main|sdss,51873|57817|59147|59147|59163|59163|59195|59195|59220|59220|59249|59250|59250|59277|59278|59278|59550|59616|59616,?|?|QSO|QSO|QSO|QSO|QSO|QSO|QSO|QSO|?|QSO|QSO|?|QSO|QSO|QSO|?|?,||BROADLINE|BROADLINE|BROADLINE|BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE||STARBURST BROADLINE|STARBURST BROADLINE||STARBURST BROADLINE|STARBURST BROADLINE|||,False,True,?,,0.3960308446277711,27.03375,59278.0
111,P19455,142.33304,43.687934,1,0,1,59526.51532852,59526.51532852,4.846384807737065,0.0,main,59527,QSO,,False,False,QSO,,0.2418819295243246,,
112,P19923,137.11143,0.36039354,8,7,1,51924.0,59536.46748617,4.819137285081357,20.841800099028056,BHM|main|sdss,51924|51929|51955|59257|59257|59318|59318|59536,?|?|?|QSO|QSO|?|?|QSO,|||BROADLINE|BROADLINE|||,False,True,QSO,,0.1630521,69.7725,59257.0
113,J075934.95+322143.3,119.89562499999998,32.362027777777776,8,8,0,52583.0,59253.0,5.595228965218241,18.261464750171115,BHM|sdss,52583|59166|59167|59167|59232|59232|59253|59253,?|?|QSO|QSO|QSO|QSO|QSO|QSO,||BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.2688438,54.40965,59253.0
114,P14388,119.89561,32.362025,8,8,0,52583.0,59253.0,5.595228965218241,18.261464750171115,BHM|sdss,52583|59166|59167|59167|59232|59232|59253|59253,?|?|QSO|QSO|QSO|QSO|QSO|QSO,||BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.2688438,54.40965,59253.0
115,P15786,122.83573,14.212006,2,1,1,55572.0,59602.23052873,4.639087887244259,11.034169825407247,boss|main,55572|59602,QSO|QSO,BROADLINE|,False,True,QSO,,0.15372880574914244,,
116,P16912,130.29535,2.4978169,3,2,1,52224.0,59605.25507553,4.630807129407144,20.208775018562637,eboss|main|sdss,52224|58930|59605,QSO|?|QSO,BROADLINE||,False,True,QSO,,0.33356561374817506,,
117,P16757,127.85466,56.157012,2,1,1,53386.0,59600.25810377,4.644488092473545,17.013711440848734,main|sdss,53386|59600,QSO|QSO,STARBURST BROADLINE|,False,True,QSO,,0.2322578566740597,,
118,P21919,149.11256,54.070831,3,2,1,52282.0,59601.32944372,4.641554923548147,20.03923187876797,main|sdss,52282|54530|59601,QSO|QSO|QSO,STARBURST BROADLINE|STARBURST BROADLINE|,False,True,QSO,,0.207001,,
119,P20003,136.91465,59.314513,1,1,0,51907.0,51907.0,25.707480847490658,0.0,sdss,51907,QSO,BROADLINE,False,False,QSO,BROADLINE,0.1948017,,
120,J083716.47+035606.1,129.318625,3.935027777777778,5,4,1,52646.0,59630.17626387,4.562576634294211,19.121632481505824,BHM|main|sdss,52646|59285|59288|59288|59630,?|?|GALAXY|GALAXY|QSO,||AGN BROADLINE|AGN BROADLINE|,True,True,QSO,,0.06345395,96.1585,59288.0
121,P17881,129.61042,37.318528,2,1,1,52320.0,59521.46620024,4.860208567572792,19.716539904832306,main|sdss,52320|59521,QSO|QSO,BROADLINE|,False,True,QSO,,0.21104662475129746,,
122,P19363,135.1189,6.145144,1,0,1,59660.12892201,59660.12892201,4.480570725628917,0.0,main,59660,QSO,,False,False,QSO,,0.077567496028484,,
123,P22627,150.64873,40.104148,1,1,0,53033.0,53033.0,22.624660861179912,0.0,sdss,53033,QSO,BROADLINE,False,False,QSO,BROADLINE,0.08993892,,
124,P21253,142.52214,17.657105,2,2,0,53728.0,53758.0,20.63971904050914,0.08213552361396304,sdss,53728|53758,QSO|QSO,STARBURST BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.2164791,,
125,P16524,123.74764,57.204866,2,1,1,53386.0,59524.87374186,4.850879227066292,16.80732030625599,main|sdss,53386|59525,QSO|GALAXY,STARBURST BROADLINE|,True,True,GALAXY,,0.22664801461682554,,
126,P19251,137.04307,50.15643,1,1,0,52247.0,52247.0,24.776611579865744,0.0,sdss,52247,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.09810995,,
127,P17694,131.64678,46.844218,2,1,1,52235.0,59510.51412823,4.890193706546091,19.919272082765236,main|sdss,52235|59511,QSO|QSO,BROADLINE|,False,True,QSO,,0.1472315941075115,,
128,P22832,152.2289,37.658328,1,1,0,52993.0,52993.0,22.734174892665195,0.0,sdss,52993,QSO,BROADLINE,False,False,QSO,BROADLINE,0.05348795,,
129,P19406,136.08913,17.159256,1,1,0,53828.0,53828.0,20.448069485409892,0.0,sdss,53828,QSO,BROADLINE,False,False,QSO,BROADLINE,0.07330082,,
130,P15296,120.58624,13.855245,1,1,0,53682.0,53682.0,20.84779570033118,0.0,sdss,53682,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1123611,,
131,P18204,130.58594,13.26346,2,1,1,53801.0,59509.51268362,4.892935512459857,15.6290559442026,main|sdss,53801|59510,QSO|QSO,STARBURST BROADLINE|,False,True,QSO,,0.18499328378590396,,
132,P21105,145.44689,10.647997,1,1,0,52757.0,52757.0,23.38030767842837,0.0,sdss,52757,QSO,BROADLINE,False,False,QSO,BROADLINE,0.1174213,,
133,P25893,162.35785,57.905997,2,1,1,52427.0,59656.7482155,4.489826595608376,19.79397184257359,main|sdss,52427|59657,QSO|QSO,BROADLINE|,False,True,QSO,,0.07171199041723943,,
134,P22560,155.99656,46.454804,2,1,1,52615.0,59629.28689016,4.565011606806191,19.204070883394937,main|sdss,52615|59629,QSO|QSO,BROADLINE|,False,True,QSO,,0.22209948509833025,,
135,P24941,158.63552,44.82018,1,1,0,52992.0,52992.0,22.736912743452326,0.0,sdss,52992,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1848132,,
136,P23052,156.38035,51.676354,3,3,0,52707.0,60037.0,3.448753948106674,20.0684462696783,OPEN_FIBER|sdss,52707|60037|60037,?|?|?,||,False,False,?,,,,
137,P23472,157.34588,65.050014,1,1,0,51930.0,51930.0,25.64451027938662,0.0,sdss,51930,QSO,AGN BROADLINE,False,False,QSO,AGN BROADLINE,0.2016234,,
138,P21833,148.42351,29.530421,2,2,0,53436.0,58143.0,8.634243338934875,12.8870636550308,eboss|sdss,53436|58143,QSO|?,BROADLINE|,False,False,?,,0.2507176,,
139,P4693,257.18992,59.954512,3,3,0,51703.0,59806.0,4.081197479934189,22.184804928131417,OPEN_FIBER|sdss,51703|59806|59806,?|?|?,||,False,False,?,,,,
140,P4360,260.26027,53.74644,1,1,0,51821.0,51821.0,25.942936015184017,0.0,sdss,51821,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1917834,,
141,P4994,312.63455,-7.0253405,2,1,1,52145.0,59383.4175515,5.238165169188118,19.8177071909651,main|sdss,52145|59383,QSO|QSO,BROADLINE|,False,True,QSO,,0.1686584740639001,,
142,P4971,312.7116,0.19991888,2,1,1,52466.0,59489.09948427,4.948823806368133,19.22819845111568,main|sdss,52466|59489,QSO|QSO,BROADLINE|,False,True,QSO,,0.3093490213924161,,
143,P5225,320.56852,-1.833284,2,1,1,58039.0,59381.43691806,5.243587848010858,3.675391972785755,eboss|main,58039|59381,?|QSO,|,False,False,QSO,,0.1365791462073156,,
144,P5206,316.59581,10.935162,2,1,1,52520.0,59508.0893227,4.896832462275057,19.132345852703622,main|sdss,52520|59508,QSO|QSO,STARBURST BROADLINE|,False,True,QSO,,0.09502941872319551,,
145,P5408,327.07266,0.072184598,5,5,0,52968.0,58021.0,8.96826113496499,13.834360027378509,boss|eboss|sdss,52968|53227|55478|57665|58021,QSO|QSO|QSO|?|?,STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE||,False,False,?,,0.2829415,,
146,P5279,322.74905,0.74390806,2,1,1,52520.0,59486.15374859,4.956888791118318,19.072289523860363,main|sdss,52520|59486,QSO|QSO,STARBURST BROADLINE|,False,True,QSO,,0.13033745367409616,,
