idx,name,ra,dec,n_spec,n_sdss,n_desi,mjd_first,mjd_last,years_since_last_spec,baseline_yr,surveys,mjd_list,class_list,subclass_list,class_change_flag,broadline_change_flag,last_class,last_subclass,z_spec_median,r_nmgy_last_sdssv,mjd_last_sdssv
85,P15441,125.18904,24.531361,3,2,1,52962.0,59547.38166495,4.789255892117624,18.029792374948666,eboss|main|sdss,52962|58433|59547,QSO|?|QSO,BROADLINE||,False,True,QSO,,0.6523860836625452,,
86,P21743,149.88197,50.746961,4,4,0,52708.0,60041.0,3.4378025449581453,20.076659822039698,OPEN_FIBER|boss|sdss,52708|56660|60041|60041,?|?|?|?,|||,False,False,?,,,,
87,P18130,130.51555,40.308699,3,3,0,52296.0,60013.0,3.514462366997844,21.127994524298426,BHM|sdss,52296|60013|60013,?|?|?,||,False,False,?,,,,
88,P18492,133.18724,62.981181,1,1,0,54464.0,54464.0,18.706796384793876,0.0,sdss,54464,QSO,BROADLINE,False,False,QSO,BROADLINE,0.1130216,,
89,P18872,137.47757,56.709791,1,1,0,51908.0,51908.0,25.704742996703526,0.0,sdss,51908,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1112474,,
90,P17336,128.81105,15.169383,0,0,0,,,,,,,,,False,False,,,,,
91,P23046,150.15186,51.281369,2,2,0,52385.0,52400.0,24.35772040943453,0.04106776180698152,sdss,52385|52400,QSO|QSO,STARBURST BROADLINE|STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.11672284999999999,,
92,P15681,120.91882,16.123897,5,5,0,53713.0,59879.0,3.8813343724735456,16.88158795345654,BHM|sdss,53713|59874|59878|59879|59879,?|?|?|?|?,||||,False,False,?,,,,
93,P20272,136.33666,10.364084,1,1,0,53051.0,53051.0,22.575379547011533,0.0,sdss,53051,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1790164,,
94,P17151,133.49606,21.46761,1,1,0,53680.0,53680.0,20.85327140190544,0.0,sdss,53680,QSO,STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.08415925,,
