Name,Class,z,ra,dec,is_clagn,umap_x,umap_y,fvar_w1,mean_w1_mjy,projected,clagn_score,in_region_zeltyn,in_region_clagn
J112825.59+565646.1,CL-AGN,0.615026,172.10662499999998,56.94613888888889,True,3.087648,-0.38026404,,0.09323817507572488,True,0.0,False,False
J112951.94+233237.3,EVQ,0.514746,172.46641666666665,23.543694444444448,False,16.022463,-0.7121037,0.19918008247091445,0.3071996475449349,True,0.08,False,False
J113025.21+304033.7,CL-AGN,0.842421,172.60504166666666,30.67602777777778,True,10.531667,4.376667,0.1509209083884873,0.352868457674352,True,0.38,False,True
J113118.43+581841.8,CL-AGN,0.311977,172.82679166666665,58.311611111111105,True,9.209209,0.81578535,0.04045565153451248,0.33719257676577447,True,0.06,False,False
J113200.64+292603.9,EVQ,0.578446,173.00266666666664,29.434416666666667,False,14.800619,-2.0620914,0.16144176791434522,0.44094314394053935,True,0.18,False,True
J113311.19+591357.9,EVQ,2.79157,173.296625,59.23275,False,3.5468614,-0.21456589,,0.03558061571860496,True,0.0,True,False
J113333.82+592152.5,CL-AGN,0.486347,173.39091666666664,59.364583333333336,True,10.723166,-0.8346241,0.10067132457890592,0.1725892379801646,True,0.08,False,False
J113457.21+292502.4,CL-AGN,0.392179,173.73837499999996,29.417333333333335,True,11.221392,-1.0789654,0.06668279428728864,0.4475219825190123,True,0.04,False,False
J115705.84+560749.5,EVQ,0.653877,179.2743333333333,56.13041666666667,False,10.354403,1.637649,0.08525574171785893,0.401886983189773,True,0.06,False,False
J121345.97+484419.4,EVQ,0.494173,183.44154166666664,48.73872222222222,False,15.920707,3.983371,0.5179521958765053,0.31836410041353624,True,0.24,False,True
J121618.00+515946.1,CL-AGN,0.623324,184.075,51.99613888888889,True,12.324415,1.2419307,0.10981059608567524,0.34911856383417667,True,0.14,False,False
J122013.56+520206.3,EVQ,0.27803,185.0565,52.03508333333333,False,11.888208,5.5870986,0.49028898631752776,0.5099371900203555,True,0.52,False,True
J122334.95+281544.0,EVQ,2.274074,185.895625,28.26222222222222,False,,,,,False,,False,False
J132457.29+480241.3,CL-AGN,0.271847,201.2387083333333,48.044805555555556,True,14.432336,1.9219167,0.11591963869919601,0.9060152728343063,True,0.16,False,False
J133244.09+141943.5,EVQ,0.59958,203.1837083333333,14.32875,False,11.423174,3.3416493,0.17967115671148665,0.3952150167328935,True,0.38,False,True
J135157.54+533839.6,EVQ,1.519408,207.98974999999996,53.644333333333336,False,12.450901,-3.4577878,0.08844972740835048,0.0840440578341928,True,0.06,False,False
J135415.55+515925.9,CL-AGN,0.319749,208.56479166666665,51.99052777777778,True,12.500672,3.0783098,0.19933068068422002,0.1270766082846195,True,0.28,False,True
J135544.26+531805.2,EVQ,1.572692,208.93441666666664,53.30144444444444,False,9.006827,2.389627,0.0916866638222853,0.26608568333491567,True,0.16,True,False
J135704.22+553414.8,EVQ,0.491954,209.26758333333328,55.57077777777778,False,13.060647,2.1730857,0.15279163384485156,0.19258590951429477,True,0.18,False,False
J135726.62+553736.0,CL-AGN,2.363621,209.3609166666666,55.626666666666665,True,8.124115,2.0881727,0.048303756829925895,0.14092654634621643,True,0.1,True,False
J135750.26+614309.0,CL-AGN,0.737404,209.45941666666664,61.719166666666666,True,9.590495,2.2471395,0.09816672984160371,0.22423854106211877,True,0.1,True,False
J135925.58+612603.8,EVQ,0.502968,209.8565833333333,61.43438888888888,False,14.403181,6.6589746,0.5114746657404813,0.19959653474910843,True,0.1,False,False
J140037.13+622132.9,CL-AGN,0.075293,210.15470833333333,62.35913888888889,True,19.024578,3.3113813,0.27714719057372134,1.521733060330981,True,0.06,False,False
J140104.00+633733.2,EVQ,1.698609,210.26666666666665,63.62588888888889,False,2.6774511,-3.5581646,,0.051460666816204995,True,0.0,False,False
J140219.42+554556.4,CL-AGN,0.76352,210.58091666666664,55.76566666666667,True,8.427039,2.3740876,0.068947793454308,0.10058267379396055,True,0.12,True,False
J140515.59+542458.0,CL-AGN,0.083262,211.3149583333333,54.41611111111111,True,15.718041,6.3314505,0.36624494626533993,0.5967959773564351,True,0.14,False,False
J140836.66+620103.9,EVQ,2.618734,212.15274999999997,62.01775,False,,,,,False,,False,False
J141144.12+531508.6,CL-AGN RM,0.923187,212.9338333333333,53.25238888888889,True,9.585032,3.7931774,0.10871233032218985,0.19287201136091742,True,0.24,True,False
J141634.37+515849.3,CL-AGN RM,0.989376,214.14320833333332,51.980361111111115,True,10.7749195,4.4769316,0.2143884964045141,0.2460125529792756,True,0.42,False,True
J142310.50+045455.1,EVQ,0.607454,215.79374999999996,4.915305555555556,False,13.647741,0.915221,0.12792198122746135,0.2012776231485957,True,0.18,False,False
J142613.05+321212.3,CL-AGN,0.523328,216.55437499999996,32.20341666666667,True,18.329334,4.737751,0.2376501953747532,0.17526321718924268,True,0.04,False,False
J142651.49+351924.5,EVQ,1.754633,216.71454166666663,35.32347222222223,False,9.941766,3.8913858,0.16564973569139074,0.14976420182074188,True,0.32,False,True
J142813.06+045247.6,CL-AGN,0.445953,217.05441666666664,4.879888888888889,True,12.538856,3.5225458,0.1945594785957057,0.39801190339900044,True,0.3,False,True
J142835.15+305639.6,CL-AGN,0.673064,217.1464583333333,30.944333333333333,True,9.875438,2.7360878,0.16231141998799398,0.08515998865196335,True,0.14,True,False
J143421.57+044137.2,EVQ,0.906706,218.58987499999998,4.693666666666667,False,14.497211,-1.3488616,0.15654561764991992,0.23823550220102022,True,0.2,False,True
J143438.23+034121.9,CL-AGN,0.331644,218.65929166666663,3.689416666666667,True,8.20766,2.1372218,0.061179989246699124,0.10216387343593689,True,0.1,True,False
J143732.94+355947.1,CL-AGN,0.370782,219.38725,35.99641666666667,True,11.973552,2.7339027,0.14114747148102402,0.7047670592858852,True,0.22,False,False
J144024.60+345624.2,CL-AGN,0.752449,220.10249999999996,34.94005555555555,True,11.605743,1.8701285,0.13328517150072014,0.12618934999445147,True,0.06,False,False
J144133.10+051633.5,EVQ,0.782236,220.38791666666665,5.275972222222222,False,9.741199,4.003328,0.1394605696103689,0.09442380038154435,True,0.32,True,False
J144731.89+342921.1,CL-AGN,0.387996,221.88287499999996,34.48919444444444,True,19.880661,5.4274273,0.2630454282053773,0.3601797854602054,True,0.18,False,False
J153144.80+395542.2,EVQ,0.752683,232.93666666666664,39.92838888888889,False,9.673375,3.3923523,0.1265187935577595,0.5144231074305845,True,0.18,True,False
J155829.36+271714.2,EVQ,0.090296,239.6223333333333,27.287277777777778,False,17.558481,2.0894282,0.46848991974326387,1.5436444421889006,True,0.22,False,False
J160451.30+553223.5,EVQ,0.312626,241.21374999999998,55.53986111111111,False,20.112722,0.9335213,0.20965274779296872,0.49410305792722264,True,0.0,False,False
J160541.37+335021.4,EVQ,0.831624,241.42237499999996,33.83927777777778,False,8.820967,1.7827672,0.06882501692570181,0.1609915957054615,True,0.1,True,False
J160730.23+560305.6,CL-AGN,0.717069,241.8759583333333,56.05155555555555,True,8.916895,-3.9543526,0.026090118770129758,0.16460842064726214,True,0.0,False,False
J160738.15+472349.1,CL-AGN,0.516701,241.90895833333332,47.396972222222225,True,12.982846,0.54415756,0.11862813238091738,0.30273618297210164,True,0.14,False,False
J161003.12+543627.9,CL-AGN,0.267623,242.513,54.60775,True,9.452834,1.9497361,0.06439038110080149,0.2593800544528039,True,0.1,True,False
J161734.42+490211.9,CL-AGN,0.880448,244.39341666666667,49.03663888888889,True,11.093293,1.184352,0.1226787595092657,0.13943192229584062,True,0.02,False,False
J161832.10+431129.6,EVQ,0.504385,244.63375,43.19155555555555,False,6.8872333,0.22394775,0.03879206081915463,0.2328527454099393,True,0.04,True,False
J162829.18+432948.6,CL-AGN,0.260285,247.1215833333333,43.496833333333335,True,12.9691305,3.4648182,0.2210523850561635,0.5373885096596214,True,0.24,False,True
