name,n_ztf_g,n_ztf_r,mjd_first_ztf,mjd_last_ztf,r_first,r_last,g_last,dr_last_minus_first,r_at_ref,dr_since_ref,slope_r_2yr,r_amp
J235720.13-005830.0,277,330,58274.4822801,60969.3170602,19.24524405,19.3701801,20.3248024,0.12493604999999874,19.2931156,0.07706449999999876,0.12054179127630098,0.4161937999999985
J235720.19+004012.8,211,395,58280.4460301,60969.3170602,19.779604,19.788157499999997,20.771862,0.008553499999997882,19.761878,0.02627949999999757,0.12946526266228855,0.5158435699999977
J013944.05-004251.5,9,39,58353.3856481,60254.3411921,20.19352915,20.0724354,21.2128601,-0.12109375,20.2451458,-0.1727103999999997,-0.3504643487523923,0.5968025399999988
J014128.85+003712.2,68,68,58335.4753009,60967.3020486,21.135413149999998,20.8108702,20.9653454,-0.3245429499999979,20.9226551,-0.11178489999999996,0.07625831822949898,0.9277912300000004
J080717.58+251758.7,221,1232,58206.1675231,60969.5179167,19.2465477,19.2783833,20.0065441,0.03183560000000085,19.3119011,-0.03351779999999849,0.16861519566255434,0.46285265999999936
J081116.71+320935.4,526,933,58206.1886343,60948.5140972,17.24290375,17.434021,18.12072465,0.19111725000000135,17.4082317,0.02578929999999957,0.08132218817806644,0.30285875999999945
J081429.24+265241.5,328,1191,58206.1675231,60969.5179167,18.550604800000002,18.6888638,19.39479445,0.1382589999999979,18.697320949999998,-0.008457149999998137,-0.027650178415672744,0.3981256500000008
J085512.13+032950.6,346,554,58206.2153588,60969.5220023,17.77912235,17.809696199999998,18.746516200000002,0.030573849999996128,17.8210907,-0.011394500000001528,-0.0023998268176099046,0.2755443950000007
J092702.31+043308.2,0,70,58481.476713,60959.5299653,18.7500458,18.524020200000002,,-0.22602559999999627,,,-0.045463952441405546,0.34239299500000087
J092814.62+005631.0,584,1176,58202.2555903,60968.5218287,18.62791635,18.00906845,18.0912628,-0.6188478999999987,18.2780123,-0.26894384999999943,-0.2742926672897847,0.6358794749999994
J112518.07+272452.8,452,536,58202.2896759,60843.2369213,19.748763099999998,19.8930321,20.0451536,0.1442690000000013,19.901557949999997,-0.008525849999998059,0.0654570308199261,0.512249924999999
J113118.43+581841.8,701,1424,58202.2801389,60968.491713,18.7334442,18.9132061,19.7130394,0.17976189999999903,18.9586277,-0.04542160000000095,0.03838461784071709,0.49244025999999863
J115705.84+560749.5,946,964,58198.3732523,60850.3011921,19.1299925,18.9499168,19.0214252,-0.18007569999999973,18.9297962,0.020120600000002042,0.07892329588886887,0.7332768500000029
J135157.54+533839.6,2020,1938,58198.3699769,60859.2818519,19.1271248,19.1627369,19.4528751,0.03561209999999804,18.95823765,0.2044992499999978,0.11654377846515532,0.5107008549999961
J140037.13+622132.9,1008,905,58198.3837269,60859.277037,16.8360062,16.7929192,17.7520447,-0.043086999999999875,16.7819977,0.010921499999998474,-0.10039469564443998,0.22357254000000282
J144024.60+345624.2,475,563,58198.3781134,60923.1982755,20.8575287,20.6020641,20.6999741,-0.2554645999999998,20.456749,0.14531510000000125,0.05426593856314291,1.0245578600000016
J163345.19+441150.1,2639,2870,58198.3927315,60969.1597685,20.4977665,20.328848800000003,20.3152161,-0.16891769999999795,20.20162585,0.12722295000000372,-0.24680700065554617,0.8570254649999995
J212928.91+000415.9,423,570,58247.4740278,60969.226713,18.6191902,18.809412950000002,19.7240391,0.19022275000000377,18.7782497,0.031163250000002307,0.05103820350118301,0.410257160000004
J000719.90+253128.6,518,941,58271.443206,60968.2981597,20.8235359,20.4156542,20.47695445,-0.4078817000000008,20.2039299,0.2117243000000002,0.20093846772562182,0.8386268999999977
J004616.68+000249.1,372,546,58283.4805787,60969.3014236,19.64836695,19.483757,19.90111065,-0.16460994999999912,19.42491055,0.05884645000000077,0.11764121697909312,0.6727528750000005
J014209.02-005050.0,444,439,58301.4421644,60969.3316551,17.7419453,17.7638245,18.6837368,0.021879199999997212,17.7437897,0.020034799999997688,0.05993102037809105,0.32445830999999714
J021122.60-021129.8,388,409,58312.443125,60969.3330671,19.03618145,19.0974264,20.02838135,0.061244949999998965,19.01721955,0.08020684999999972,0.013313215667820929,0.35909725999999864
J023958.89-000901.2,21,251,58323.4846644,60968.3143981,20.7820892,20.60874655,21.4182606,-0.17334265000000215,20.6382847,-0.029538150000000485,0.066966587133257,0.7516098500000012
