group,name,umap_x,umap_y,t_change,sign,step,s,year_change
SampleA other,8055,13.839512,1.4659532,57141.7917791275,-1.0,0.18499782050585428,0.32680952658257595,2015.3245497032922
SampleA other,499,20.728472,1.7118973,57107.9862105125,1.0,0.017355502528150654,-0.6985159229595499,2015.2319951006502
SampleA other,7742,21.99488,6.639264,56133.6519571675,-1.0,0.3594929960253107,-1.257997640819007,2012.5644132982
SampleA other,7730,19.669664,1.7267184,57297.1930452075,-1.0,0.11442620075906011,-0.5449258726433863,2015.7500151819506
SampleA other,5288,22.433811,3.5627832,57259.785848575004,1.0,0.06653836379342967,-1.088354032838797,2015.6475998592061
SampleA other,7599,15.830568,3.034028,58611.17815706,-1.0,0.11731557699416634,-0.08328764024212859,2019.347510354716
SampleA other,8282,7.103716,-3.6856651,56732.91831353,-1.0,0.05159712129410638,1.7025360245332162,2014.2051151636688
SampleA other,31,17.662466,6.9645486,58180.1153514275,-1.0,0.13263198009610813,-0.6496502416691456,2018.1673247130116
SampleA other,2110,18.92402,6.6006727,58509.987558969995,1.0,0.13523451355281416,-0.8063415151756893,2019.070465596085
SampleA other,0,2.3917546,-0.3823234,58148.126004137506,-1.0,0.007594762294376186,2.1400417103491898,2018.0797426533538
SampleA other,8092,13.205158,4.3977575,57005.97738903,-1.0,0.2575268474701274,0.19671569002624265,2014.95271016846
SampleA other,271,16.380558,8.327545,57956.3886356,-1.0,0.1630060281325263,-0.5659078770113595,2017.5547943479808
SampleA other,7631,19.76294,2.0776918,57874.2448010025,-1.0,0.1655264461771307,-0.5852260953240257,2017.32989678577
SampleA other,674,18.84101,8.301261,58572.3335010225,-1.0,0.09145788864153312,-0.9234394253096931,2019.2411594826078
SampleA other,500,17.274296,9.849428,58408.207770919995,-1.0,0.3419033601087496,-0.8121514269396153,2018.791807723258
SampleA other,641,16.671146,7.2862606,57248.256179117496,-1.0,0.21184462782362257,-0.529242365437233,2015.6160333446064
SampleA other,8276,1.1364425,0.17953548,58294.889005670004,1.0,0.0540707663328685,2.280776185000411,2018.4815578526216
SampleA other,904,14.280371,0.20575573,57856.2570071025,1.0,0.07846803097737595,0.3581521633604441,2017.2806488900821
SampleA other,703,19.230711,4.71569,56891.519920925,1.0,0.0646093386221299,-0.7079164477999537,2014.6393426993154
SampleA other,562,16.751743,8.773588,58704.3191011825,-1.0,0.21227754649706995,-0.6540413560079148,2019.602516361896
SampleA other,52,18.586498,8.306943,57575.784356087504,-1.0,0.053563698917997817,-0.886681118292261,2016.5127566217318
SampleA other,738,19.98863,1.9135665,58018.547032585,1.0,0.05542981684128875,-0.6057327469063095,2017.724974764093
SampleA other,170,18.15592,7.17709,57624.299123042496,1.0,0.041130143434458484,-0.7379062750881492,2016.645582814627
SampleA other,2497,12.504751,1.3394576,56736.5057047775,1.0,0.03866160105258781,0.5314613303978765,2014.2149369056194
SampleA other,45,19.445097,5.0271654,56982.28761009,-1.0,0.38726580470702543,-0.7629121885118724,2014.887851088542
SampleA other,432,15.557519,4.317505,58580.282347685,1.0,0.39791704895262564,-0.1409202039135067,2019.2629222386995
SampleA other,6136,22.751179,4.1329055,58689.469552020004,1.0,0.07972133585269155,-1.1780523826037403,2019.5618605120328
SampleA other,7464,20.298876,8.522771,56734.6415294375,-1.0,0.15816692877247793,-1.1532998508007064,2014.2098330716974
SampleA other,719,17.85562,2.4302318,57211.709355252504,-1.0,0.0679517266390388,-0.33331207932837176,2015.5159735941204
SampleA other,221,22.386646,2.3431098,57039.3361631,1.0,0.057590209362263764,-0.9887792387974624,2015.0440415143053
SampleA other,7608,7.3423815,-2.7317297,57694.557303135,-1.0,0.013412223252850625,1.5951719966686218,2016.8379392282957
SampleA other,435,10.912886,-0.15425344,58729.601602365,1.0,0.13214708630027153,0.8775765747510645,2019.671736077659
SampleA other,2841,20.369276,7.304559,58303.7053021375,-1.0,0.08562341624687186,-1.0710150704109294,2018.5056955568446
SampleA other,962,18.073318,6.180834,56897.735030615004,1.0,0.10604462681299918,-0.65013078976498,2014.6563587422725
SampleA other,8044,19.97693,4.625949,58483.3256312725,-1.0,0.22095746411540668,-0.8101368670997061,2018.9974692163519
SampleA other,7581,13.960544,1.621927,56142.840987135,1.0,0.21827771707047172,0.2972715174565348,2012.5895714911294
SampleA other,718,17.803873,-0.058670644,58704.417215055,1.0,0.0998521617796715,-0.13661912111539817,2019.602784983039
SampleA other,4512,8.077672,-0.6896663,57471.168462539994,1.0,0.03255840598580643,1.3325528132675457,2016.2263339152362
SampleA other,928,21.222065,4.9628444,56897.99814244,-1.0,0.07821710574905015,-1.017680508566463,2014.6570791031895
SampleA other,879,9.373317,-2.0284672,58591.8978544025,1.0,0.08757006519228033,1.2449645412303347,2019.294723762909
SampleA other,7204,17.730518,5.7805605,58571.2541844125,1.0,0.22644740652469775,-0.569623036063675,2019.2382044747776
SampleA other,316,17.098482,2.164323,58725.3496631,1.0,0.2202328181529035,-0.20247033797865696,2019.6600949023957
SampleA other,7877,8.718046,1.1711003,58727.4105812875,-1.0,0.09889563773481698,1.0975798542738795,2019.6657373888775
SampleA other,275,16.321022,8.767907,56996.64825487,-1.0,0.430157176806213,-0.5906713704991686,2014.9271683911568
SampleA other,78,16.515638,6.6141496,58556.01386578,1.0,0.33701780576079826,-0.4554453859157558,2019.1964787564134
SampleA other,1614,18.271338,5.126918,56729.971010647496,-1.0,0.11456207192957167,-0.5989790808761327,2014.197045888152
SampleA other,854,19.350187,4.517,57231.2799297125,-1.0,0.20971041691892636,-0.7102762115110451,2015.5695549068105
SampleA other,8281,14.726347,5.7262244,58515.937773925005,1.0,1.0090240459564757,-0.12651526740027982,2019.0867563967831
SampleA other,5446,12.656241,6.6931725,,,,0.10249671371093165,
SampleA other,589,19.581478,2.9394267,57993.130115435,1.0,0.22945963339354558,-0.6241934818336963,2017.6553870374676
SampleA other,8278,19.70011,6.0770316,58311.4270173675,1.0,0.033737271298254046,-0.8799547386367631,2018.5268364609651
SampleA other,760,20.778837,5.052126,57260.5565640325,-1.0,0.15878771788879123,-0.9596991629475263,2015.649709963128
SampleA other,8095,1.3302839,-1.1432056,57003.973634990005,-1.0,0.013140056488237439,2.3529664832852024,2014.9472241888843
SampleA other,466,13.849464,-1.7942986,58570.6029444975,1.0,0.08749390755759505,0.5731016205402205,2019.2364214770637
SampleA other,114,17.571316,5.410716,57483.7804128875,-1.0,0.14402105737727294,-0.518255488456005,2016.2608635534223
SampleA other,1191,3.5800202,-0.79800236,56869.94536046,-1.0,0.025749861364303205,1.9979960758484814,2014.5802747719645
SampleA other,181,12.423707,4.731268,58190.75017357,1.0,0.14617687871407356,0.2855602906875107,2018.1964412691855
SampleA other,7066,15.140543,1.5197084,56744.0073272225,1.0,0.19033634167156255,0.13261399286310033,2014.2354752285353
SampleA other,478,20.134186,5.5643406,57588.724238095,-1.0,0.16381653229368362,-0.9044239143552203,2016.5481840878713
SampleA other,7191,20.474918,8.92723,56755.528922440004,-1.0,0.31037007546340206,-1.2097584648560773,2014.2670196370705
SampleA other,64,13.095907,3.0425997,56138.0742798475,-1.0,0.24158476014585936,0.31565813298143425,2012.5765209578303
SampleA other,545,16.938448,5.7146297,57599.799377710006,-1.0,0.26674840113182297,-0.44887323719549377,2016.5785061675838
SampleA other,2167,20.864223,7.4749413,56876.868796894996,-1.0,0.13593933237202546,-1.1562855984925973,2014.5992301078577
SampleA other,993,18.679129,0.37210354,58508.482741805,1.0,0.21262651423285736,-0.297248739744117,2019.0663456312252
SampleA other,251,15.168721,1.8635231,58336.7197563075,-1.0,0.013003391648062202,0.10237008071075314,2018.5960842061806
SampleA other,374,19.152523,7.113768,58717.385817965005,-1.0,0.22850003362407312,-0.8787211580503405,2019.6382910827242
SampleA other,616,15.673731,4.2204084,58704.548054762505,1.0,1.1174044994278343,-0.15052309734316496,2019.6031432026352
SampleA other,935,19.449013,3.2102525,57077.269926835,-1.0,0.07505264129708034,-0.6254173197105327,2015.1478984992061
SampleA other,300,7.54692,-1.5978873,58580.8089181775,1.0,0.02639378901208554,1.4791235911445182,2019.2643639101368
SampleA other,7646,8.0395,-1.7867002,56135.401328064996,1.0,0.05808483574588439,1.4214941550856244,2012.5692028146887
SampleA other,7707,9.014353,-1.200211,57306.96553856,-1.0,0.05945653581427688,1.2344783409056828,2015.776770810568
SampleA other,414,21.030981,2.561747,57440.854501322494,1.0,0.01874678094676719,-0.8072994955883934,2016.1433388126557
SampleA other,7784,13.142603,6.44274,57351.420786747505,-1.0,0.5438426920987911,0.05045834025709668,2015.8984826468104
SampleA other,619,18.597303,7.2454247,57987.860043395005,-1.0,0.3075378501397023,-0.8075952754357345,2017.6409583665845
SampleA other,564,16.05789,-0.16343108,58394.4016015,-1.0,0.03500807413830224,0.12647006150422097,2018.7540084914442
SampleA other,7856,9.59394,-0.2043823,56902.9662209975,-1.0,0.1501886506269716,1.0741143384352052,2014.6706809609789
SampleA other,7333,10.215136,-1.5701954,56134.5105344225,1.0,0.091070107143946,1.087131298658169,2012.5667639546132
SampleA other,404,9.759152,-0.02776527,57252.1596028375,1.0,0.05394791568938177,1.0365519332245097,2015.6267203363107
SampleA other,787,12.665166,-0.6703656,56123.2179691525,1.0,0.10809413232673143,0.6607473210396346,2012.5358465959
SampleA other,7819,20.63949,1.5986139,56899.053126269995,-1.0,0.22795151366022653,-0.6769051996831997,2014.659967491499
SampleA other,7923,19.11599,1.5551594,56904.100769915,1.0,0.1570503565828389,-0.45098455605839594,2014.6737871866255
SampleA other,70,17.96501,4.3335624,57110.8262311425,-1.0,0.09835550055886692,-0.4939304469280406,2015.2397706533675
SampleA other,579,15.1419935,6.1388307,58104.221863735,-1.0,0.20680069681373292,-0.21860474595607085,2017.9595396679945
SampleA other,124,2.8332949,-1.936133,58718.61224216,-1.0,0.01044952965027782,2.193596359113248,2019.6416488491718
SampleA other,7843,17.340488,1.4667612,58709.029071407494,1.0,0.2803233518090796,-0.18482533091483175,2019.615411557584
SampleA other,769,18.989801,3.8501265,58331.2065915075,1.0,0.019103811425034277,-0.6069398212722866,2018.5809899835933
SampleA other,2455,15.2586,6.378016,58546.756333815,1.0,0.470186203043278,-0.2538193235006188,2019.1711330152361
SampleA other,7879,14.959153,-0.5153437,58726.887222755,1.0,0.3459949977103753,0.3137627312525969,2019.6643045113074
SampleA other,86,10.4097595,-0.81955624,57150.9653028075,1.0,0.15395464653223345,1.0016512916128493,2015.3496654423204
SampleA other,457,19.877863,7.7240057,58181.551169122504,1.0,0.21840798762896088,-1.0310820066754272,2018.171255767618
SampleA other,7861,15.018142,1.3226043,57081.23885316,-1.0,0.08880079700328919,0.16547753319016859,2015.158764827269
SampleA other,896,14.869556,6.098125,57052.8112949875,1.0,0.09982510993387582,-0.1757021112067389,2015.0809344147501
SampleA other,6865,9.917176,-3.177585,56757.239640122505,1.0,0.12720347900392465,1.2528155624419308,2014.271703326824
SampleA other,7455,10.02785,-1.6820585,58733.788267985,1.0,0.08084396177008195,1.1229985784181458,2019.6831985434223
SampleA other,246,19.843187,1.4859906,56763.1984508175,1.0,0.08100243200996934,-0.5519887018654468,2014.2880176613758
SampleA other,959,15.640252,8.505022,58183.812833075004,1.0,0.12914109145051483,-0.4712185362194942,2018.1774478660507
SampleA other,618,15.486529,2.1596174,58016.6991798425,-1.0,0.1502268476462797,0.03343080573783661,2017.7199156190075
SampleA other,409,17.047848,1.541294,56134.671139015,-1.0,0.10433657460943774,-0.14772761001050655,2012.5672036660233
SampleA other,2855,10.397272,-2.928458,57580.92755581,1.0,0.11729046163588819,1.1637313041215755,2016.5268379351403
SampleA other,7765,15.532888,1.2473407,56128.801300625,-1.0,0.08698895945729744,0.09598052901926545,2012.5511329243668
SampleA other,7576,12.188111,1.0708705,57325.3615273325,-1.0,0.22202473826819236,0.5981396633484867,2015.827136282909
SampleA other,8295,1.6878343,-1.6533754,58538.415125057494,-1.0,0.1366926717915572,2.3394878794666765,2019.1482960302737
SampleA other,7368,13.3415,1.2459838,58703.795771225006,-1.0,0.18997332642663142,0.4162960422916375,2019.60108356256
SampleA other,7935,7.5381346,0.6076412,56907.5035590775,-1.0,0.09945321917256932,1.3128093813223156,2014.6831035156126
SampleA other,5257,18.956812,6.733109,58525.722749420005,1.0,0.16905136615687436,-0.8211970091591062,2019.1135461996441
SampleA other,853,20.178003,1.1910363,58485.680426485,1.0,0.039850344461606235,-0.578499495841965,2019.0039162942778
SampleA other,306,17.977358,8.122416,57995.5865197975,-1.0,0.12362662512972386,-0.7836495005455699,2017.662112306085
SampleA other,2780,14.4009075,6.725179,57508.491223125,1.0,0.5492039558295269,-0.15487153123618383,2016.3285180646817
SampleA other,792,17.043163,5.727086,58263.6677839925,-1.0,0.15502787808634222,-0.4651210707413824,2018.3960788062766
SampleA other,8064,10.10385,2.6888857,58705.627530219994,-1.0,0.13725293997749233,0.7797454725609178,2019.6060986453663
SampleA other,6743,18.083582,8.022229,56753.158782427505,-1.0,0.036495212286616896,-0.7915580771923408,2014.2605305473717
SampleA other,8083,3.2864094,-3.1699133,56736.5057047775,1.0,0.01464371907983349,2.2211407453295764,2014.2149369056194
SampleA other,5628,20.873257,0.69323945,58208.25730086,-1.0,0.023143909135548972,-0.6422646153757197,2018.2443731714168
SampleA other,7862,15.335395,-0.038788423,58728.6859653325,1.0,0.20295418663301598,0.22257168191184504,2019.669229200089
SampleA other,518,19.755392,3.8067822,57470.70969514,1.0,0.2526093334442242,-0.7155166192739553,2016.225077878549
SampleA other,7199,12.426617,-1.9119632,56941.038481915,1.0,0.16965634178609917,0.7899537564426682,2014.7749171304997
SampleA other,7670,10.972587,-0.8555354,58050.08571728,1.0,0.0537350365302948,0.9221432478207515,2017.8113229768105
SampleA other,147,16.828356,3.8876944,56896.88011539,1.0,0.04775041502591232,-0.2939575647968916,2014.6540181119508
SampleA other,3017,13.241954,2.1950016,56877.3456778525,-1.0,0.2027110615446267,0.35872621452755876,2014.6005357367626
SampleA other,8054,2.7778742,-3.2617548,56772.3493612825,1.0,0.021413582340778566,2.3024285132719844,2014.3130714887952
SampleA other,192,18.826784,3.145429,58219.9722057075,-1.0,0.046479056942870946,-0.5295693575076449,2018.2764468328746
SampleA other,463,12.974764,2.8245685,57040.781545260004,-1.0,0.06003095492847557,0.34992809934770386,2015.0479987549897
SampleA other,449,20.351591,2.352687,56881.2922946475,1.0,0.06079154702251977,-0.6921384692475047,2014.6113409846612
SampleA other,7677,7.4632483,0.65717584,58575.86626974,-1.0,0.0932100350320297,1.3199878655422153,2019.2508316762219
SampleA other,728,22.358656,3.9596624,56895.400322342495,-1.0,0.0043089116104123104,-1.1075309746713249,2014.6499666593909
SampleA other,698,19.054274,7.9280615,58369.33986586,-1.0,0.08046634558583,-0.9262428171406921,2018.6853931987953
SampleA other,7697,10.74622,0.99251395,57489.547842714994,-1.0,0.1945974879193873,0.8147875514932864,2016.2766539157153
SampleA other,7924,15.507005,-1.5669079,56907.0103475925,1.0,0.2987129560968176,0.3136171915519325,2014.68175317616
SampleA other,3770,20.567648,5.0966125,58428.8844666775,1.0,0.03763303760821315,-0.9322200981837752,2018.848417431013
SampleA other,140,13.746322,7.320561,57844.5357512525,1.0,0.18093559607967052,-0.10446450776189978,2017.248557840527
SampleA other,7725,8.591292,2.1056275,58691.759506025,-1.0,0.11037479860890186,1.0450868834501472,2019.568130064408
SampleA other,699,19.43397,4.832905,57587.168640135,1.0,0.07468882751888177,-0.746524442311901,2016.543925092772
SampleA other,6966,20.946093,5.4586716,57138.296097452505,-1.0,0.08980000768757687,-1.0150325000587743,2015.3149790484667
SampleA other,7894,15.413502,0.32368943,57280.9926481275,-1.0,0.17273946813911456,0.18361377790255973,2015.7056609120534
SampleA other,931,17.915403,9.3257675,56744.830311885,-1.0,0.33450412908444355,-0.866039042116938,2014.2377284377412
SampleA other,7764,9.623634,1.0980093,56126.6216211825,-1.0,0.17185065738453437,0.9708067106779119,2012.5451652872896
SampleA other,522,16.800444,5.5494027,57318.12795378,-1.0,0.266148901396428,-0.41615207682316696,2015.8073318378645
SampleA other,7043,20.57272,2.5415492,58738.56343851,-1.0,0.11084541298057084,-0.7388021493347027,2019.6962722478029
SampleA other,259,8.792254,-2.644085,56744.76447818249,1.0,0.06227662696692939,1.3766520211381188,2014.237548194887
SampleA other,342,18.617771,6.4481874,57292.795960635,-1.0,0.08759982864198776,-0.7500041151634291,2015.7379766204929
SampleA other,8093,22.612947,2.3488681,57462.23801467501,1.0,0.020746218513201346,-1.0222846147229758,2016.2018836815196
SampleA other,74,3.5526989,-1.0239292,57441.9687730825,-1.0,0.030372738891219983,2.019156513934532,2016.1463895224708
SampleA other,7369,22.645794,4.2761736,57609.855597027505,-1.0,0.14409809844989224,-1.1735401330746975,2016.606038595558
SampleA other,355,6.364632,-3.6994684,58669.713323502496,1.0,0.028946174198207043,1.8115821797982532,2019.5077709062355
SampleA other,336,17.755936,0.2742328,58208.060977565,1.0,0.07012563685362615,-0.154911728100071,2018.243835667529
SampleA other,7325,11.102716,0.3570444,58223.4703428175,-1.0,0.20382480079339285,0.81098453929099,2018.2860242103147
SampleA other,1208,14.0316105,7.7678294,57409.81536544,1.0,0.010038873987414976,-0.1801396421702546,2016.0583582900479
SampleA other,872,19.709967,8.175592,57464.024155659994,-1.0,0.4143089567418527,-1.040864535099097,2016.2067738690212
SampleA other,7751,9.3269415,-3.1517386,58045.8633505825,1.0,0.20792211520949147,1.3370983897076096,2017.7997627668242
SampleA other,590,14.533839,1.9551002,57377.5541649675,1.0,0.15420934495323413,0.18818206758326228,2015.9700319369404
SampleA other,7748,13.515949,-0.6678351,56124.279014525004,1.0,0.21735404413392245,0.5362359811993562,2012.5387515798084
SampleA other,2868,20.91092,1.9227685,57033.56998052,-1.0,0.06497485501214252,-0.7411998779125587,2015.0282545667899
SampleA other,7827,13.123742,-3.3524127,56899.053126269995,1.0,0.216225474949532,0.7975473509153651,2014.659967491499
SampleA other,7886,11.249767,3.3266613,56914.606086835,-1.0,0.4558574479950116,0.5638360067945488,2014.702549176824
SampleA other,670,19.008608,6.2150955,57108.3966217725,1.0,0.19330345031802215,-0.7894017907285801,2015.2331187454415
SampleA other,7933,22.271873,3.9387653,58721.03257582,-1.0,0.2278050971189782,-1.093262004697047,2019.648275361588
SampleA other,8003,12.597671,-3.3515563,58707.622851895,1.0,0.17974020143293032,0.8743533971989326,2019.6115615383846
SampleA other,6147,8.243072,-0.2512595,58691.0068396425,1.0,0.07405914290548382,1.2750695502191942,2019.5660693761602
SampleA other,291,16.7644,8.4962225,58556.602836745,1.0,0.14437948643670007,-0.6348138507024286,2019.1980912710335
SampleA other,814,17.403482,2.4357123,58182.372958695,1.0,0.139423289969297,-0.26766073705967963,2018.173505704846
SampleA other,514,16.84401,9.561526,56741.048483984996,1.0,0.0279355150579355,-0.7273990505144002,2014.2273743572484
SampleA other,571,18.100815,3.1270883,58712.56162131,1.0,0.2703152548377953,-0.4220948099519328,2019.625083152115
SampleA other,39,20.594923,4.974084,58358.96866093,1.0,0.3046752916749843,-0.92689467334553,2018.6569983872141
SampleA other,7706,14.510687,-1.2951405,58229.2132488575,1.0,0.14037058611886855,0.4385506777593579,2018.3017474301369
SampleA other,554,19.525991,3.9530666,58691.2685827575,-1.0,0.2544095960956841,-0.6931119761073142,2019.5667859897535
SampleA other,431,18.638472,3.4038272,57993.91575897,-1.0,0.18171819044077733,-0.5216882862816012,2017.657538012238
SampleA other,2,17.156565,2.8144774,58620.4212011925,1.0,0.34820372307331976,-0.2603627941890859,2019.3728164303695
SampleA other,8305,2.2186909,-2.282166,57849.9908229375,-1.0,0.029545976511572893,2.309699223345355,2017.2634930128336
SampleA other,4773,13.489564,1.9058667,56140.9210478975,-1.0,0.21906208235167254,0.3445160155900972,2012.5843149839768
SampleA other,406,4.5861645,-1.2104359,58302.831049705,-1.0,0.01839732087005938,1.8823159505934042,2018.5033019841342
SampleA other,7701,13.7891865,-0.8104031,56750.6076635875,-1.0,0.04929659112684584,0.5071434038846504,2014.2535459646474
SampleA other,366,17.769602,7.569563,57614.406701972504,1.0,0.13761484865298743,-0.7112802886757212,2016.6184988418138
SampleA other,7636,8.128104,-2.5748212,56141.8343161575,1.0,0.048538988902418374,1.4684363249692782,2012.5868153762012
SampleA other,1576,20.571888,4.939773,58360.833431175,1.0,0.07132319903703516,-0.920921437252609,2018.6621038498972
SampleA other,645,18.86465,9.558964,57788.0181972275,1.0,0.07753105327141446,-1.0224665401805182,2017.0938212107528
SampleA other,2576,17.568495,8.407803,58018.2687673,-1.0,0.08599590228091364,-0.7455917110915569,2017.7242129152635
SampleA other,5,15.945145,4.7021465,57254.819296584996,-1.0,0.08750102877484305,-0.22679019697687103,2015.6340021809308
SampleA other,956,4.990875,-1.2501775,57329.5553986,-1.0,0.046212705655377766,1.8261983601774874,2015.8386184766598
SampleA other,14,22.425074,4.801515,57159.2408502925,-1.0,0.12175707818495835,-1.1812084999907695,2015.3723226565162
SampleA other,1616,15.172497,7.882333,57278.5955986025,-1.0,0.06881475473267666,-0.35555063224721956,2015.6990981481247
SampleA other,224,2.5244634,-1.0042385,56785.255636595,1.0,0.007075596906494173,2.1679091752797484,2014.3484069448186
SampleA other,915,17.311293,4.505845,57244.2869565625,1.0,0.48254650979166025,-0.41149903693123324,2015.60516620551
SampleA other,50,22.90841,3.6176524,56792.495781017504,1.0,0.05083541417478624,-1.1618734155723136,2014.3682293799247
SampleA other,515,18.195482,8.226677,58692.380466425006,-1.0,0.39976554593207125,-0.8234452413299433,2019.569830161328
SampleA other,7792,13.131533,0.76126814,57791.374734145,-1.0,0.053288539902671656,0.4838105805295573,2017.1030109079945
SampleA other,459,10.942183,2.0783465,57233.559824492506,-1.0,0.24799355737563775,0.7036404898062352,2015.5757969185283
SampleA other,4191,19.778275,6.039729,57806.39106196,1.0,0.02752502380101707,-0.8885418285386283,2017.1441233729226
SampleA other,5128,14.660522,0.47556847,58325.98786311,-1.0,0.06661206346452181,0.28210027006049565,2018.5667018839424
SampleA other,7689,15.432036,4.1009054,56120.53536933,1.0,0.3811588886643623,-0.10612485048975644,2012.5285020378644
SampleA other,981,19.996141,4.375563,58357.905325119995,-1.0,0.11382798865657676,-0.7939172229331667,2018.6540871324298
SampleA other,6596,17.361355,0.69507945,58730.877354777505,1.0,0.696169672534517,-0.1292344382529485,2019.675228897406
SampleA other,154,6.747867,-3.6149194,58545.1534364925,1.0,0.03122845983903886,1.749157821781409,2019.16674452154
SampleA other,7717,16.021118,-0.7602167,57118.33941131,1.0,0.17768740922316364,0.17719299844478625,2015.260340619603
SampleA other,5092,22.735388,2.3497791,58686.231475745,-1.0,0.04051811513508176,-1.0402452997399687,2019.5529951423546
SampleA other,987,16.477028,1.633589,57486.144029515,1.0,0.14636496816096534,-0.07133111418626577,2016.2673347830664
SampleA other,205,17.943459,9.114265,57120.6114602175,-1.0,0.08986216132606616,-0.8540666112507049,2015.2665611504929
SampleA other,90,18.50473,3.446707,58748.244584800006,-1.0,0.2238114545635722,-0.5054039240322568,2019.7227777817934
SampleA other,544,22.569649,4.4973474,58602.397919205,-1.0,0.14889921743121529,-1.1792205717266855,2019.3234713735935
SampleA other,529,18.90053,1.2923734,56127.9186870825,1.0,0.21908893745499733,-0.39953178331150885,2012.5487164601848
SampleA other,723,13.17287,2.5022225,58581.7545007375,-1.0,0.09753718399191713,0.3454752874470217,2019.2669527740932
SampleA other,194,19.73897,8.225232,57764.837910070004,-1.0,0.24419882681709684,-1.0488746834985985,2017.0303570433127
SampleA other,6229,1.3052261,0.08825122,58050.6782089475,-1.0,0.11252854789090394,2.2630496872160446,2017.8129451305886
SampleA other,4385,16.300228,8.632612,58005.7650683675,-1.0,0.16453654604487086,-0.577351829023138,2017.6899796532991
SampleA other,123,17.291233,-0.18465704,57230.4271448875,1.0,0.11628355109868645,-0.05213687877324432,2015.5672201092061
SampleA other,338,16.418688,2.9447582,56883.29834834,1.0,0.14713401657081412,-0.1624419503951422,2014.6168332603422
SampleA other,8037,9.197071,-1.6959549,58344.4248815475,1.0,0.06492819868460459,1.245450565777345,2018.6171796893839
SampleA other,223,19.743505,5.730716,58724.172570209994,1.0,0.15726288954189965,-0.8599792517269395,2019.6568721977003
SampleA other,381,18.784544,1.5361017,57864.082098939994,1.0,0.20979976423849234,-0.40110444654377336,2017.3020728239287
SampleA other,4885,14.650456,1.6520088,57883.0713008975,-1.0,0.052434438266388515,0.19417352504486132,2017.3540624254551
SampleA other,6202,18.757093,6.1452565,57155.1987261225,1.0,0.09226056050925245,-0.7473425790161305,2015.3612559236756
SampleA other,7208,13.47367,-0.97848517,57481.257081075004,1.0,0.1672416684084787,0.566020197187882,2016.2539550474332
SampleA other,7884,15.841208,2.1094887,56894.91008965499,1.0,0.2813304229409661,-0.014586711904378357,2014.6486244754415
SampleA other,394,16.11453,8.373825,57172.879297127496,-1.0,0.11441614223804056,-0.5305518556422365,2015.4096626889186
SampleA other,196,15.049618,7.0499077,58622.9071912175,-1.0,0.37424419794206515,-0.2743392305973957,2019.3796227001164
SampleA other,5678,17.343332,4.5528283,58407.9461551075,1.0,0.20157066828292222,-0.41975093260387963,2018.7910914581998
SampleA other,721,14.760579,0.017576234,56958.29388813,1.0,0.11153721642461308,0.30228242993808146,2014.8221598579876
SampleA other,556,18.487463,6.716079,57608.543133227504,-1.0,0.17807949681422341,-0.7513201709046505,2016.60244526551
SampleA other,7740,7.4736567,0.5239781,58748.244584800006,-1.0,0.07430665975043632,1.3285886450348945,2019.7227777817934
SampleA other,411,9.533929,-2.2584202,56877.6087900825,1.0,0.10417032039750054,1.238969531006823,2014.6012560987886
SampleA other,1989,22.46084,6.1082764,57041.5042853725,-1.0,0.30141745226815925,-1.2857354479992613,2015.0499775095757
SampleA other,8080,20.823206,5.799547,58525.1174799125,1.0,0.05987631404184428,-1.022978969271225,2019.1118890620464
SampleA other,506,11.956434,-0.9031086,58574.6919551625,1.0,0.018749347752923574,0.7819955608575984,2019.2476165781313
SampleA other,215,21.291775,3.1539574,57435.627652735,-1.0,0.05880512998451182,-0.8904095504379387,2016.1290284811362
SampleA other,1119,13.624723,6.5932465,,,,-0.031427506171127065,
SampleA other,840,5.5544767,-3.8949294,56736.5385573025,1.0,0.01696895625566641,1.944817649750847,2014.2150268509308
SampleA other,7991,9.695574,-0.44266385,57432.3003990725,-1.0,0.10500377824482678,1.0773702622042571,2016.1199189570773
SampleA other,615,16.503653,5.5987277,56812.8017899075,1.0,0.23084562425760763,-0.37653225994502965,2014.4238242023478
SampleA other,7250,9.2653675,0.66153973,56120.53536933,-1.0,0.13187011579353022,1.056325014148404,2012.5285020378644
SampleA other,383,16.892252,3.6517062,57645.491544185,-1.0,0.20490504701355883,-0.2853615190812567,2016.7036045015332
SampleA other,138,16.505716,5.122575,58560.037650787504,1.0,0.20378626363933233,-0.3406509008285654,2019.2074952793635
SampleA other,7643,10.443481,0.5479825,58595.248051545,-1.0,0.1623657895173606,0.8928046263726815,2019.3038961027926
SampleA other,157,4.7499847,-1.6024574,56729.6581412625,-1.0,0.016557874464992274,1.8881677224650553,2014.19618929846
SampleA other,558,12.140438,0.28368318,56885.4032114475,1.0,0.07337443393539067,0.664924100320211,2014.622596061458
SampleA other,954,17.715014,7.4612083,57628.16437334749,-1.0,0.23470671762020268,-0.6950698547926298,2016.6561652932169
SampleA other,7791,22.152067,7.2026787,56883.5973569225,-1.0,0.39263319154152876,-1.323780136627668,2014.6176519012251
SampleA other,929,8.661025,1.7859068,58315.6479544375,-1.0,0.1668109830401547,1.0591928355863938,2018.5383927568446
SampleA other,7951,6.629755,-3.9705503,57795.6183872125,1.0,0.15804203051997212,1.7934410808193193,2017.1146293968857
SampleA other,6926,16.419065,3.4649024,58400.843220825,-1.0,0.09598213489408668,-0.20202276094219884,2018.7716446839836
