group,name,umap_x,umap_y,t_change,sign,step,s,year_change
SampleA other,511,9.362167,-0.30792853,57353.42903898,-1.0,0.051185981104159686,1.1158501980549365,2015.903980941766
SampleA other,7898,21.398697,5.1920233,58364.04010957,1.0,0.13523159993481018,-1.0609058124533284,2018.6708832568652
SampleA other,763,13.1190815,1.4251248,57860.3496253025,1.0,0.11132493316541396,0.43518361014547985,2017.2918538680424
SampleA other,82,15.647324,9.044474,,,,-0.5132448393046009,
SampleA other,7073,19.859587,0.9613828,58556.304811085,1.0,0.0853838740087327,-0.5145202098679569,2019.1972753212458
SampleA other,7575,18.28985,2.4332476,56790.188833725,-1.0,0.15940697312792598,-0.39699228242099466,2014.361913302464
SampleA other,7888,1.4943849,-1.16865,57069.120762905004,-1.0,0.12694584922889304,2.3309210550647292,2015.1255873043258
SampleA other,502,17.869125,4.178381,56932.40942428,1.0,0.15988132279631334,-0.4681272097582907,2014.7512920582615
SampleA other,7774,21.298246,8.991958,56747.3486414625,-1.0,0.23302877297896493,-1.3349843788184188,2014.2446232483574
SampleA other,569,16.516582,8.467815,58555.4580054425,1.0,0.16799635959145312,-0.5964432329295198,2019.194956893751
SampleA other,4704,16.015537,0.5732205,56130.4780552475,1.0,0.06987932879961546,0.07668070993617784,2012.5557236283298
SampleA other,158,16.454119,6.6265383,58567.005106745,-1.0,0.21041321034450663,-0.44739745554108307,2019.226571134141
SampleA other,659,16.409225,2.9526274,56744.537604275,1.0,0.0758214428766337,-0.1616571674919806,2014.2369270479808
SampleA other,8053,15.961848,0.30729294,57496.82212487,-1.0,0.08960343149723984,0.10473372999559231,2016.2965698148391
SampleA other,7667,10.2329,3.7806273,56747.3486414625,-1.0,0.21456966913582184,0.6779269173966062,2014.2446232483574
SampleA other,6447,17.531164,2.8906183,57306.965538795,1.0,0.17341143467951942,-0.32088630219210357,2015.7767708112115
SampleA other,7658,9.855965,1.6282911,57482.010827285005,-1.0,0.05974676084076805,0.8965617076276755,2016.2560186920875
SampleA other,7782,16.20792,8.59351,57999.3835141425,-1.0,0.3985467613216355,-0.56089213983044,2017.672507910041
SampleA other,736,11.806625,1.766398,58703.861193712495,-1.0,0.06563509891192705,0.6010304922512002,2019.6012626795687
SampleA other,503,7.4606094,-0.5866949,56774.492337602496,-1.0,0.08451047803311322,1.4148951221385095,2014.3189386381998
SampleA other,155,17.715155,5.092346,58687.2128361775,-1.0,0.08667619936414708,-0.5150807741886704,2019.555681960787
SampleA other,197,19.275606,3.3163257,57062.919378110004,1.0,0.06093545954891113,-0.6081390469347433,2015.1086088380835
SampleA other,870,18.80723,1.9762378,58747.001735465004,1.0,0.3607010681148487,-0.43786530723432365,2019.7193750457632
SampleA other,378,19.757664,8.406717,56115.729084707506,-1.0,0.22589762767847227,-1.0653973414067108,2012.5153431477277
SampleA other,7425,19.270626,3.2339442,58725.57895309,-1.0,0.1856662134976484,-0.6011511893652192,2019.6607226641752
SampleA other,850,22.654314,3.6857316,57879.9448011425,1.0,0.0348217843798297,-1.1299174547185997,2017.34550253564
SampleA other,1936,17.155418,9.123138,57937.38206813,1.0,0.012554024185650409,-0.7395898779821702,2017.5027572022725
SampleA other,614,17.612535,9.686734,57952.6700812475,-1.0,0.48768681858482416,-0.8492128514191154,2017.54461350102
