rank,night,stratum,tier,arm,name,ra,dec,z,r_now,r_mag,t_exp_min,exp_plan,yield_per_hour,prio_per_hour,priority_night,priority,score,trend,source_catalog,notes,years_since_last_spec,P_hb_dim,P_cont_dim,P_hb_bright,P_cont_bright,P_hb,lit_corner,dir,d_opt,dw1_neowise,dcolor,ampW1,LOGLEDD_RATIO,known_type,mjd_last_sdssv,why,why_night,hrs_sep23,minX_sep23,moonsep_sep23,rank04,origin,sched_start
0,sep23,D2,D2,galaxy,G1896117752045791232,244.14262,32.773667,0.0949252,17.77266,17.77266,8.0,2 x 4 min,2.492,2.492,0.54,0.54,0.54,brightening (IR),SDSS_GALAXY,turn-on arm: SDSS narrow-line AGN galaxy,,,,,,,,,0.0162697982821411,-0.2010000000000005,0.1499999999999985,,,,,"TURN-ON candidate (galaxy parent, AGN, z=0.095): W1 brightened 0.20 mag and W2 0.35 mag 2014-24 (13/23 sigma); optical change +0.02 mag; W1-W2 reddened by +0.15 (nucleus emerging); score 0.54 = literature success rate of this trigger set","TURN-ON candidate (galaxy parent, AGN, z=0.095): W1 brightened 0.20 mag and W2 0.35 mag 2014-24 (13/23 sigma); optical change +0.02 mag; W1-W2 reddened by +0.15 (nucleus emerging); score 0.54 = literature success rate of this trigger set; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492",1.8333333333333333,1.3,112.0,0,04,
0,sep23,D2,D2,galaxy,G1899480058955851776,254.36172,23.757818,0.05913711,18.05084,18.05084,8.0,2 x 4 min,2.492,2.492,0.54,0.54,0.54,brightening (IR),SDSS_GALAXY,turn-on arm: SDSS narrow-line AGN galaxy,,,,,,,,,-0.0571131055256044,-0.3894999999999999,0.6820000000000004,,,,,"TURN-ON candidate (galaxy parent, AGN, z=0.059): W1 brightened 0.39 mag and W2 1.07 mag 2014-24 (11/30 sigma); optical change -0.06 mag; W1-W2 reddened by +0.68 (nucleus emerging); score 0.54 = literature success rate of this trigger set","TURN-ON candidate (galaxy parent, AGN, z=0.059): W1 brightened 0.39 mag and W2 1.07 mag 2014-24 (11/30 sigma); optical change -0.06 mag; W1-W2 reddened by +0.68 (nucleus emerging); score 0.54 = literature success rate of this trigger set; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492",2.1666666666666665,1.21,105.0,0,04,
0,sep23,D2,D2,quasar,P2592,246.84427,22.24788,0.2769762,18.39555,18.39555,9.0,2 x 4 min,2.403,2.403,0.561,0.561,0.5607348399896275,brightening,DR16_QSO,DR16 quasar,22.050650239561943,0.0265050867424304,0.0055755989458627,0.5607348399896275,0.0604273902363911,0.1066666666666666,False,-0.02,-0.7855888867147662,0.0564999999999997,0.0249999999999985,0.66397244,,,,"P(broad Hbeta rose > 2x) = 0.56, P(continuum brightened) = 0.06; optical brighter by 0.79 mag since the 1658-53240-543 spectrum (ZTF vs synthetic); W1 amplitude 0.66 mag; manifold prior P_hb 0.11, direction neutral","P(broad Hbeta rose > 2x) = 0.56, P(continuum brightened) = 0.06; optical brighter by 0.79 mag since the 1658-53240-543 spectrum (ZTF vs synthetic); W1 amplitude 0.66 mag; manifold prior P_hb 0.11, direction neutral; sep23: x1.0 moon, 9 min + 5 overhead -> yield/h 2.403",1.5,1.33,112.0,0,04,
0,sep23,D1,D1,quasar,P2716,243.25681,37.287468,0.06949385,16.44051,16.44051,8.0,2 x 4 min,2.348,2.348,0.509,0.509,0.508772577502924,fading,DR16_QSO,DR16 quasar,23.353867214236825,0.508772577502924,0.1023689051414983,0.0020923078528764,0.0010753492518664,0.24,False,-0.0799999999999999,0.3993716664381832,0.375,0.0120000000000004,0.729866,,,,"P(broad Hbeta fell > 2x) = 0.51, P(continuum dimmed) = 0.10; optical fainter by 0.40 mag since the 1056-52764-444 spectrum (ZTF vs synthetic); W1 faded 0.38 mag 2014-24; W1 amplitude 0.73 mag; manifold prior P_hb 0.24, direction turn-off-like","P(broad Hbeta fell > 2x) = 0.51, P(continuum dimmed) = 0.10; optical fainter by 0.40 mag since the 1056-52764-444 spectrum (ZTF vs synthetic); W1 faded 0.38 mag 2014-24; W1 amplitude 0.73 mag; manifold prior P_hb 0.24, direction turn-off-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 2.348",1.8333333333333333,1.3,111.0,11,04,
0,sep23,D1,D1,quasar,P4745,255.15215,46.926006,0.2668625,18.12125,18.12125,8.0,2 x 4 min,2.177,2.177,0.472,0.472,0.4716854848824144,fading,DR16_QSO,DR16 quasar,14.2258726899384,0.4716854848824144,0.414621405165781,0.0061674666547743,0.0052526863572314,0.1533333333333333,False,0.02,0.2688925369245183,0.5709999999999997,0.0530000000000008,0.6244428,-1.9223308416393508,,,"P(broad Hbeta fell > 2x) = 0.47, P(continuum dimmed) = 0.41; optical fainter by 0.27 mag since the 6025-56098-621 spectrum (ZTF vs synthetic); W1 faded 0.57 mag 2014-24; W1 amplitude 0.62 mag; log Edd -1.92; manifold prior P_hb 0.15, direction neutral","P(broad Hbeta fell > 2x) = 0.47, P(continuum dimmed) = 0.41; optical fainter by 0.27 mag since the 6025-56098-621 spectrum (ZTF vs synthetic); W1 faded 0.57 mag 2014-24; W1 amplitude 0.62 mag; log Edd -1.92; manifold prior P_hb 0.15, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 2.177",3.0,1.17,100.0,14,04,
0,sep23,D2,D2,quasar,P4000,248.5397,26.872022,0.2724276,18.56552,18.56552,12.0,2 x 6 min,2.103,2.103,0.596,0.596,0.5958885212266751,brightening,DR16_QSO,DR16 quasar,23.189596167008897,0.0095287899770795,0.0007295730686628,0.5958885212266751,0.1385150410344817,0.0733333333333333,False,0.0,-0.8856641553201001,-0.1799999999999997,-0.0069999999999996,0.24201211,,,,"P(broad Hbeta rose > 2x) = 0.60, P(continuum brightened) = 0.14; optical brighter by 0.89 mag since the 1409-52824-532 spectrum (ZTF vs synthetic); W1 brightened 0.18 mag 2014-24; manifold prior P_hb 0.07, direction neutral","P(broad Hbeta rose > 2x) = 0.60, P(continuum brightened) = 0.14; optical brighter by 0.89 mag since the 1409-52824-532 spectrum (ZTF vs synthetic); W1 brightened 0.18 mag 2014-24; manifold prior P_hb 0.07, direction neutral; sep23: x1.0 moon, 12 min + 5 overhead -> yield/h 2.103",1.8333333333333333,1.27,109.0,0,04,
0,sep23,D2,D2,galaxy,G1502090984710760448,238.31644,44.13038,0.1967777,17.94234,17.94234,8.0,2 x 4 min,2.077,2.077,0.45,0.45,0.45,brightening (IR),SDSS_GALAXY,turn-on arm: SDSS narrow-line AGN galaxy,,,,,,,,,0.0715037621521998,-0.4375,0.0039999999999995,,,,,"TURN-ON candidate (galaxy parent, AGN, z=0.197): W1 brightened 0.44 mag and W2 0.44 mag 2014-24 (22/22 sigma); optical change +0.07 mag; score 0.45 = literature success rate of this trigger set","TURN-ON candidate (galaxy parent, AGN, z=0.197): W1 brightened 0.44 mag and W2 0.44 mag 2014-24 (22/22 sigma); optical change +0.07 mag; score 0.45 = literature success rate of this trigger set; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 2.077",1.6666666666666667,1.36,112.0,0,04,
0,sep23,D2,D2,galaxy,G1595565147437426688,239.67517,35.305605,0.08507822,17.44221,17.44221,8.0,2 x 4 min,2.077,2.077,0.45,0.45,0.45,brightening (IR),SDSS_GALAXY,turn-on arm: SDSS narrow-line AGN galaxy,,,,,,,,,-0.0586610822577666,-0.2509999999999994,0.0370000000000008,,,,,"TURN-ON candidate (galaxy parent, AGN, z=0.085): W1 brightened 0.25 mag and W2 0.29 mag 2014-24 (10/11 sigma); optical change -0.06 mag; score 0.45 = literature success rate of this trigger set","TURN-ON candidate (galaxy parent, AGN, z=0.085): W1 brightened 0.25 mag and W2 0.29 mag 2014-24 (10/11 sigma); optical change -0.06 mag; score 0.45 = literature success rate of this trigger set; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 2.077",1.5,1.36,115.0,0,04,
0,sep23,D1,D1,quasar,P3098,242.92481,49.979998,0.1163184,17.53131,17.53131,8.0,2 x 4 min,2.014,2.014,0.436,0.436,0.4363540240953727,flat/unknown,DR16_QSO,DR16 quasar,25.305954825462013,0.4363540240953727,0.017031709757361,0.0006091749932394,0.0178433321478777,0.0733333333333333,False,-0.06,0.192527202734519,,,0.24756068,,,,"P(broad Hbeta fell > 2x) = 0.44, P(continuum dimmed) = 0.02; optical fainter by 0.19 mag since the 623-52051-224 spectrum (ZTF vs synthetic); manifold prior P_hb 0.07, direction turn-off-like","P(broad Hbeta fell > 2x) = 0.44, P(continuum dimmed) = 0.02; optical fainter by 0.19 mag since the 623-52051-224 spectrum (ZTF vs synthetic); manifold prior P_hb 0.07, direction turn-off-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 2.014",2.1666666666666665,1.3,107.0,15,04,
0,sep23,D1,D1,quasar,P4178,252.86626,40.727977,0.1698493,18.3138,18.3138,8.0,2 x 4 min,1.986,1.986,0.43,0.43,0.4302487951835845,fading (IR),DR16_QSO,DR16 quasar,25.229295003422312,0.4302487951835845,0.0429758350260724,0.0125442878352829,0.007288276461047,0.16,False,-0.02,0.1491361860393958,0.2619999999999987,-0.0425000000000004,0.30866635,,,,"P(broad Hbeta fell > 2x) = 0.43, P(continuum dimmed) = 0.04; optical fainter by 0.15 mag since the 631-52079-241 spectrum (ZTF vs synthetic); W1 faded 0.26 mag 2014-24; manifold prior P_hb 0.16, direction neutral","P(broad Hbeta fell > 2x) = 0.43, P(continuum dimmed) = 0.04; optical fainter by 0.15 mag since the 631-52079-241 spectrum (ZTF vs synthetic); W1 faded 0.26 mag 2014-24; manifold prior P_hb 0.16, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.986",2.6666666666666665,1.18,103.0,16,04,
0,sep23,K,K,quasar,P2949,240.48972,49.03551,0.2464913,18.70362,18.70362,16.0,2 x 8 min,1.953,1.953,0.684,0.684,0.6835000000000022,fading,DR16_QSO,DR16 quasar,25.297741273100616,0.3804992595310597,0.3355411125401371,5.686946938457893e-05,0.0002496864584992,0.2066666666666666,True,-0.22,0.9156511207123206,0.1835000000000022,-0.0429999999999992,0.91881764,-1.564907307933602,turn-off,,"KNOWN changer (turn-off) with recent photometric motion; optical fainter by 0.92 mag since the 622-52054-331 spectrum (ZTF vs synthetic); W1 faded 0.18 mag 2014-24; W1 amplitude 0.92 mag; log Edd -1.56; manifold prior P_hb 0.21 (literature corner), direction turn-off-like","KNOWN changer (turn-off) with recent photometric motion; optical fainter by 0.92 mag since the 622-52054-331 spectrum (ZTF vs synthetic); W1 faded 0.18 mag 2014-24; W1 amplitude 0.92 mag; log Edd -1.56; manifold prior P_hb 0.21 (literature corner), direction turn-off-like; sep23: x1.0 moon, 16 min + 5 overhead -> yield/h 1.953",2.0,1.33,109.0,0,04,
0,sep23,D1,D1,quasar,P2987,247.34099,41.565427,0.1613034,18.44016,18.44016,10.0,2 x 5 min,1.896,1.896,0.474,0.474,0.4739248240623145,fading,DR16_QSO,DR16 quasar,24.407939767282684,0.4739248240623145,0.0353192817487539,0.0006573756534327,0.0026757969748347,0.2266666666666666,False,0.0399999999999999,0.54450938834532,0.0630000000000006,-0.0730000000000004,0.5271285,,,,"P(broad Hbeta fell > 2x) = 0.47, P(continuum dimmed) = 0.04; optical fainter by 0.54 mag since the 816-52379-498 spectrum (ZTF vs synthetic); W1 amplitude 0.53 mag; manifold prior P_hb 0.23, direction turn-on-like","P(broad Hbeta fell > 2x) = 0.47, P(continuum dimmed) = 0.04; optical fainter by 0.54 mag since the 816-52379-498 spectrum (ZTF vs synthetic); W1 amplitude 0.53 mag; manifold prior P_hb 0.23, direction turn-on-like; sep23: x1.0 moon, 10 min + 5 overhead -> yield/h 1.896",2.3333333333333335,1.24,107.0,17,04,
0,sep23,D1,D1,quasar,P3763,248.20136,48.762314,0.1273684,18.06255,18.06255,8.0,2 x 4 min,1.882,1.882,0.408,0.408,0.4077566068933859,fading (IR),DR16_QSO,DR16 quasar,25.048596851471594,0.4077566068933859,0.047656423747541,0.0070949001511307,0.0036133358347227,0.1733333333333333,False,-0.02,0.1361803210558125,0.3869999999999987,-0.148500000000002,0.47836316,,,,"P(broad Hbeta fell > 2x) = 0.41, P(continuum dimmed) = 0.05; optical fainter by 0.14 mag since the 625-52145-31 spectrum (ZTF vs synthetic); W1 faded 0.39 mag 2014-24; W1-W2 bluer by 0.15; W1 amplitude 0.48 mag; manifold prior P_hb 0.17, direction neutral","P(broad Hbeta fell > 2x) = 0.41, P(continuum dimmed) = 0.05; optical fainter by 0.14 mag since the 625-52145-31 spectrum (ZTF vs synthetic); W1 faded 0.39 mag 2014-24; W1-W2 bluer by 0.15; W1 amplitude 0.48 mag; manifold prior P_hb 0.17, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.882",2.5,1.24,104.0,18,04,
0,sep23,D1,D1,quasar,P2770,247.16285,45.351703,0.1494095,18.55538,18.55538,12.0,2 x 6 min,1.849,1.849,0.524,0.524,0.524013866154608,fading,DR16_QSO,DR16 quasar,25.28952772073922,0.524013866154608,0.0666011525446194,0.0016327174145642,0.002147172066777,0.18,False,0.02,0.3911293805448643,0.3429999999999982,-0.091000000000001,0.3935188,,,,"P(broad Hbeta fell > 2x) = 0.52, P(continuum dimmed) = 0.07; optical fainter by 0.39 mag since the 626-52057-439 spectrum (ZTF vs synthetic); W1 faded 0.34 mag 2014-24; W1-W2 bluer by 0.09; manifold prior P_hb 0.18, direction neutral","P(broad Hbeta fell > 2x) = 0.52, P(continuum dimmed) = 0.07; optical fainter by 0.39 mag since the 626-52057-439 spectrum (ZTF vs synthetic); W1 faded 0.34 mag 2014-24; W1-W2 bluer by 0.09; manifold prior P_hb 0.18, direction neutral; sep23: x1.0 moon, 12 min + 5 overhead -> yield/h 1.849",2.3333333333333335,1.24,106.0,0,04,
0,sep23,D1,D1,quasar,P4014,248.4095,37.22063,0.1150749,17.54621,17.54621,8.0,2 x 4 min,1.849,1.849,0.401,0.401,0.4005912990673292,fading,DR16_QSO,DR16 quasar,23.28268309377139,0.4005912990673292,0.0249768049618719,0.0015215680003375,0.0025184929844747,0.1133333333333333,False,0.02,0.352257342664906,0.2710000000000008,-0.0044999999999983,0.34681493,,,,"P(broad Hbeta fell > 2x) = 0.40, P(continuum dimmed) = 0.02; optical fainter by 0.35 mag since the 1173-52790-218 spectrum (ZTF vs synthetic); W1 faded 0.27 mag 2014-24; manifold prior P_hb 0.11, direction neutral","P(broad Hbeta fell > 2x) = 0.40, P(continuum dimmed) = 0.02; optical fainter by 0.35 mag since the 1173-52790-218 spectrum (ZTF vs synthetic); W1 faded 0.27 mag 2014-24; manifold prior P_hb 0.11, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.849",2.1666666666666665,1.23,107.0,0,04,
0,sep23,D1,D1,quasar,P1847,242.1342,31.775196,0.1312187,18.31879,18.31879,8.0,2 x 4 min,1.84,1.84,0.399,0.399,0.3987706002646133,fading,DR16_QSO,DR16 quasar,22.313483915126625,0.3987706002646133,0.0481319251361892,0.0077171846729288,0.0084502094530241,0.22,False,0.0,0.2165974395989316,-0.0489999999999994,-0.1225000000000005,0.81579626,,,,"P(broad Hbeta fell > 2x) = 0.40, P(continuum dimmed) = 0.05; optical fainter by 0.22 mag since the 1419-53144-253 spectrum (ZTF vs synthetic); W1-W2 bluer by 0.12; W1 amplitude 0.82 mag; manifold prior P_hb 0.22, direction neutral","P(broad Hbeta fell > 2x) = 0.40, P(continuum dimmed) = 0.05; optical fainter by 0.22 mag since the 1419-53144-253 spectrum (ZTF vs synthetic); W1-W2 bluer by 0.12; W1 amplitude 0.82 mag; manifold prior P_hb 0.22, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.84",1.6666666666666667,1.34,114.0,0,04,
0,sep23,D2,D2,quasar,P5572,325.65905,3.8115075,0.1300005,17.63974,17.63974,8.0,2 x 4 min,1.828,1.828,0.396,0.99,0.9900225907331544,brightening,DR16_QSO,DR16 quasar,7.9370294318959616,0.0013297809903026,0.0014218777166241,0.9900225907331544,0.5037664425027526,0.1933333333333333,True,0.1,-1.511424660324158,-0.1549999999999993,0.0594999999999998,0.34879678,-2.4034498745827833,,,"P(broad Hbeta rose > 2x) = 0.99, P(continuum brightened) = 0.50; optical brighter by 1.51 mag since the 11324-58395-602 spectrum (ZTF vs synthetic); W1 brightened 0.15 mag 2014-24; log Edd -2.40; manifold prior P_hb 0.19 (literature corner), direction turn-on-like","P(broad Hbeta rose > 2x) = 0.99, P(continuum brightened) = 0.50; optical brighter by 1.51 mag since the 11324-58395-602 spectrum (ZTF vs synthetic); W1 brightened 0.15 mag 2014-24; log Edd -2.40; manifold prior P_hb 0.19 (literature corner), direction turn-on-like; sep23: x0.4 moon, 8 min + 5 overhead -> yield/h 1.828",4.666666666666667,1.15,35.0,0,04,
0,sep23,D1,D1,quasar,P3819,252.15084,23.849715,0.1344889,17.63119,17.63119,8.0,2 x 4 min,1.802,1.802,0.39,0.39,0.3903958285594681,fading,DR16_QSO,DR16 quasar,22.338124572210816,0.3903958285594681,0.0244457977551188,0.001365336192467,0.0038111405439119,0.1866666666666666,False,0.08,0.447487852573067,-0.0714999999999985,-0.084500000000002,0.41053593,,,,"P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.02; optical fainter by 0.45 mag since the 1414-53135-553 spectrum (ZTF vs synthetic); W1-W2 bluer by 0.08; W1 amplitude 0.41 mag; manifold prior P_hb 0.19, direction turn-on-like","P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.02; optical fainter by 0.45 mag since the 1414-53135-553 spectrum (ZTF vs synthetic); W1-W2 bluer by 0.08; W1 amplitude 0.41 mag; manifold prior P_hb 0.19, direction turn-on-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.802",2.0,1.24,107.0,0,04,
0,sep23,D1,D1,quasar,P2316,241.26028,33.09584,0.05289855,16.55022,16.55022,8.0,2 x 4 min,1.777,1.777,0.385,0.385,0.3850294730993033,fading,DR16_QSO,DR16 quasar,22.31895961670089,0.3850294730993033,0.0212380671708453,0.00154969949432,0.0020610655878585,0.1066666666666666,False,0.0,0.3855013012476291,0.129999999999999,-0.0259999999999998,0.5549318,,,,"P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.02; optical fainter by 0.39 mag since the 1418-53142-53 spectrum (ZTF vs synthetic); W1 faded 0.13 mag 2014-24; W1 amplitude 0.55 mag; manifold prior P_hb 0.11, direction neutral","P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.02; optical fainter by 0.39 mag since the 1418-53142-53 spectrum (ZTF vs synthetic); W1 faded 0.13 mag 2014-24; W1 amplitude 0.55 mag; manifold prior P_hb 0.11, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.777",1.5,1.35,114.0,0,04,
0,sep23,D2,D2,galaxy,G7061879067566692352,32.894464,28.19235,0.06972159,17.20127,17.20127,8.0,2 x 4 min,1.745,1.745,0.378,0.54,0.54,brightening,SDSS_GALAXY,turn-on arm: SDSS narrow-line AGN galaxy,,,,,,,,,-0.2684155379841346,-0.2945000000000011,0.2699999999999996,,,,,"TURN-ON candidate (galaxy parent, AGN, z=0.070): W1 brightened 0.29 mag and W2 0.56 mag 2014-24 (16/30 sigma); optical change -0.27 mag; W1-W2 reddened by +0.27 (nucleus emerging); score 0.54 = literature success rate of this trigger set","TURN-ON candidate (galaxy parent, AGN, z=0.070): W1 brightened 0.29 mag and W2 0.56 mag 2014-24 (16/30 sigma); optical change -0.27 mag; W1-W2 reddened by +0.27 (nucleus emerging); score 0.54 = literature success rate of this trigger set; sep23: x0.7 moon, 8 min + 5 overhead -> yield/h 1.745",2.6666666666666665,1.14,42.0,0,04,
0,sep23,D2,D2,quasar,P3965,254.49175,29.269983,0.1459853,17.3881,17.3881,8.0,2 x 4 min,1.734,1.734,0.376,0.376,0.3756248707450688,brightening,DR16_QSO,DR16 quasar,15.252566735112936,0.0217435468368473,0.0008484737308501,0.3756248707450688,0.1642944408336793,0.06,False,0.06,-0.6408350953664517,-0.3884999999999987,0.1110000000000024,0.39122757,,,,"P(broad Hbeta rose > 2x) = 0.38, P(continuum brightened) = 0.16; optical brighter by 0.64 mag since the 5013-55723-636 spectrum (ZTF vs synthetic); W1 brightened 0.39 mag 2014-24; W1-W2 redder by 0.11; manifold prior P_hb 0.06, direction turn-on-like","P(broad Hbeta rose > 2x) = 0.38, P(continuum brightened) = 0.16; optical brighter by 0.64 mag since the 5013-55723-636 spectrum (ZTF vs synthetic); W1 brightened 0.39 mag 2014-24; W1-W2 redder by 0.11; manifold prior P_hb 0.06, direction turn-on-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.734",2.3333333333333335,1.18,104.0,0,04,
0,sep23,D2,D2,quasar,P2078,241.19596,39.317698,0.2369145,18.75067,18.75067,18.0,2 x 9 min,1.689,1.689,0.648,0.648,0.6475897500738185,brightening,DR16_QSO,DR16 quasar,23.362080766598226,0.0832493660223104,0.0095017123409363,0.6475897500738185,0.2135537974433493,0.2133333333333333,False,0.0399999999999999,-0.6276918273714411,-0.0530000000000008,0.1430000000000006,0.50494796,,,,"P(broad Hbeta rose > 2x) = 0.65, P(continuum brightened) = 0.21; optical brighter by 0.63 mag since the 1055-52761-538 spectrum (ZTF vs synthetic); W1-W2 redder by 0.14; W1 amplitude 0.50 mag; manifold prior P_hb 0.21, direction turn-on-like","P(broad Hbeta rose > 2x) = 0.65, P(continuum brightened) = 0.21; optical brighter by 0.63 mag since the 1055-52761-538 spectrum (ZTF vs synthetic); W1-W2 redder by 0.14; W1 amplitude 0.50 mag; manifold prior P_hb 0.21, direction turn-on-like; sep23: x1.0 moon, 18 min + 5 overhead -> yield/h 1.689",1.8333333333333333,1.32,112.0,0,04,
0,sep23,D1,D1,quasar,P2028,241.73349,37.321613,0.04112531,17.86717,17.86717,8.0,2 x 4 min,1.659,1.659,0.359,0.359,0.3593944113362242,fading (IR),DR16_QSO,DR16 quasar,23.362080766598226,0.3593944113362242,0.0218176552056289,0.0249943472315537,0.0131959189428184,0.14,False,-0.02,-0.0412236734892363,0.3319999999999989,-0.0390000000000014,0.36528233,,,,"P(broad Hbeta fell > 2x) = 0.36, P(continuum dimmed) = 0.02; optical brighter by 0.04 mag since the 1055-52761-86 spectrum (ZTF vs synthetic); W1 faded 0.33 mag 2014-24; manifold prior P_hb 0.14, direction neutral","P(broad Hbeta fell > 2x) = 0.36, P(continuum dimmed) = 0.02; optical brighter by 0.04 mag since the 1055-52761-86 spectrum (ZTF vs synthetic); W1 faded 0.33 mag 2014-24; manifold prior P_hb 0.14, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.659",1.6666666666666667,1.32,112.0,0,04,
0,sep23,D1,D1,quasar,P3389,251.23636,25.940115,0.1121617,17.92701,17.92701,8.0,2 x 4 min,1.638,1.638,0.355,0.355,0.3548806224649901,flat/unknown,DR16_QSO,DR16 quasar,22.250513347022583,0.3548806224649901,0.0153242807654411,0.01247925847237,0.0155706521533509,0.0666666666666666,False,-0.08,0.1352387064794502,-0.0265000000000004,-0.0250000000000021,0.24032168,,,,"P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.02; optical fainter by 0.14 mag since the 1423-53167-542 spectrum (ZTF vs synthetic); manifold prior P_hb 0.07, direction turn-off-like","P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.02; optical fainter by 0.14 mag since the 1423-53167-542 spectrum (ZTF vs synthetic); manifold prior P_hb 0.07, direction turn-off-like; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.638",2.0,1.24,107.0,0,04,
0,sep23,D1,D1,quasar,P4272,256.35645,19.789657,0.1936384,18.24408,18.24408,8.0,2 x 4 min,1.629,1.629,0.353,0.353,0.3529852296844105,fading,DR16_QSO,DR16 quasar,22.94592744695414,0.3529852296844105,0.3480978660432508,0.0005420992417868,0.0010964898719893,0.2066666666666666,False,-0.02,0.7125612888698836,-0.1265,-0.0839999999999996,0.6942904,-1.4091860115969368,,,"P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.35; optical fainter by 0.71 mag since the 1425-52913-51 spectrum (ZTF vs synthetic); W1 brightened 0.13 mag 2014-24; W1-W2 bluer by 0.08; W1 amplitude 0.69 mag; log Edd -1.41; manifold prior P_hb 0.21, direction neutral","P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.35; optical fainter by 0.71 mag since the 1425-52913-51 spectrum (ZTF vs synthetic); W1 brightened 0.13 mag 2014-24; W1-W2 bluer by 0.08; W1 amplitude 0.69 mag; log Edd -1.41; manifold prior P_hb 0.21, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.629",2.1666666666666665,1.21,103.0,0,04,
0,sep23,D1,D1,quasar,P3897,251.40174,22.657425,0.1256552,18.49231,18.49231,11.0,2 x 6 min,1.624,1.624,0.433,0.433,0.4330859221617559,fading,DR16_QSO,DR16 quasar,22.299794661190965,0.4330859221617559,0.0379228578057521,0.0020442052609198,0.0023972926358371,0.1066666666666666,False,0.0399999999999999,0.2359787462654115,0.4809999999999998,-0.1100000000000012,0.45309854,,,,"P(broad Hbeta fell > 2x) = 0.43, P(continuum dimmed) = 0.04; optical fainter by 0.24 mag since the 1570-53149-608 spectrum (ZTF vs synthetic); W1 faded 0.48 mag 2014-24; W1-W2 bluer by 0.11; W1 amplitude 0.45 mag; manifold prior P_hb 0.11, direction turn-on-like","P(broad Hbeta fell > 2x) = 0.43, P(continuum dimmed) = 0.04; optical fainter by 0.24 mag since the 1570-53149-608 spectrum (ZTF vs synthetic); W1 faded 0.48 mag 2014-24; W1-W2 bluer by 0.11; W1 amplitude 0.45 mag; manifold prior P_hb 0.11, direction turn-on-like; sep23: x1.0 moon, 11 min + 5 overhead -> yield/h 1.624",1.8333333333333333,1.26,107.0,0,04,
0,sep23,D1,D1,quasar,P2230,242.4861,37.388532,0.09946307,17.22756,17.22756,8.0,2 x 4 min,1.61,1.61,0.349,0.349,0.3489044664190363,fading,DR16_QSO,DR16 quasar,23.362080766598226,0.3489044664190363,0.0213989760598047,0.0010393081541301,0.0026543527498569,0.1866666666666666,False,0.02,0.3382608917922507,0.2435000000000009,-0.0924999999999993,0.62356,,,,"P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.02; optical fainter by 0.34 mag since the 1055-52761-3 spectrum (ZTF vs synthetic); W1 faded 0.24 mag 2014-24; W1-W2 bluer by 0.09; W1 amplitude 0.62 mag; manifold prior P_hb 0.19, direction neutral","P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.02; optical fainter by 0.34 mag since the 1055-52761-3 spectrum (ZTF vs synthetic); W1 faded 0.24 mag 2014-24; W1-W2 bluer by 0.09; W1 amplitude 0.62 mag; manifold prior P_hb 0.19, direction neutral; sep23: x1.0 moon, 8 min + 5 overhead -> yield/h 1.61",1.8333333333333333,1.31,112.0,0,04,
