idx,name,ra,dec,n_spec,n_sdss,n_desi,mjd_first,mjd_last,years_since_last_spec,baseline_yr,surveys,mjd_list,class_list,subclass_list,class_change_flag,broadline_change_flag,last_class,last_subclass,z_spec_median,r_nmgy_last_sdssv,mjd_last_sdssv
55,J074511.98+380911.3,116.29991666666665,38.15313888888889,18,17,1,51873.0,59616.0,4.574302280535205,21.19917864476386,BHM|main|sdss,51873|59147|59147|59163|59163|59195|59195|59220|59220|59249|59250|59250|59277|59278|59278|59509|59616|59616,?|GALAXY|GALAXY|QSO|QSO|QSO|QSO|QSO|QSO|?|QSO|QSO|?|QSO|QSO|QSO|?|?,|||BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE||BROADLINE|BROADLINE||BROADLINE|BROADLINE|||,True,True,?,,0.2364901,26.0356,59278.0
56,J075225.29+284728.5,118.10537499999998,28.79125,11,11,0,55535.0,59281.0,5.491482294224459,10.255989048596852,BHM|boss,55535|59164|59164|59199|59199|59222|59222|59252|59252|59281|59281,?|QSO|QSO|QSO|QSO|QSO|QSO|GALAXY|GALAXY|QSO|QSO,||||||||||,True,False,QSO,,0.7738601,0.6688424,59281.0
57,J075827.30+342457.5,119.61375,34.41597222222222,7,7,0,55488.0,59252.0,5.57087996705129,10.30527036276523,BHM|boss,55488|59165|59165|59231|59231|59252|59252,?|QSO|QSO|QSO|QSO|QSO|QSO,|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.5622805,2.900685,59252.0
58,J075934.95+322143.3,119.89562499999998,32.362027777777776,8,8,0,52583.0,59253.0,5.568142116264158,18.261464750171115,BHM|sdss,52583|59166|59167|59167|59232|59232|59253|59253,?|?|QSO|QSO|QSO|QSO|QSO|QSO,||BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.2688438,54.40965,59253.0
59,J080020.23+315414.2,120.08429166666666,31.90394444444444,8,8,0,54537.0,59253.0,5.568142116264158,12.91170431211499,BHM|sdss,54537|59166|59167|59167|59232|59232|59253|59253,?|?|QSO|QSO|QSO|QSO|QSO|QSO,||BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,1.6582,3.834666,59253.0
60,J080133.29+341737.6,120.38870833333334,34.29377777777778,7,7,0,52584.0,59252.0,5.57087996705129,18.255989048596852,BHM|sdss,52584|59165|59165|59231|59231|59252|59252,?|QSO|QSO|QSO|QSO|QSO|QSO,|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.3381486,18.46661,59252.0
61,J080709.93+205901.8,121.79137499999996,20.983833333333333,6,6,0,53330.0,59888.0,3.8296068664352734,17.95482546201232,BHM|sdss,53330|59229|59229|59886|59888|59888,?|QSO|QSO|?|?|?,|BROADLINE|BROADLINE|||,False,False,?,,0.3146277,12.43978,59229.0
62,J080711.72+194439.7,121.7988333333333,19.74436111111111,6,5,1,53315.0,59884.0,3.840558269583802,17.984941820670773,BHM|main|sdss,53315|59229|59229|59536|59884|59884,?|QSO|QSO|QSO|?|?,|STARBURST BROADLINE|STARBURST BROADLINE|||,False,True,?,,0.3479915,15.37976,59229.0
63,J080717.58+251758.7,121.82325,25.29963888888889,3,3,0,52670.0,59230.0,5.631112684368196,17.960301163586585,BHM|sdss,52670|59230|59230,?|QSO|QSO,|STARBURST BROADLINE|STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.3834483,14.84201,59230.0
64,J080803.27+325145.6,122.01362499999998,32.86266666666667,8,8,0,55505.0,59253.0,5.568142116264158,10.261464750171116,BHM|boss,55505|59166|59167|59167|59232|59232|59253|59253,?|?|QSO|QSO|QSO|QSO|QSO|QSO,||BROADLINE|BROADLINE|||BROADLINE|BROADLINE,False,True,QSO,BROADLINE,0.6323972,3.020657,59253.0
65,J080832.67+260130.3,122.13612499999996,26.02508333333333,8,7,1,55536.0,59501.49063307,4.887811840918495,10.856921651115684,BHM|boss|main,55536|55868|59201|59202|59202|59254|59254|59501,?|?|?|QSO|QSO|QSO|QSO|QSO,|||STARBURST BROADLINE|STARBURST BROADLINE|STARBURST|STARBURST|,False,True,QSO,,0.4596557,5.27235,59254.0
66,J080838.73+273252.4,122.16137499999998,27.54788888888889,6,6,0,55858.0,59254.0,5.565404265477026,9.297741273100616,BHM|boss,55858|59201|59202|59202|59254|59254,?|?|QSO|QSO|QSO|QSO,||BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.4777089,4.733711,59254.0
67,J081009.62+211625.8,122.5400833333333,21.273833333333332,3,3,0,55630.0,59229.0,5.633850535155329,9.853524982888432,BHM|boss,55630|59229|59229,?|QSO|QSO,|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.7696987,1.757411,59229.0
68,J081051.52+325251.9,122.71466666666664,32.881083333333336,11,10,1,54578.0,59551.3640134,4.751265967325071,13.61632857878166,BHM|boss|main|sdss,54578|54774|55506|59166|59167|59167|59232|59232|59253|59253|59551,?|?|?|?|QSO|QSO|QSO|QSO|QSO|QSO|QSO,||||BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|,False,True,QSO,,0.706736,7.782871,59253.0
69,J081116.71+320935.4,122.819625,32.15983333333333,9,9,0,52318.0,59253.0,5.568142116264158,18.986995208761122,BHM|eboss|sdss,52318|57814|59166|59167|59167|59232|59232|59253|59253,?|?|?|QSO|QSO|QSO|QSO|QSO|QSO,|||BROADLINE|BROADLINE|AGN BROADLINE|AGN BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.1531239,70.39666,59253.0
70,J081127.88+222045.3,122.86616666666666,22.345916666666664,6,6,0,52943.0,59232.0,5.625636982793932,17.218343600273784,BHM|sdss,52943|59203|59204|59204|59232|59232,?|?|QSO|QSO|QSO|QSO,||BROADLINE|BROADLINE|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.31207905,27.16061,59232.0
71,J081314.19+215550.8,123.30912499999998,21.930777777777777,3,3,0,58523.0,59229.0,5.633850535155329,1.9329226557152634,BHM|eboss,58523|59229|59229,?|QSO|QSO,||,False,False,QSO,,0.4547253,3.341196,59229.0
72,J081338.47+215349.9,123.41029166666664,21.897194444444445,3,3,0,53330.0,59229.0,5.633850535155329,16.150581793292265,BHM|sdss,53330|59229|59229,?|QSO|QSO,|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.5488595,4.831103,59229.0
73,J081352.60+243903.6,123.46916666666668,24.651,3,3,0,58433.0,59230.0,5.631112684368196,2.1820670773442847,BHM|eboss,58433|59230|59230,?|QSO|QSO,|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.6514684,1.961001,59230.0
74,J081429.24+265241.5,123.62183333333331,26.878194444444446,7,6,1,52670.0,59509.48512905,4.865924103806934,18.725489744147847,BHM|main|sdss,52670|59201|59202|59202|59254|59254|59509,?|?|QSO|QSO|QSO|QSO|QSO,||STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|,False,True,QSO,,0.2848248,29.40383,59254.0
75,J081537.56+384303.2,123.90649999999998,38.71755555555555,6,6,0,55269.0,59257.0,5.557190713115629,10.91854893908282,BHM|boss,55269|59169|59169|59256|59257|59257,?|QSO|QSO|?|QSO|QSO,|BROADLINE|BROADLINE||BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.5068268499999999,3.649342,59257.0
76,J082018.50+344141.0,125.07708333333332,34.69472222222222,5,5,0,52295.0,59255.0,5.562666414689894,19.055441478439427,BHM|sdss,52295|59169|59169|59255|59255,?|QSO|QSO|QSO|QSO,|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.49768475,4.830196,59255.0
77,J082039.62+391759.1,125.16508333333334,39.29975,7,6,1,55272.0,59557.35601163,4.734860770254577,11.732665329582476,BHM|boss|main,55272|59169|59169|59256|59257|59257|59557,?|QSO|QSO|?|QSO|QSO|QSO,|BROADLINE|BROADLINE||BROADLINE|BROADLINE|,False,True,QSO,,0.8759136,3.961328,59257.0
78,J082459.79+315932.5,126.249125,31.992361111111112,4,3,1,58162.0,59554.3679664,4.743041592239514,3.812095732785766,BHM|eboss|main,58162|59199|59199|59554,?|QSO|QSO|QSO,|BROADLINE|BROADLINE|,False,True,QSO,,1.475542,1.511309,59199.0
79,J082526.43+274205.8,126.36012499999998,27.70161111111111,3,3,0,58157.0,59195.0,5.72693746191782,2.841889117043121,BHM|eboss,58157|59195|59195,?|QSO|QSO,|BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.3404112,5.239721,59195.0
80,J082537.64+320443.7,126.40683333333332,32.07880555555556,4,3,1,58130.0,59554.3679664,4.743041592239514,3.899706957973993,BHM|eboss|main,58130|59199|59199|59554,?|QSO|QSO|QSO,|BROADLINE|BROADLINE|,False,True,QSO,,0.7200478,8.698431,59199.0
81,J083000.36+343238.8,127.50149999999998,34.54411111111111,4,3,1,52668.0,59601.2691464,4.614633159659088,18.982256389869956,BHM|main|sdss,52668|59197|59197|59601,?|QSO|QSO|QSO,|BROADLINE|BROADLINE|,False,True,QSO,,0.7395016,4.3629,59197.0
82,J083414.18+270101.6,128.55908333333332,27.01711111111111,5,4,1,58429.0,59554.38116449,4.743005457838428,3.0811257070225815,BHM|eboss|main,58429|59221|59222|59222|59554,?|?|QSO|QSO|QSO,||||,False,False,QSO,,1.070968,0.8624428,59222.0
83,J083537.26+314209.9,128.90525,31.70275,5,3,2,54561.0,59519.976701505,4.837199743902756,13.576938265585222,BHM|main|sdss|sv1,54561|59199|59199|59304|59520,?|QSO|QSO|QSO|QSO,|BROADLINE|BROADLINE||,False,True,QSO,,1.8154851719738492,3.334986,59199.0
84,J083542.72+035353.8,128.928,3.898277777777778,5,4,1,55647.0,59531.43640361,4.805824789474284,10.63500726518823,BHM|boss|main,55647|59285|59288|59288|59531,?|?|QSO|QSO|GALAXY,||BROADLINE|BROADLINE|,True,True,GALAXY,,0.8827814,5.068832,59288.0
85,J083716.47+035606.1,129.318625,3.935027777777778,5,4,1,52646.0,59630.17626387,4.535489785340128,19.121632481505824,BHM|main|sdss,52646|59285|59288|59288|59630,?|?|GALAXY|GALAXY|QSO,||AGN BROADLINE|AGN BROADLINE|,True,True,QSO,,0.06345395,96.1585,59288.0
86,J083754.66+040007.2,129.47775,4.002,5,4,1,52646.0,59549.39319647,4.756661770008162,18.900460496837788,BHM|main|sdss,52646|59285|59288|59288|59549,?|?|QSO|QSO|QSO,||BROADLINE|BROADLINE|,False,True,QSO,,0.5644671,6.95106,59288.0
87,J084047.47+370701.1,130.19779166666663,37.11697222222222,4,3,1,52320.0,59557.3757416,4.7348067525406785,19.814854870910338,BHM|main|sdss,52320|59227|59227|59557,?|QSO|QSO|QSO,|||,False,False,QSO,,0.5263507,3.47006,59227.0
88,J084158.34+035851.7,130.49308333333332,3.981027777777778,4,3,1,55533.0,59581.63950567334,4.668376186973704,11.08457085742187,BHM|boss|main,55533|59280|59280|59582,?|QSO|QSO|QSO,|||,False,False,QSO,,0.6979208,4.625655,59280.0
89,J084528.72-002723.3,131.36966666666666,-0.4564722222222222,5,4,1,51901.0,59605.26852516,4.603683457372994,21.093137645886372,BHM|main|sdss,51901|59221|59222|59222|59605,?|?|GALAXY|GALAXY|GALAXY,||AGN BROADLINE|AGN BROADLINE|,False,True,GALAXY,,0.1544282,59.47639,59222.0
90,J084637.65+000024.5,131.656875,0.0068055555555555,3,3,0,51901.0,59227.0,5.639326236729593,20.057494866529773,BHM|sdss,51901|59227|59227,?|QSO|QSO,|STARBURST BROADLINE|STARBURST BROADLINE,False,False,QSO,STARBURST BROADLINE,0.2573041,16.82367,59227.0
91,J084924.70+002049.7,132.35291666666663,0.3471388888888889,4,3,1,55513.0,59583.32124424,4.663771837715209,11.143932222423008,BHM|boss|main,55513|59227|59227|59583,?|QSO|QSO|QSO,|STARBURST BROADLINE|STARBURST BROADLINE|,False,True,QSO,,0.5084414,6.087436,59227.0
92,J085321.89+010216.7,133.34120833333333,1.0379722222222223,4,3,1,51912.0,59644.16478021,4.49719131486786,21.169513429733055,BHM|main|sdss,51912|59252|59252|59644,?|QSO|QSO|GALAXY,|STARBURST BROADLINE|STARBURST BROADLINE|,True,True,GALAXY,,0.2139521,9.486809,59252.0
93,J085337.26+014303.6,133.40525,1.717666666666667,7,5,2,51913.0,59664.0,4.442885442752864,21.22108145106092,BHM|main|sdss,51913|59252|59252|59578|59630|59664|59664,?|GALAXY|GALAXY|GALAXY|GALAXY|?|?,|STARFORMING BROADLINE|STARFORMING BROADLINE||||,False,True,?,,0.058233450686725086,149.8977,59252.0
94,J085502.14+520137.7,133.75891666666666,52.027138888888885,21,20,1,56739.0,59992.0,3.544870384573535,8.906228610540726,BHM|boss|main,56739|59232|59232|59252|59252|59281|59284|59284|59312|59312|59546|59638|59638|59872|59873|59873|59931|59933|59933|59992|59992,?|QSO|QSO|QSO|QSO|?|QSO|QSO|QSO|QSO|QSO|?|?|?|?|?|?|?|?|?|?,|BROADLINE|BROADLINE||||||||||||||||||,False,True,?,,1.883005,0.4247488,59312.0
95,J085512.13+032950.6,133.80054166666665,3.497388888888889,5,5,0,52225.0,59664.0,4.442885442752864,20.366872005475702,BHM|sdss,52225|59304|59304|59664|59664,?|GALAXY|GALAXY|?|?,|AGN|AGN||,False,False,?,,0.1242271,48.8548,59304.0
96,J090254.12+015429.1,135.72549999999998,1.9080833333333336,5,4,1,51924.0,59592.30907273,4.639164504409263,20.994686030746067,BHM|main|sdss,51924|59207|59208|59208|59592,?|?|GALAXY|GALAXY|QSO,||STARFORMING BROADLINE|STARFORMING BROADLINE|,True,True,QSO,,0.1661484,34.76955,59208.0
97,J090315.11+010623.1,135.81295833333334,1.1064166666666668,8,8,0,51924.0,59313.0,5.4038710690362315,20.229979466119097,BHM|sdss,51924|51929|59257|59257|59311|59312|59313|59313,?|?|GALAXY|GALAXY|?|?|GALAXY|GALAXY,||AGN|AGN|||AGN|AGN,False,False,GALAXY,AGN,0.12165814999999999,40.88148,59313.0
98,J090315.87-000710.1,135.816125,-0.1194722222222222,4,3,1,55532.0,59603.27785033,4.609133628023228,11.146551267159479,BHM|boss|main,55532|59253|59253|59603,?|QSO|QSO|QSO,|BROADLINE|BROADLINE|,False,True,QSO,,0.8454575,9.082164,59253.0
99,J090457.90+010423.1,136.24124999999998,1.0730833333333334,8,8,0,51924.0,59313.0,5.4038710690362315,20.229979466119097,BHM|sdss,51924|51929|59257|59257|59311|59312|59313|59313,?|?|QSO|QSO|?|?|QSO|QSO,||STARBURST BROADLINE|STARBURST BROADLINE|||BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.27959095,38.80391,59313.0
100,J090459.92-004206.9,136.24966666666666,-0.7019166666666666,4,3,1,51929.0,59536.46748617,4.7920504361272735,20.828110845092393,BHM|main|sdss,51929|59253|59253|59536,?|GALAXY|GALAXY|QSO,|STARFORMING|STARFORMING|,True,False,QSO,,0.282497,19.00261,59253.0
101,J090535.77-004039.9,136.39904166666665,-0.67775,5,4,1,51929.0,59603.27785036,4.6091336279410955,21.01102765327857,BHM|main|sdss,51929|59253|59254|59254|59603,?|?|QSO|QSO|QSO,||BROADLINE|BROADLINE|,False,True,QSO,,0.7939209,2.093084,59254.0
102,J090550.30+003948.1,136.4595833333333,0.6633611111111112,6,5,1,51924.0,59616.23928618,4.573647150678933,21.060203384476395,BHM|main|sdss,51924|51929|59253|59254|59254|59616,?|?|?|GALAXY|GALAXY|GALAXY,|||AGN BROADLINE|AGN BROADLINE|,False,True,GALAXY,,0.3541604,14.5233,59254.0
103,J090612.02+014412.0,136.5500833333333,1.7366666666666668,9,9,0,55540.0,59615.0,4.577040131322337,11.156741957563312,BHM|boss,55540|59257|59257|59311|59312|59313|59313|59615|59615,?|QSO|QSO|?|?|QSO|QSO|?|?,|BROADLINE|BROADLINE|||BROADLINE|BROADLINE||,False,False,?,,0.5886427000000001,11.38271,59313.0
104,J090624.60+505549.5,136.60249999999996,50.930416666666666,10,10,0,57067.0,59312.0,5.406608919823364,6.146475017111568,BHM|boss,57067|59232|59232|59252|59252|59281|59284|59284|59312|59312,?|QSO|QSO|QSO|QSO|?|QSO|QSO|QSO|QSO,|||||||||,False,False,QSO,,0.4784388,1.439295,59312.0
105,J090826.74+002137.4,137.11141666666666,0.3603888888888888,8,7,1,51924.0,59536.46748617,4.7920504361272735,20.841800099028056,BHM|main|sdss,51924|51929|51955|59257|59257|59318|59318|59536,?|?|?|QSO|QSO|?|?|QSO,|||BROADLINE|BROADLINE|||,False,True,QSO,,0.1630521,69.7725,59257.0
106,J090903.50-005928.9,137.26458333333332,-0.991361111111111,4,4,0,55240.0,59253.0,5.568142116264158,10.986995208761122,BHM|boss,55240|55532|59253|59253,?|?|QSO|QSO,||BROADLINE|BROADLINE,False,False,QSO,BROADLINE,2.438433,5.225523,59253.0
107,J091156.22-005140.4,137.98424999999995,-0.8612222222222222,6,5,1,55240.0,59618.2713525,4.568083656305226,11.987053668720055,BHM|boss|main,55240|59257|59257|59318|59318|59618,?|QSO|QSO|?|?|GALAXY,|BROADLINE|BROADLINE|||,True,True,GALAXY,,0.5705726,5.385028,59257.0
108,J091445.19+000648.8,138.68829166666663,0.1135555555555555,4,3,1,55535.0,59536.46748621,4.792050436017751,10.955420906803559,BHM|boss|main,55535|59292|59292|59536,?|QSO|QSO|QSO,|BROADLINE|BROADLINE|,False,True,QSO,,0.5627772,24.78115,59292.0
109,J091459.16+050243.4,138.74649999999997,5.045388888888889,7,6,1,52652.0,59671.11771372,4.423398204641983,19.217296957481175,BHM|main|sdss,52652|59309|59309|59314|59315|59315|59671,?|QSO|QSO|?|QSO|QSO|QSO,|STARBURST BROADLINE|STARBURST BROADLINE||STARBURST BROADLINE|STARBURST BROADLINE|,False,True,QSO,,0.1423954,43.29828,59315.0
110,J091649.41+000031.6,139.20587500000002,0.0087777777777777,6,5,1,51955.0,59318.0,5.390181815100571,20.15879534565366,BHM|sdss|sv1,51955|59257|59257|59280|59318|59318,?|QSO|QSO|GALAXY|?|?,|AGN BROADLINE|AGN BROADLINE|||,True,True,?,,0.2224092,14.25207,59257.0
111,J092158.92+034235.7,140.49549999999996,3.709916666666667,11,9,2,52252.0,59913.0,3.7611605967569712,20.974674880219027,BHM|main|sdss,52252|59292|59292|59315|59316|59316|59523|59646|59910|59913|59913,?|QSO|QSO|QSO|?|?|QSO|QSO|?|?|?,|BROADLINE|BROADLINE|BROADLINE|||||||,False,True,?,,0.3247699,13.24456,59315.0
112,J092313.53+043445.0,140.80637499999995,4.579166666666667,7,6,1,52707.0,59584.33864557,4.660986344683043,18.829127024147848,BHM|main|sdss,52707|59292|59292|59315|59316|59316|59584,?|QSO|QSO|QSO|?|?|QSO,|BROADLINE|BROADLINE||||,False,True,QSO,,0.6573094500000001,33.21669,59315.0
113,J092629.23-000605.7,141.62179166666667,-0.1015833333333333,5,4,1,52000.0,59613.28000763,4.58174921378641,20.84402466154688,BHM|main|sdss,52000|59226|59227|59227|59613,?|?|QSO|QSO|QSO,||STARBURST BROADLINE|STARBURST BROADLINE|,False,True,QSO,,0.2014436,16.40486,59227.0
114,J092702.31+043308.2,141.75962499999997,4.552277777777777,9,8,1,52254.0,59937.0,3.6954521778658007,21.034907597535934,BHM|main|sdss,52254|59306|59306|59342|59345|59345|59622|59937|59937,?|QSO|QSO|?|?|?|QSO|?|?,|STARBURST BROADLINE|STARBURST BROADLINE||||||,False,True,?,,0.321619,25.158,59306.0
115,J092739.77+050312.6,141.9157083333333,5.0535,8,7,1,-999.0,59535.49173248,4.7947219041354865,165.73440583841204,APOGEE-2&MaNGA|BHM|main|sdss,-999|52707|59292|59292|59315|59316|59316|59535,?|?|QSO|QSO|QSO|?|?|QSO,||AGN BROADLINE|AGN BROADLINE|AGN BROADLINE|||,False,True,QSO,,0.12597160000000002,54.0785,59315.0
116,J092814.62+005631.0,142.06091666666666,0.9419444444444444,7,5,2,51965.0,59662.0,4.448361144327128,21.073237508555785,BHM|main|sdss,51965|59232|59232|59533|59592|59662|59662,?|QSO|QSO|QSO|QSO|?|?,|BROADLINE|BROADLINE||||,False,True,?,,0.4079923894190553,37.86878,59232.0
117,J092957.88+001508.7,142.49116666666663,0.2524166666666667,5,4,1,55534.0,59640.20183716,4.508041261616659,11.242167931991784,BHM|boss|main,55534|59309|59310|59310|59640,?|?|QSO|QSO|GALAXY,||||,True,False,GALAXY,,0.8007329,1.589109,59310.0
118,J093041.65+011842.1,142.67354166666664,1.3116944444444445,4,3,1,55660.0,59575.38295050251,4.6855057014728825,10.719734292956915,BHM|boss|main,55660|59232|59232|59575,?|QSO|QSO|QSO,|||,False,False,QSO,,2.39801,0.7595748,59232.0
119,J093149.46+014333.5,142.95608333333334,1.7259722222222222,9,8,1,51965.0,59572.389864725,4.693700323724794,20.827898329158117,BHM|main|sdss,51965|59280|59280|59318|59318|59339|59340|59340|59572,?|QSO|QSO|?|?|?|?|?|QSO,|BROADLINE|BROADLINE||||||,False,True,QSO,,0.356135,35.49404,59280.0
120,J093209.96+040319.9,143.04149999999998,4.055527777777778,9,8,1,52264.0,59937.0,3.6954521778658007,21.00752908966461,BHM|main|sdss,52264|59281|59284|59284|59317|59317|59674|59937|59937,?|?|QSO|QSO|?|?|QSO|?|?,||STARBURST BROADLINE|STARBURST BROADLINE|||||,False,True,?,,0.2758001,14.56999,59284.0
121,J093322.83+010120.9,143.34512499999997,1.0224722222222222,5,4,1,51965.0,59592.33991614,4.639080059754915,20.882518593127998,BHM|main|sdss,51965|59309|59310|59310|59592,?|?|GALAXY|GALAXY|GALAXY,||AGN|AGN|,False,False,GALAXY,,0.1598573,51.77252,59310.0
122,J093614.70+012105.9,144.06124999999997,1.351638888888889,9,8,1,52026.0,59592.33991614,4.639080059754915,20.71550969511294,BHM|main|sdss,52026|59280|59280|59318|59318|59339|59340|59340|59592,?|QSO|QSO|?|?|?|?|?|QSO,||||||||,False,False,QSO,,0.3024921,8.19358,59280.0
123,J103723.72+363341.6,159.34883333333332,36.56155555555555,3,3,0,55575.0,59350.0,5.302570589912344,10.335386721423683,BHM|boss,55575|59350|59350,?|?|?,||,False,False,?,,,,
124,J112256.45+435227.7,170.7352083333333,43.874361111111114,20,19,1,53062.0,60046.0,3.3970264420684018,19.121149897330596,BHM|main|sdss,53062|59252|59252|59280|59280|59309|59309|59335|59336|59337|59337|59640|59641|59641|59694|59972|59973|59973|60046|60046,?|QSO|QSO|QSO|QSO|QSO|QSO|?|?|?|?|?|?|?|QSO|?|?|?|?|?,|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|||||||||||||,False,True,?,,1.578701,4.927543,59309.0
125,J112518.07+272452.8,171.32529166666663,27.414666666666665,7,7,0,56329.0,59340.0,5.329949097783665,8.243668720054757,BHM|boss,56329|59293|59293|59312|59312|59340|59340,?|QSO|QSO|QSO|QSO|?|?,|BROADLINE|BROADLINE|BROADLINE|BROADLINE||,False,False,?,,0.5665360500000001,9.320416,59312.0
126,J112536.33+303915.9,171.40137499999997,30.654416666666663,5,5,0,56362.0,59339.0,5.332686948570797,8.150581793292266,BHM|boss,56362|59311|59311|59339|59339,?|QSO|QSO|?|?,|BROADLINE|BROADLINE||,False,False,?,,0.5766605,11.13472,59311.0
127,J112825.59+565646.1,172.10662499999998,56.94613888888889,11,11,0,56683.0,59346.0,5.313521993060872,7.2908966461327855,BHM|boss|eboss,56683|57131|59254|59254|59281|59281|59315|59315|59345|59346|59346,?|?|QSO|QSO|QSO|QSO|QSO|QSO|?|?|?,||BROADLINE|BROADLINE|||BROADLINE|BROADLINE|||,False,True,?,,0.6163585,7.446881,59315.0
128,J112951.94+233237.3,172.46641666666665,23.543694444444448,9,9,0,56274.0,59343.0,5.321735545422269,8.402464065708418,BHM|boss,56274|59291|59291|59313|59314|59314|59342|59343|59343,?|QSO|QSO|?|QSO|QSO|?|?|?,|BROADLINE|BROADLINE||BROADLINE|BROADLINE|||,False,False,?,,0.5178596,27.51254,59314.0
129,J113025.21+304033.7,172.60504166666666,30.67602777777778,6,5,1,53430.0,59697.15757135,4.352104959932881,17.158542289801503,BHM|main|sdss,53430|59311|59311|59339|59339|59697,?|QSO|QSO|?|?|QSO,|BROADLINE|BROADLINE|||,False,True,QSO,,0.8459471,7.359373,59311.0
130,J113118.43+581841.8,172.82679166666665,58.311611111111105,20,19,1,52409.0,59974.0,3.594151698741913,20.711841204654345,BHM|main|sdss,52409|59254|59254|59281|59281|59315|59315|59345|59346|59346|59629|59664|59664|59725|59725|59913|59916|59916|59974|59974,?|QSO|QSO|QSO|QSO|QSO|QSO|?|?|?|GALAXY|?|?|?|?|?|?|?|?|?,|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|||||||||||||,True,True,?,,0.3131362,19.38294,59315.0
131,J113200.64+292603.9,173.00266666666664,29.434416666666667,5,5,0,53795.0,59339.0,5.332686948570797,15.178644763860369,BHM|sdss,53795|59311|59311|59339|59339,?|QSO|QSO|?|?,|BROADLINE|BROADLINE||,False,False,?,,0.5785886,41.90121,59311.0
132,J113311.19+591357.9,173.296625,59.23275,15,15,0,56666.0,59725.0,4.275876544737806,8.375085557837098,BHM|boss|eboss,56666|57375|59254|59254|59281|59281|59315|59315|59345|59346|59346|59664|59664|59725|59725,?|?|QSO|QSO|QSO|QSO|QSO|QSO|?|?|?|?|?|?|?,||||||||||||||,False,False,?,,1.700671,3.67714,59315.0
133,J113333.82+592152.5,173.39091666666664,59.364583333333336,12,12,0,56666.0,59664.0,4.442885442752864,8.208076659822039,BHM|boss,56666|59254|59254|59281|59281|59315|59315|59345|59346|59346|59664|59664,?|QSO|QSO|QSO|QSO|QSO|QSO|?|?|?|?|?,|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|BROADLINE|||||,False,False,?,,0.4856943,6.555288,59315.0
134,J113457.21+292502.4,173.73837499999996,29.417333333333335,5,5,0,53795.0,59339.0,5.332686948570797,15.178644763860369,BHM|sdss,53795|59311|59311|59339|59339,?|QSO|QSO|?|?,|BROADLINE|BROADLINE||,False,False,?,,0.3921354,29.06559,59311.0
135,J115705.84+560749.5,179.2743333333333,56.13041666666667,19,18,1,52790.0,60073.0,3.3231044708158346,19.939767282683093,BHM|sdss|sv2,52790|59255|59255|59284|59290|59290|59307|59317|59317|59348|59350|59351|59351|59644|59644|59675|59675|60073|60073,?|QSO|QSO|?|QSO|QSO|QSO|?|?|?|?|?|?|?|?|?|?|?|?,|BROADLINE|BROADLINE||BROADLINE|BROADLINE|||||||||||||,False,True,?,,0.6538843,13.6893,59290.0
136,J121345.97+484419.4,183.44154166666664,48.73872222222222,11,11,0,53117.0,59375.0,5.2341243202340415,17.13347022587269,BHM|sdss,53117|59257|59257|59292|59292|59339|59340|59340|59373|59375|59375,?|QSO|QSO|QSO|QSO|?|?|?|?|?|?,|BROADLINE|BROADLINE|BROADLINE|BROADLINE||||||,False,False,?,,0.49520575,34.93641,59292.0
137,J121618.00+515946.1,184.075,51.99613888888889,14,14,0,52430.0,59370.0,5.247813574169702,19.000684462696782,BHM|sdss,52430|59256|59256|59291|59291|59335|59336|59338|59338|59364|59365|59366|59370|59370,?|QSO|QSO|QSO|QSO|?|?|?|?|?|?|?|?|?,|BROADLINE|BROADLINE|BROADLINE|BROADLINE|||||||||,False,False,?,,0.6237182,9.595752,59291.0
