idx,name,ra,dec,n_spec,n_sdss,n_desi,mjd_first,mjd_last,years_since_last_spec,baseline_yr,surveys,mjd_list,class_list,subclass_list,class_change_flag,broadline_change_flag,last_class,last_subclass,z_spec_median,r_nmgy_last_sdssv,mjd_last_sdssv
577,P19446,139.6396,38.858566,1,1,0,52708.0,52708.0,23.487787935196945,0.0,sdss,52708,QSO,BROADLINE,False,False,QSO,BROADLINE,0.7760731,,
578,P3112,245.87427,49.991345,4,3,1,52145.0,59383.0,5.212633931090168,19.81656399726215,BHM|main|sdss,52145|59354|59383|59383,?|QSO|?|?,|||,False,False,?,,0.6420620496925209,,
579,P22742,150.72752,53.462833,3,2,1,52385.0,59601.32944373,4.614880491719876,19.757233247720738,main|sdss,52385|52400|59601,QSO|QSO|QSO,BROADLINE|BROADLINE|,False,True,QSO,,0.4217583,,
580,P14565,117.68084,31.185895,14,13,1,58101.0,59504.47194097,4.880061881890997,3.8424967583025254,BHM|eboss|main,58101|59163|59164|59164|59197|59197|59221|59221|59251|59251|59279|59280|59280|59504,?|?|QSO|QSO|QSO|QSO|QSO|QSO|QSO|QSO|?|QSO|QSO|QSO,||STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE|STARBURST BROADLINE||STARBURST BROADLINE|STARBURST BROADLINE|,False,True,QSO,,0.3592869,43.11816,59280.0
581,P17140,133.58278,17.977399,5,4,1,58467.0,59992.0,3.5452828017267186,4.175222450376454,BHM|eboss|main,58467|59520|59986|59992|59992,?|QSO|?|?|?,||||,False,False,?,,0.561879695024958,,
582,P16687,125.99296,21.595904,4,3,1,53321.0,59913.0,3.7615730139101546,18.04791238877481,BHM|main|sdss,53321|59585|59913|59913,?|GALAXY|?|?,|||,False,False,?,,0.2480933386281717,,
583,P20595,145.14064,46.387515,2,2,0,52316.0,56710.0,12.530909085094274,12.030116358658454,boss|sdss,52316|56710,QSO|QSO,BROADLINE|BROADLINE,False,False,QSO,BROADLINE,0.6962193999999999,,
584,P17073,130.13919,39.398014,1,1,0,52296.0,52296.0,24.61578245949537,0.0,sdss,52296,QSO,BROADLINE,False,False,QSO,BROADLINE,0.6144336,,
585,P3438,248.82828,52.135389,3,3,0,57196.0,60117.0,3.2030514533352057,7.997262149212868,OPEN_FIBER|eboss,57196|60117|60117,?|?|?,||,False,False,?,,,,
586,P3706,254.67571,27.160792,1,1,0,53260.0,53260.0,21.976494300700026,0.0,sdss,53260,QSO,BROADLINE,False,False,QSO,BROADLINE,0.7394136,,
