name,ra,dec
P464,232.86955,3.6339751
P465,234.09444,0.0088041951
P466,238.54173,10.565088
P467,238.53612,57.073521
P468,238.41973,24.299939
P469,234.09666,38.764051
P470,238.69064,38.319148
P471,233.85902,40.650161
P472,238.69283,36.121794
P473,233.97886,40.968443
P474,238.69467,36.361512
P475,238.63841,45.612879
P476,238.61361,40.744801
P477,233.99165,43.428917
P478,233.94632,43.379171
P483,238.66116,0.81283075
P484,238.55204,14.759176
P486,234.05262,11.626133
P487,238.68463,12.553436
P488,233.89619,13.798002
P489,233.85598,12.428794
P490,233.84977,12.506266
P492,238.3948,13.937617
P493,233.93311,14.55087
P495,238.51352,14.386281
P497,238.42923,18.593846
P498,238.63619,21.730044
P499,238.55645,22.364705
P500,234.02109,26.158174
P501,238.593,59.219078
P502,238.46135,25.248653
P503,238.68574,8.3726256
P504,234.07568,9.003937
P505,234.06371,8.9856813
P506,238.65416,30.859112
P507,238.43465,30.419039
P508,238.62325,9.1507283
P509,233.871,10.007789
P510,237.74603,37.122917
P511,234.47087,29.236464
P512,237.83805,7.2327146
P513,237.704,7.2260334
P514,234.7296,33.656522
P515,237.96583,33.760538
P516,237.77371,44.56429
P517,234.62826,44.677379
P520,237.66827,47.582982
P521,237.81288,46.978327
P524,237.96551,47.146841
P525,237.96875,46.536602
P527,234.7984,48.101149
P530,234.50127,46.248699
P532,237.69593,42.012208
P533,237.67193,41.656976
P535,234.60823,4.639773
P536,234.46302,2.5697573
P537,234.61879,2.1129593
P538,234.50488,1.796937
P539,237.70764,49.992881
P540,237.86383,48.180811
P541,234.4684,50.205508
P542,234.80317,52.761196
P543,237.87958,50.187148
P544,234.72982,52.061454
P545,237.93912,49.508128
P546,234.78131,50.977241
P547,237.89982,48.324083
P548,237.87525,48.341801
P549,237.69872,53.904873
P550,234.64195,53.188417
P552,234.66329,2.7235119
P553,234.56305,2.7499171
P555,234.96234,56.726023
P556,235.07094,55.999981
P557,235.14342,55.564226
P558,234.92236,54.007984
P559,235.0905,15.723852
P561,234.92362,15.353672
P562,235.05404,14.278674
P563,238.32268,12.964472
P564,234.85743,13.999894
P565,234.91952,12.466861
P567,238.28199,15.302469
P568,238.18204,11.064201
P569,235.0327,14.193634
P570,238.0986,13.139768
P571,238.09542,12.684058
P572,234.91088,14.646504
P573,238.18281,17.982728
P574,235.16879,18.900813
P575,234.88039,17.287248
P576,235.10514,21.246007
P577,235.01611,18.031682
P578,238.24086,19.42227
P579,234.93433,20.317781
P580,238.07799,20.601295
P581,238.35107,19.97569
P582,238.12493,20.12252
P583,238.16536,19.739283
P584,238.02845,22.427556
P585,238.09045,22.081867
P586,238.02781,22.79431
P587,234.97827,27.466313
P588,235.05128,27.35848
P589,234.9731,25.340448
P590,235.03193,25.476643
P591,238.22205,29.801576
P593,238.14796,8.9553854
P594,234.84801,36.161558
P595,235.11267,5.9394683
P596,234.8628,4.4217115
P598,234.92202,8.9982038
P599,238.19002,7.5622539
P600,236.70592,3.25713
P601,236.63386,1.8243979
P602,232.88301,1.4918007
P603,232.99638,56.955126
P605,236.77664,-0.020624753
P606,236.76356,0.49479023
P609,236.8329,14.733778
P611,236.89877,11.550562
P614,233.04832,16.520612
P616,232.92536,13.476286
P618,236.60475,16.087099
P619,232.81343,23.081776
P620,236.93141,20.871295
P621,232.95804,21.333024
P622,236.72667,18.913129
P623,232.92192,20.324981
P624,233.08683,25.119068
P625,232.88413,25.276709
P626,232.99629,24.346427
P627,232.9589,24.352441
P628,236.79187,59.110396
P629,232.80105,26.880163
P630,232.96711,28.658098
