umap_x,umap_y,label
-6.1289763,5.6928906,1
-9.112271,3.5181727,8
-5.965087,11.033376,1
-0.86711496,7.240379,8
-8.487064,2.4525895,1
-4.732676,3.5774376,1
-6.6516166,3.776141,1
-10.840418,5.529089,1
2.9209146,13.825115,2
-4.0089526,8.891225,1
-4.0498137,5.3057175,1
-1.7467589,8.65465,16
3.8345394,13.562606,2
2.5270183,13.953758,2
-7.3328815,6.240683,65
1.1626693,11.767189,2
-5.076583,2.130222,1
-2.2746115,5.6210103,8
-7.4291444,7.9149966,1
-7.2936277,3.3546479,1
-5.70134,5.0025864,1
-7.1071863,8.375873,1
-1.9524113,13.347581,16
-4.5552535,6.9829965,80
-9.547312,4.1749763,1
-1.9517186,11.93569,2
-7.708285,3.2511246,1
-5.3997674,7.3350906,1
-9.786151,7.2553015,1
-7.053387,8.362759,1
-3.0958834,9.997474,192
6.255023,12.460126,1
-1.0943093,11.642974,1
-7.0369134,11.024469,1
-7.995066,4.893979,192
-4.413539,9.418192,1
-5.072009,6.609019,192
-0.9171957,8.399374,1
-6.7973657,3.6328897,1
3.7307653,14.874465,2
-10.520735,5.7608347,2
9.23882,16.267954,4
-6.196063,9.65008,2
-3.5653293,9.903895,832
-8.886514,6.34036,832
-4.1696143,6.9485426,65
-5.365919,10.064869,1
3.7991555,11.289482,2
-10.826007,6.95403,66
-4.9756427,2.9257786,1344
-5.274007,3.742725,1
-4.807429,6.697477,832
-5.403391,7.9191265,1
-1.7574553,7.7929416,2
0.23830818,7.846614,2
-2.8901682,4.261877,1
-2.9506335,9.216626,1
-1.3988831,12.785004,32
-8.177437,2.2673652,192
-2.1604042,6.6323805,2
0.4011024,10.097796,66
-5.622334,8.563548,832
-5.946463,10.313494,32
-2.4882889,5.1826434,192
4.103661,11.682853,2
-6.470847,9.703823,2
-5.074068,7.582738,832
-5.649171,6.1542425,1
-3.0742717,10.1783695,1
-4.2970257,6.203931,1
7.12716,18.949774,2
-1.1588151,10.481595,96
-2.9479504,12.73178,32
-8.267496,9.367432,2
-7.1742616,2.3452756,1
-4.4496155,4.218074,1
-6.6178927,6.779458,832
-5.465194,8.120567,1
-9.483398,7.7800803,1
-8.797832,3.360007,832
1.5249828,7.106168,2
2.0387728,7.9339943,82
-1.686431,12.6648655,2
-10.064818,5.7011337,1
-5.413018,3.1570704,1
6.256687,11.991784,192
-7.424431,4.579733,1
-8.872908,7.204601,32
7.1012344,17.657793,4
-5.187883,5.9619026,1
7.6365933,12.757466,1
0.7346743,11.3480015,2
1.498465,9.4719925,832
4.3570085,10.993256,1
-8.164196,5.208371,65
-8.126857,3.610538,1
-7.376013,4.2222238,832
2.4153225,9.860498,32
-8.166196,7.6780586,1
-5.6674643,8.437509,1
-4.536962,8.733861,1
-0.11423147,7.5952168,16
5.2497916,14.930403,2
-9.671596,6.896763,1
-2.3104231,6.4303823,2
-9.106966,8.3845825,1
-7.635351,8.499818,1
-6.6329713,7.2815137,1
-8.672204,2.7945552,1
-3.7413688,11.638564,1
-4.0744205,4.5333242,192
-7.976315,5.9873776,192
-6.2896347,6.5984674,1
9.63456,16.516071,2048
0.09268288,11.275589,1352
8.466439,13.2455225,4
-8.068849,8.016327,1
-5.943007,9.746468,1
-3.5826223,6.2871084,1
-6.817675,5.7087307,65
-8.334894,8.129075,1
-2.9602413,5.244886,1
2.575488,9.372713,2
-4.9301724,3.758113,1
4.012294,10.429341,192
-10.775654,5.6029587,1
-8.613864,6.000011,1
-0.049357597,9.131933,1
1.5435687,11.279392,1
0.21008745,12.117436,2
-6.8611603,9.695774,1
-4.00612,4.87753,1
9.110369,15.9361515,8
-5.3164096,2.9837751,192
-7.1124372,1.8857605,32
-2.1843235,12.855953,66
-6.568334,9.568378,1
-8.961194,7.210771,1
1.4550186,11.568193,32
1.5077449,6.6510444,2
-6.2850485,6.610208,1
8.433588,19.119017,4
-4.2303963,4.5187936,1
-2.8531244,10.375918,832
-6.6005964,1.6608646,832
5.6994424,10.747908,192
2.9717965,14.474476,1
-2.8605068,5.000469,2
-2.254529,9.612574,1
-3.2027688,5.875861,1
-6.93703,9.429628,1
7.240649,16.406618,192
-6.903617,4.8339314,1
-4.1163898,9.732296,1
0.79702175,13.47277,832
-3.9443007,6.3821907,1
1.9128093,11.706907,1
-8.6719265,6.819442,1
-6.758512,6.7756596,65
-5.888434,9.95384,66
0.4208351,11.178442,2
-6.884297,6.9649825,1
7.3936906,13.629515,1
-8.342811,4.741291,1
-6.360184,8.522654,1
4.490287,9.079892,2
-4.1346636,3.471325,1
-5.879644,9.094168,1
-5.7968655,5.4539,65
-10.374072,6.275573,1
4.7754707,13.64529,1344
0.52176785,9.652018,2
1.7658811,12.238275,2
-6.085312,3.866518,832
5.967419,14.667033,1
-1.8814442,12.566076,832
-0.10338726,9.721899,2048
2.9106584,11.129043,1
-7.6535444,5.013089,1
-1.282366,10.007774,832
-1.3554543,9.359367,1
-6.2935934,9.42351,1
-4.283467,3.9415314,1
-9.348832,7.4266796,1
7.3940425,18.527641,4
-1.3948901,6.519668,832
-10.907079,6.700237,1344
-7.406864,10.475327,1
2.4422832,7.428106,2
8.777319,13.481037,1
4.582712,14.768164,1
3.0634053,7.639454,2
-3.4254155,3.222485,192
-1.8752364,9.417246,1
-5.602084,7.0474825,1
-5.950053,5.9497223,1
-0.67007136,10.928073,2
-4.1171837,8.73002,192
-5.6085157,3.24128,1
5.946773,13.649972,1
-0.3870964,14.038085,32
-5.180888,6.3984914,1
8.561616,19.133404,8
2.9554756,9.456688,16
-2.0146523,9.287598,1
-7.709414,5.020349,1
-7.0121813,10.306887,832
-9.720925,3.88535,2
-6.870757,8.191512,832
-5.474744,8.861413,1
-9.113484,5.800018,1
-9.115112,5.969528,2
-3.8633015,4.7496614,1
-7.7112217,6.4658237,16
-6.5450006,8.435763,8
8.121606,19.422346,4
-5.5787897,9.285456,1
-5.516193,6.902218,832
-3.5208843,5.5613856,192
-5.0157123,5.6986823,65
-2.9383004,6.7401905,832
3.5565124,9.34567,2
-7.093978,3.9336648,1
-8.143116,2.756586,1
7.080836,12.285939,1
8.757285,14.063011,1
-5.0989428,4.995679,1
-9.2978945,3.7509615,16
8.740632,13.566003,1
-10.850344,5.57209,832
-5.083404,8.235058,1
-1.5527599,10.858544,1
6.004346,14.130215,2
-4.8203344,7.5191646,1344
3.4487514,7.967128,2
7.0700235,12.656674,1
-0.86637735,11.1213665,832
-1.4642503,6.3813205,32
-7.096369,8.773037,1
-0.8837317,9.561177,192
6.332682,15.396573,4
-3.6536837,8.757218,1
-10.177411,5.090772,2048
-5.3229966,8.545394,1
3.2150238,10.228632,1
0.5359107,13.095465,2
-6.6759744,5.4035525,1
3.8326533,15.059891,2
-4.8414145,8.555312,8
-6.366439,7.171397,1
-7.490476,3.625303,1
0.6590444,10.981045,2
-9.026981,6.154792,65
-5.5398645,11.727765,96
-1.0184653,13.413597,32
7.287719,17.986694,2
-6.6859984,11.977276,32
5.4348855,13.994708,1
-6.5441175,10.781623,2
-3.5687222,12.029395,32
-4.1274543,8.251055,1
-4.062754,8.1580515,1
-7.899549,2.4685698,32
1.8346179,14.434317,4
-0.8522058,10.711597,2
-4.9659996,3.8023586,1
-7.408902,6.2873044,1
2.4719234,11.402378,2
-6.5793095,11.899905,32
-4.2063227,5.6629376,1
-5.150941,7.621925,1
1.9882742,8.774243,2
2.4948945,12.379798,832
-0.48735195,8.944126,2
-5.3273883,7.67748,1
0.86058676,7.181699,16
-6.941794,6.324774,1
-6.3195715,8.63073,1
-4.4012995,6.0268674,4
-5.4754887,7.488584,1
-1.8517783,9.587356,2
4.3442874,10.180665,2
-8.513582,4.8563147,1
-7.973929,8.902084,2
-9.542946,8.523384,1
-3.2842984,7.2563324,1
-3.3268855,11.330692,1
-7.6409845,5.723727,1344
-6.0193815,6.6365056,1
5.198676,11.001343,2
-2.2565312,7.10737,1
-8.350668,4.6928673,1
2.220555,13.645895,2
-0.5387476,8.037187,2
-0.9558851,9.123029,16
-1.7969995,10.946517,1
1.9846823,6.8740096,2
-10.299728,8.035028,1
-4.743694,2.1438186,2048
-3.996388,3.3464215,1
-3.6017563,6.6994796,1
4.944302,12.238544,4
-4.5188594,9.181126,1
-4.5791526,7.859444,1
-10.923364,7.099292,1
-0.77767843,9.699223,16
-5.134422,5.2719126,1
3.2729452,13.247511,1
-5.299512,7.2453713,1
-2.8201957,3.3684702,1
-6.300907,5.3103213,1
2.456434,10.330876,1
-3.0199082,5.636214,1
7.538428,19.802094,192
5.909014,12.404436,192
-5.6388116,6.3339276,1
-1.7306845,10.522883,2
-1.6684294,9.919995,2048
-7.601198,8.301773,80
9.480683,17.614542,4
-6.010432,6.603945,832
-3.0497217,11.791191,4
-10.4130535,5.1389494,832
-2.4801626,6.16338,1
2.7057161,10.555973,832
0.8275606,10.818828,72
2.9130857,12.909775,4
3.4077544,13.430682,2
7.62505,12.530753,1
-5.3198833,9.960047,1
-4.5024223,9.962854,2
-3.285658,3.9009495,1
-6.1625133,8.427868,1
-6.376802,10.808714,32
-6.592267,6.9238014,2
-7.9266043,4.807911,66
-0.1389739,10.484674,1
-2.3330567,10.906097,2
-8.160409,3.3541331,80
6.5367203,15.169093,1
-3.5080047,8.019452,1
2.4229488,12.658982,2
-8.427924,6.3220234,832
6.072399,13.955919,192
-5.987041,3.1791306,1
7.095185,13.014046,192
-2.9147315,6.2142005,1
-1.4078246,13.499502,192
4.770903,10.791619,2
-0.73810405,11.87669,96
-2.2035065,6.596297,32
-4.570284,11.186893,32
1.8087968,10.481056,32
-9.635023,7.9753017,1
9.821436,16.568213,8
6.0494895,12.739366,1
2.0090094,8.282948,2
-0.5460246,7.7378883,2
-2.925032,6.0436115,1
-7.1211867,5.7131686,65
-8.554709,2.9368181,1
-9.168726,5.3009515,2
-10.626026,5.073139,1
-8.331424,3.278593,1
-10.515946,6.489245,1
5.5930862,14.0469675,2
2.0272539,10.688118,1
-2.6050951,8.848773,1
2.3054194,10.509254,2
-3.2775714,5.5344114,1
-4.4005494,5.9620757,1
8.435165,13.15968,1
6.2380843,11.385738,8
8.04391,12.66531,4
-10.1599245,4.5647006,1
3.888539,12.856418,2
7.3104105,16.72813,4
6.6126795,11.788848,1
5.1212845,13.500524,2
-8.247086,5.7222753,2
-6.0021043,2.6284924,1
-7.722376,3.5644212,4
-6.5208893,4.1093287,1
-5.4611397,9.131197,1
-8.10737,4.424112,8
-9.064981,8.352159,1
3.5479808,12.647224,2
2.8132012,10.256637,2
-11.15133,6.1054883,1
-2.791688,6.365549,1
-1.9251953,11.192274,2
1.7467625,12.976057,832
-9.217616,8.882061,2
-6.9880176,2.0961943,16
-9.106102,7.7907977,1
-0.70117754,13.582557,2
-10.15863,8.010181,1
-5.9533153,6.020435,1
-3.509205,4.7146063,1
-9.958404,8.101119,1
-5.0928664,4.5855184,1
-5.713202,1.9594765,1
-7.5413604,9.784534,1
-4.378425,7.1468124,2
9.648029,16.796295,2
-5.590777,7.9763017,1
-5.930752,5.130437,2
-1.4689839,11.434346,1
-8.2113695,9.741802,1
1.7124557,6.8734455,16
-3.5516253,6.674879,1
-2.8997004,12.560733,1
3.1444395,12.466218,832
-4.817817,5.588179,8
-6.292581,5.4369907,1
3.6141374,9.018523,2
-11.015879,7.3728137,4
-6.1932015,7.9756103,32
-2.5666504,8.506678,1
-2.0982902,13.136979,96
-4.9134035,8.077375,1
-7.8558636,6.939028,1
-8.861953,8.257006,1
-3.8783085,7.478096,1
-7.4705434,6.4602666,1
-7.129095,6.8329134,832
-1.5455861,10.884117,1
-5.163302,5.361763,1
-5.883135,7.449079,1
1.6126779,11.953134,1
-4.6637025,8.954248,192
7.2707915,12.072297,1
8.884438,18.934364,4
-8.931334,8.212457,1
-5.6431856,3.89723,16
4.171401,8.161867,4
3.9169579,10.345817,1
-4.5404,9.001249,1
-1.9176188,6.8649406,2
2.0319793,9.263976,832
-3.0739892,6.379116,1
-2.214273,7.1285844,1
1.1553168,12.202676,4
8.92177,15.32596,1
-3.0747442,3.4765894,2
-5.2434196,5.4033413,192
7.895917,14.813351,2
-9.279118,7.4225926,1
0.572664,7.5207515,2
-3.0786042,5.6493073,1
-6.996175,4.656516,65
-2.3696368,8.422361,832
-2.988262,3.033992,65
-0.11942283,8.63848,2
-10.716499,5.5713897,1
-4.074173,8.871663,1
-6.1875806,7.7742686,2
0.5248954,12.078577,2
-5.850205,5.8229074,1
-8.1527815,4.439543,16
-9.326402,6.5279326,192
-8.227861,3.517365,2
-6.2339954,7.422897,1
5.58319,12.599309,2
-6.5337214,11.9644985,1
-5.024211,9.572114,1
8.133596,17.278563,1
2.7331696,14.751154,32
-2.7791097,5.5136666,1
-7.3580346,7.353929,1
6.9463687,15.661684,4
-0.32876295,8.958159,192
-2.8645885,5.690642,192
-0.269883,14.034017,2
3.0848048,10.616871,1
-6.5489297,2.6503584,16
-5.211098,10.9863,1
-10.110108,6.160476,832
9.771601,17.345314,1
-7.72114,6.856041,1
-5.362179,2.6826365,65
0.6026824,14.01675,32
-10.955696,6.882031,1
-9.891127,4.681521,1
-6.8732753,2.0066423,1
-1.0593635,11.548676,832
-5.544057,3.445582,1
0.53753656,13.364794,4
-2.761969,12.663771,2
-6.516794,1.985652,65
-5.448819,9.523772,192
-8.976175,3.5127854,192
-5.914365,4.75527,1
-0.5334398,11.384656,192
-5.444803,9.231721,1
-7.349164,7.952652,1
2.097431,12.55254,2
-3.2289407,6.575854,1
7.2545104,19.290216,2
4.077927,11.423945,2
-8.7023735,8.591389,1
-3.7927775,9.06715,80
9.397062,17.59987,4
-5.838941,2.2412934,1
-6.6611886,11.552429,1
0.76750153,9.545024,32
-6.7880273,6.018409,1
-4.2268333,5.738861,1
-5.0889435,3.8649492,1
0.4010517,9.003453,832
-5.3485236,7.3445807,1
-4.4302473,5.5154614,2048
-1.587738,10.7717705,1
-2.1887155,7.017992,1
-4.222958,5.829086,1
-5.920252,5.8175917,192
5.9687595,11.122869,4
-8.963436,5.9678483,1
-2.505852,13.042184,32
-6.5199237,6.6603355,1
-4.270704,8.050977,1
-3.2358732,11.168906,1
-6.2163796,10.470707,65
-0.76927847,7.369522,832
-5.293624,7.162282,192
-7.328933,1.9983925,1
-0.05003261,7.183685,8
3.0165641,14.941389,4
-6.4244084,8.964877,1
-1.7372243,11.788642,16
3.1873357,8.797296,2
9.189104,18.762197,1
2.649062,9.391679,2
-5.599541,10.819619,1
-7.815718,7.1836214,832
-5.9617815,11.236238,1
-9.955846,6.931639,1
-6.918088,4.9528003,1
4.56884,13.2197275,1
-10.2600975,7.2288,32
1.4464608,6.8175707,2
4.8015394,13.322873,2
-7.8046927,3.716641,1
-5.4410477,3.8140965,1
-5.8182964,5.516217,65
-9.634262,8.072088,65
6.909102,19.496761,4
-6.6028886,3.6820073,2
-8.58036,3.0080974,1
-8.098641,6.8829875,1
-8.9377365,5.4401517,65
-8.83172,5.7149954,1
3.70007,12.75229,1
-0.54427147,9.168478,2
1.9331023,8.801659,2
-7.151692,9.027545,1
-6.924034,7.1573524,2048
0.31890708,12.190229,2
-3.306215,8.415474,1
3.648935,12.087452,16
-5.9344234,5.457231,1
-1.2785636,6.778228,2
10.2183275,16.953514,4
6.848808,15.710668,1
-1.510021,8.2147875,2
-9.053169,2.591319,1
3.0906618,8.456251,2
-2.039517,6.1185794,16
-1.7869294,7.574144,1
-2.845631,5.650728,1
-0.9534134,7.147139,1
2.0339196,9.931736,32
-8.707485,5.6549506,1
-8.5644045,4.2579684,1
7.5068097,19.643824,2048
-4.77664,3.5545318,1
6.5396047,11.772674,4
9.096978,18.78138,2048
-7.0427103,7.516665,1
1.8881513,12.220969,2
-1.9190254,11.188994,4
-3.7980938,3.6069937,1
-5.800172,7.410652,1
-6.9634943,4.947452,2
-6.2955117,6.8042226,1
-7.0494914,9.215339,1
-9.513985,4.780466,1
2.48092,11.391321,1
-9.614953,9.022535,2
-0.95791,11.408363,16
-6.0588546,7.7639923,1
-9.996627,7.5194645,1
4.457769,14.160916,2
-7.23479,10.101598,1
-9.302904,7.6675143,66
-9.704969,6.364446,1
-6.3766217,6.433477,1
-3.529694,4.9863324,65
-7.301526,7.7332296,1
-5.932107,4.3276453,192
-7.973275,2.8345459,1
-4.856882,6.6268616,1
7.1728153,19.645031,2048
4.827052,11.083346,2
-1.1259763,9.750113,192
3.238455,13.718658,2
5.5978756,12.878721,1
-6.1318607,11.655709,96
6.4384694,12.906618,192
-7.218937,10.975784,65
1.9659337,12.341661,2
3.3803086,10.43213,832
-7.3041644,4.557849,1
5.5642195,12.356707,192
-2.0303395,10.762007,1
-1.7630711,6.4996696,1
-6.2841496,8.260385,32
-2.2679937,11.589101,1
-7.8490977,8.404038,1
-7.444252,8.984619,65
-5.798437,11.151374,1
-9.819433,8.510584,66
-7.4467793,4.5111127,833
-9.736676,6.4505677,2
-2.5691576,4.7377205,1
-6.6748886,7.9633894,192
-4.1157136,8.133189,1
-6.840144,10.56181,1
9.285314,16.121344,2048
5.3502035,11.135084,1
-6.3919215,2.545382,832
3.0446475,8.165178,2
7.1409764,19.344593,4
-3.2436717,6.4587893,832
6.328877,13.999924,192
-4.8532085,9.639861,1
-6.3979664,6.1499467,1
5.1230035,11.838293,1
-6.6985693,8.0227165,1
6.1065583,11.236276,2
-8.26976,6.1068935,832
-6.2015834,5.292166,65
2.8953125,12.631634,65
-3.1896863,7.4744253,1
-3.2684038,4.623543,192
-1.9504464,10.708062,8
-3.5540764,7.597408,1
2.6350133,11.586976,66
1.3058559,9.834541,192
-5.719881,10.154206,1
-3.8308055,7.749462,832
5.785687,13.484205,1
-7.064038,7.7684383,1
-5.552577,2.0119908,1
-1.5732197,11.881323,96
-7.013117,5.1049986,1
-10.024807,5.694177,1344
-0.13525124,10.771814,2
-3.3788722,7.32773,192
-2.444368,11.649032,16
-3.5595877,5.241193,1
-3.725403,5.753528,1
1.1671997,12.461258,2
-6.1303854,6.853907,17
-3.917815,9.980335,1
-6.1566114,2.548154,2
9.567379,16.481384,192
-0.47171155,10.873514,32
0.06635595,12.660731,2
7.66325,14.131681,192
-6.513235,8.359058,1344
-9.044424,4.807405,1
-9.208038,5.6145997,1
-3.0167902,6.8101716,2
-4.0502,10.129969,1
4.463116,12.016915,66
-9.496917,6.1764574,1
-1.6493264,13.347068,32
4.3696146,11.5939865,66
8.967712,14.965114,1
-7.681944,5.1873536,832
-9.411286,5.28086,1
3.5786576,10.3432455,1
-3.3466034,9.44946,1
-4.888435,5.1268873,1
7.3968387,12.162821,192
-5.75382,5.0837336,1
-2.6124737,9.918966,1
-5.2612257,4.455172,1
-7.068916,3.5053616,832
-7.595175,9.140304,1
-1.1831561,11.043956,1
7.0003934,15.985499,1
-5.894882,3.6508086,16
7.7979097,12.394601,1
-8.181078,8.192234,1
-9.43885,5.4388404,1
2.9789574,11.229625,2
-8.3625,4.238194,1
8.338162,13.08067,1
3.9401338,8.152825,2
-5.6301117,9.588618,2
-3.0240967,8.039055,1
-6.678402,6.4972734,32
1.5321646,8.827041,2
-1.684576,9.043646,1
-3.5736768,4.104231,832
-6.7918696,4.555085,832
4.3882174,14.604915,192
4.0968747,8.112922,2
-0.95771545,7.3939047,96
-5.285219,4.8554196,192
-3.5031998,5.6201982,1
-10.133166,4.381965,1
-10.5538645,5.970323,1
-6.2201867,8.164698,1
-1.7322946,11.570252,32
-4.086079,2.6423223,1
-0.96460515,10.037277,1
1.7182239,10.867031,4
-4.5047812,5.939062,2
-6.7142105,3.3831198,1
-4.1423173,5.413268,192
-6.508534,4.019011,1
3.711615,10.817193,1
-9.868217,6.080309,1
2.4386494,10.84948,66
2.3939054,14.62404,1
-5.2938147,5.9757495,1
-2.9016473,12.162314,32
3.570372,11.773277,2
-8.799176,4.984962,32
1.2135797,11.58431,2
4.559651,10.029248,2048
-4.6972036,4.2382455,1
1.8268017,9.301106,2
-1.4988577,8.942704,2
-2.01417,8.561068,16
-2.757766,12.185265,32
-9.412751,8.0222,1
-9.871924,5.843769,1
-5.092845,3.3268063,832
-3.134591,11.231889,1
-4.884337,7.967627,1
-8.065238,2.8480837,192
-3.6374633,8.453525,832
-7.7087026,5.7523594,2
5.7923846,13.357303,192
3.5467808,12.776923,2
-5.1956816,9.915019,2
-9.424655,7.221492,832
-4.2191825,4.8529024,65
3.4213822,13.250508,2
-4.4258933,2.6166337,18
-6.4727483,4.1182237,1
-1.863144,10.906783,1
-8.297593,7.492438,1
2.4998155,13.424461,1
-3.7100968,7.9014187,1
4.661065,10.198996,2
-6.410132,7.010297,65
0.62280667,10.905359,2
-4.6274896,8.7670965,2
-3.4399815,8.332762,1
-4.680713,6.761205,1
1.9230671,12.529083,2
-2.2767453,9.543372,1
2.5390263,12.234144,2
-2.7397919,5.5156775,65
-2.7884326,5.211603,1
-3.1980233,9.188046,1
1.945648,9.634875,2
-2.6474557,9.1185665,832
-2.4489944,8.692958,1
-8.740317,6.338718,1
-3.1159134,5.876408,66
-7.912463,6.741452,1
-5.6307855,11.691225,12
1.3424714,7.04568,1
-7.5003886,6.056039,832
-5.633222,8.844353,1
-7.626215,6.9562798,192
-2.1651726,5.297547,16
-6.076193,5.234685,1
-8.312492,6.4245105,832
-9.723678,5.979928,192
-3.3543973,8.375508,2
-10.297198,4.056407,192
-2.4335861,12.439802,1344
-2.9613688,4.0364304,1
2.9548974,11.641131,1
-7.932131,7.471999,1
0.21533476,8.423164,2
-2.0371346,12.035511,16
-2.0781615,9.604811,1
1.0230527,8.019002,32
-6.676039,4.8302884,2
4.3132515,12.098625,832
-6.4447007,7.0443835,65
-9.623801,6.7901545,1
-7.3984632,4.7083282,1
8.309319,13.868404,192
-9.018858,3.0193048,80
-10.146118,7.175887,832
-2.8794506,11.315829,32
3.6628397,8.294294,2
-5.077775,2.8792717,833
1.8869321,11.802099,2
-8.485208,3.3097854,1
-3.570064,3.4057438,1
4.3275995,8.350437,2
-1.4995605,8.056399,2
-8.566228,9.205025,2
4.60747,11.621661,2
-6.2157097,9.577458,192
-0.5230966,14.200925,2
-4.797626,3.2322347,16
-4.059407,9.213981,1
4.291562,14.222357,1
4.8698325,14.567985,2
-4.215586,4.106908,32
-0.3486408,7.2317934,1
3.6138444,13.2742405,1
-1.2025583,8.550103,2
-6.2449164,9.5814905,1
3.0869188,9.598918,2
-6.248725,11.964436,32
-8.529487,7.434326,1
1.6882069,6.689667,2
-3.871055,8.099071,1
-5.2841334,3.503616,1
-7.6533213,4.408384,16
9.520146,17.32185,1
-2.3812041,12.766018,2
-8.200395,4.0477195,832
-8.560584,4.549141,832
7.0482335,15.765468,1
-7.2440367,5.7079625,1
-7.1120853,5.5737333,65
5.714948,14.926485,4
-7.6450706,10.608762,2
-3.8372018,6.1228237,1
2.0907905,8.68757,2
-7.2640033,6.8876276,1
0.86465365,10.220824,2
-1.9151909,6.7752867,16
2.7067013,9.090629,2
0.55086726,10.099891,1
-7.34741,7.187577,1
3.0081334,12.737254,832
7.4409122,14.841286,192
5.2729006,10.265779,4
-4.70788,4.486575,1
-6.6601377,10.977716,1
-3.438691,8.855046,1
-3.7627618,6.4664664,1
7.485243,19.770088,4
-6.611591,5.916125,192
-0.59865403,10.665938,1
-0.9089347,8.308518,2
2.0987322,10.758875,2
-7.296491,5.0865073,80
-7.312712,6.7575417,16
-4.9985795,6.054514,192
1.0000135,12.776615,192
-5.629881,5.78281,192
-6.5743246,4.9159245,2
-3.1880622,6.3769026,1
-0.48054606,8.852592,1
-0.618825,6.888784,1
-6.41263,7.718726,1
1.3351734,9.196409,2
3.278144,9.152194,2
0.46681795,9.077319,2
-10.934565,5.377536,192
-7.3238344,5.6292496,1
3.4742596,14.64815,66
-6.07908,7.530481,1
-3.1846662,4.3106914,1
3.363303,11.517269,2
-7.5259056,2.6084058,96
-5.3282323,5.882215,1
-8.483706,7.953875,2
-4.2691646,5.0080776,1
-7.777071,10.464383,2
2.6379616,8.871519,2
-6.2612453,5.4983544,1
-4.114269,9.829791,1
-5.719449,4.783683,1
-9.973792,8.33349,1
-0.7279646,10.893558,1
-3.676879,12.616562,33
2.194017,12.028778,2
7.3528147,19.955328,1
-4.7927217,3.5621035,1
-9.131792,7.290583,2
-3.8907979,6.870617,1
4.7791963,14.8129015,192
-1.5756238,9.637057,1
-3.7664263,8.522353,1
-8.691758,2.6042209,833
-7.008371,5.6891656,192
8.125499,15.341851,1
-5.5657277,5.2525287,8
1.9476557,14.552886,32
-10.437041,8.329109,2
-7.903709,6.111792,1
5.298914,10.453231,832
-6.700705,7.2859993,1
5.232509,11.596133,1
2.2955945,9.8512535,2
-3.8580258,3.4845366,1
-6.504652,6.1310945,1
1.7143255,13.816528,1
-7.4814863,6.221102,1
9.113679,18.63346,2
-4.309354,3.9164124,832
8.106392,19.188389,1
-9.547206,6.3104763,1
2.0329025,9.209328,66
-3.9358468,6.4589458,32
9.081708,16.044287,1
-7.6009355,10.2959175,2
1.3710412,8.009602,832
2.3942542,7.192755,2
1.3039738,10.156436,16
-10.220484,7.080287,1
-11.002588,6.7863526,1
-11.381137,5.7320085,2
