umap_x,umap_y,label
-9.079815,7.3731675,1
0.7710356,11.088357,2
-5.665586,7.8066645,1
7.170945,11.840251,2
-7.115997,7.219772,1
-0.9299414,13.592136,2
8.125543,14.553773,1
2.362356,12.050209,1
-4.2105155,9.323665,1344
8.814529,14.124949,1
-9.107396,5.412688,1
-5.119481,7.3013988,1
-5.342993,8.545997,65
-3.7711024,9.878827,1
-9.079533,7.0259953,192
-8.448993,5.9524136,1
-4.5432835,8.19638,2
-6.587939,9.673758,1
-4.5426054,6.453287,1
0.5978072,12.268621,2
-3.9809332,3.169231,1
5.3944244,12.188249,192
-9.310244,8.067656,2
-6.294658,11.134171,32
-4.2007833,11.184026,192
-4.8068433,11.594126,16
-0.8204165,8.198605,1344
-7.502437,6.352678,65
3.542844,9.228952,66
7.2178288,12.209739,1
-2.6741848,4.6650286,1
-9.942613,8.544306,192
-6.760381,5.183601,1
-4.5653696,7.524246,1
-6.089495,4.1297874,1
-4.3684697,9.752883,66
4.463097,9.117916,2
-8.819859,6.5289803,1
-5.50447,2.6593938,1
6.9642444,14.003644,1
-1.6689155,8.277175,2
-7.0082626,10.567484,66
-4.7415147,5.892381,1
-7.1694813,6.640685,192
8.912279,17.427225,1
-1.8163747,12.535818,18
-3.9231746,8.820536,833
2.5174034,11.544572,1
-2.9720984,3.9259417,65
0.88963044,10.686836,832
2.069737,11.0243435,2
6.8830423,11.764928,192
-8.904315,7.18827,2
-3.3049169,10.446097,192
-5.883802,4.083434,1
-6.9981093,5.769201,192
-5.148816,6.757793,1
8.749908,13.403129,2048
-3.182651,6.4258375,192
6.819244,13.5986395,1
-3.9771862,8.262846,1
-5.339761,5.326917,192
-7.2071447,4.2365146,832
-9.071388,7.8346457,1
0.68190694,13.220253,1
9.314753,17.819021,4
-9.924631,6.323851,1
-2.065078,12.076908,2
-0.16573577,13.569433,2
-8.317208,6.5201483,1
-1.4655433,9.673283,192
8.47698,19.039452,4
-5.787629,5.4185653,1
-8.019177,6.408489,65
-8.10807,5.635477,192
-7.263086,6.7984405,1
-1.1935989,8.103436,832
0.4117626,8.492662,1
0.49189782,6.466301,2
-6.3002214,3.3875058,1
-3.1104095,8.577443,1
-1.3081897,9.064435,2
1.4948729,12.82373,2
-6.580846,5.917467,1
7.112391,19.238092,2
-6.7139554,6.760191,2
2.0330012,14.369906,2
-1.0240039,12.79707,32
-6.7499585,9.295275,1
0.037859723,13.714671,66
-5.591609,7.434839,1
-9.471638,7.087847,192
-8.545616,6.4763613,1
-8.175656,3.062777,1
-8.9237585,3.888556,1
-1.5235573,7.3550234,1
-9.537366,7.12128,1
-6.4789977,5.8488693,1
6.933777,13.177945,1
-9.342805,6.8323407,1
6.656214,12.033549,2
2.3020911,7.728168,2
-3.3104944,4.7575116,65
7.5430617,18.616505,1
-0.10419366,13.912875,2
-1.3494684,10.371606,1
-5.675076,11.0523405,1
-4.7987556,11.691526,33
-4.634708,6.306488,1
-3.9352455,4.8331017,16
3.6047666,14.757652,4
-7.1724753,8.50721,192
-3.0442245,5.524413,192
-2.867169,3.7523942,2
8.937643,14.64873,4
1.789475,14.467831,2
-0.22889447,8.769673,1
2.2166054,9.66804,2
8.243321,14.353506,1
-5.1416993,5.693788,1
-5.6686354,9.825843,192
-6.6087613,3.91854,1
-7.767823,4.3597283,1
8.798843,15.66149,2048
-8.099431,7.855173,1344
-10.83995,5.483064,2
-4.1396456,6.4534755,1
-3.7772624,3.7544162,1
-3.8027709,3.7407947,1
-4.324649,3.0190556,832
-8.180546,7.149231,1
-2.046299,8.2054825,832
-7.1299405,5.0932093,1
-1.3832427,8.768124,1
5.345218,13.581912,2
6.20259,13.876562,1
9.755097,16.760715,1
3.9856884,13.014944,66
-6.7352276,8.154041,32
-5.1045966,7.0890393,1
-5.410795,4.0741677,1
0.064202406,10.980293,2
-4.5682697,4.199387,16
1.1850138,9.436939,2
3.9143343,8.657253,4
1.5787545,8.449538,192
2.4312806,8.202057,1
-5.550283,6.5452375,1
-5.426369,9.714974,1
-4.3938117,9.637587,2
-3.9707093,10.915742,32
-3.7978642,6.6808643,1
6.9706216,16.339111,4
-4.6300883,4.4146566,1
1.9797629,14.2028055,2
-5.9929976,3.9507153,1
-0.41117376,12.925493,16
3.519523,14.539921,2
7.4891953,17.868761,1
