name,RA,DECL,slitwidth,exptime,nexp,binspect,binspat,slitangle,airmass_max,mag,magsystem,magfilter,channel,wrange,Note,Comment
J083716.47+035606.1,08:37:16.5,+03:56:06,SET 1.3,SET 240,2,3,2,PA,2.0,17.16,AB,r,R,6939:7019,K backup,"backup; K; z=0.063; r=17.2; line Ha at 6980 A (R); trend flat/unknown; last spectrum 4.5 yr ago; exposure model 8 min; Zeltyn+2024 object; WHY: KNOWN changer (Zeltyn CL-AGN): ZTF r moved -0.02 mag since the last spectrum; W1 slope +0.21 mag/yr; state-reversal candidate; last spectrum 4.5 yr ago; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.84"
P17881,08:38:26.5,+37:19:07,SET 1.3,SET 330,2,3,2,PA,2.0,18.5,AB,r,R,5846:5926,K backup,"backup; K; z=0.211; r=18.5; line Hb at 5887 A (R); trend brightening; last spectrum 1.5 yr ago; exposure model 11 min; DR16 quasar; WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 0.48 mag since the 864-52320-335 spectrum (ZTF vs synthetic); W1 faded 0.23 mag 2014-24; W1-W2 redder by 0.10; W1 amplitude 0.49 mag; manifold prior P_hb 0.19, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 2.745"
P5182,21:02:00.4,+00:05:02,SET 1.3,SET 480,2,3,2,PA,2.0,18.68,AB,r,R,6422:6502,K backup,"backup; K; z=0.329; r=18.7; line Hb at 6462 A (R); trend fading; last spectrum 24.3 yr ago; exposure model 16 min; DR16 quasar; WHY: KNOWN changer (turn-off / dimming; turn-off) with recent photometric motion; optical fainter by 0.27 mag since the 985-52431-352 spectrum (ZTF vs synthetic); W1 brightened 0.45 mag 2014-24; W1-W2 redder by 0.30; W1 amplitude 0.69 mag; log Edd -1.49; manifold prior P_hb 0.05, direction turn-off-like; oct27: x1.0 moon, 16 min + 5 overhead -> yield/h 2.723"
G4931652796468713472,22:29:24.2,-01:55:16,SET 1.3,SET 240,2,3,2,PA,2.0,17.68,AB,r,R,7405:7485,D2 backup,"backup; D2; z=0.134; r=17.7; line Ha at 7445 A (R); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN BROADLINE, z=0.134): W1 brightened 0.41 mag and W2 0.54 mag 2014-24 (15/20 sigma); ZTF g brighter than the archival spectrum by 0.47 mag (host-offset corrected), ZTF amplitude 0.94; W1-W2 reddened by +0.13 (nucleus emerging); score 0.84 = literature success rate of this trigger set; oct27: x0.7 moon, 8 min + 5 overhead -> yield/h 2.714"
G5656716943262242816,22:25:59.7,+20:19:45,SET 1.3,SET 240,2,3,2,PA,2.0,17.86,AB,r,R,7542:7622,D2 backup,"backup; D2; z=0.155; r=17.9; line Ha at 7583 A (R); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.155): W1 brightened 0.57 mag and W2 0.96 mag 2014-24 (20/33 sigma); ZTF g brighter than the archival spectrum by 0.35 mag (host-offset corrected), ZTF amplitude 0.98; W1-W2 reddened by +0.38 (nucleus emerging); score 0.84 = literature success rate of this trigger set; oct27: x0.7 moon, 8 min + 5 overhead -> yield/h 2.714"
P18057,08:36:46.9,+15:13:00,SET 1.3,SET 240,2,3,2,PA,2.0,18.15,AB,r,R,6181:6261,K backup,"backup; K; z=0.280; r=18.1; line Hb at 6221 A (R); trend brightening; last spectrum 20.5 yr ago; exposure model 8 min; DR16 quasar; WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 1.01 mag since the 2427-53815-420 spectrum (ZTF vs synthetic); W1 amplitude 0.41 mag; log Edd -1.90; manifold prior P_hb 0.03, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.596"
G6511082560755619840,09:50:00.3,+18:04:19,SET 1.3,SET 240,2,3,2,PA,2.0,18.07,AB,r,R,7536:7616,D2 backup,"backup; D2; z=0.154; r=18.1; line Ha at 7576 A (R); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN BROADLINE, z=0.154): W1 brightened 0.24 mag and W2 0.34 mag 2014-24 (6/9 sigma); optical change +0.01 mag; W1-W2 reddened by +0.10 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
G2012133841531070464,09:26:02.3,+63:41:50,SET 1.3,SET 240,2,3,2,PA,2.0,18.04,AB,r,R,7285:7365,D2 backup,"backup; D2; z=0.116; r=18.0; line Ha at 7325 A (R); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.116): W1 brightened 0.28 mag and W2 0.47 mag 2014-24 (10/17 sigma); optical change -0.04 mag; W1-W2 reddened by +0.19 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
G507897438229522432,09:16:40.5,+56:46:20,SET 1.3,SET 240,2,3,2,PA,2.0,16.63,AB,r,R,6965:7045,D2 backup,"backup; D2; z=0.067; r=16.6; line Ha at 7006 A (R); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN BROADLINE, z=0.067): W1 brightened 0.59 mag and W2 0.92 mag 2014-24 (22/35 sigma); optical change -0.01 mag; W1-W2 reddened by +0.33 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
G486460534498027520,07:36:46.7,+39:32:55,SET 1.3,SET 240,2,3,2,PA,2.0,17.86,AB,r,R,7223:7303,D2 backup,"backup; D2; z=0.107; r=17.9; line Ha at 7263 A (R); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.107): W1 brightened 0.21 mag and W2 0.34 mag 2014-24 (8/12 sigma); optical change +0.04 mag; W1-W2 reddened by +0.13 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
G628370659268913152,09:51:35.3,+57:55:53,SET 1.3,SET 240,2,3,2,PA,2.0,18.22,AB,r,R,7457:7537,D2 backup,"backup; D2; z=0.142; r=18.2; line Ha at 7497 A (R); trend brightening; last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.142): W1 brightened 0.21 mag and W2 0.35 mag 2014-24 (6/10 sigma); optical change -0.27 mag; W1-W2 reddened by +0.14 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
G547284143793268736,09:31:16.4,+61:53:05,SET 1.3,SET 240,2,3,2,PA,2.0,17.78,AB,r,G,5618:5698,D2 backup,"backup; D2; z=0.164; r=17.8; line Hb at 5658 A (G); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN BROADLINE, z=0.164): W1 brightened 0.23 mag and W2 0.40 mag 2014-24 (8/14 sigma); optical change +0.02 mag; W1-W2 reddened by +0.18 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
G1959231915332495360,09:27:25.4,+11:34:20,SET 1.3,SET 240,2,3,2,PA,2.0,18.18,AB,r,R,7406:7486,D2 backup,"backup; D2; z=0.135; r=18.2; line Ha at 7447 A (R); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.135): W1 brightened 0.27 mag and W2 0.44 mag 2014-24 (8/12 sigma); optical change -0.16 mag; W1-W2 reddened by +0.16 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
G1050515509822384128,08:37:22.4,+33:39:55,SET 1.3,SET 240,2,3,2,PA,2.0,17.25,AB,r,R,6988:7068,D2 backup,"backup; D2; z=0.071; r=17.2; line Ha at 7029 A (R); trend brightening (IR); last spectrum nan yr ago; exposure model 8 min; turn-on arm: SDSS narrow-line AGN galaxy; WHY: TURN-ON candidate (galaxy parent, AGN, z=0.071): W1 brightened 0.30 mag and W2 0.45 mag 2014-24 (8/13 sigma); optical change -0.00 mag; W1-W2 reddened by +0.16 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492"
P25897,10:49:28.3,+55:39:27,SET 1.3,SET 450,2,3,2,PA,2.0,18.68,AB,r,R,6345:6425,D1 backup,"backup; D1; z=0.314; r=18.7; line Hb at 6386 A (R); trend fading; last spectrum 24.4 yr ago; exposure model 15 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.65, P(continuum dimmed) = 0.77; optical fainter by 0.76 mag since the 906-52368-505 spectrum (ZTF vs synthetic); W1 faded 0.84 mag 2014-24; W1 amplitude 0.51 mag; log Edd -0.81; manifold prior P_hb 0.18, direction turn-off-like; oct27: x1.0 moon, 15 min + 5 overhead -> yield/h 1.961"
P25714,10:36:34.0,+62:09:40,SET 1.3,SET 240,2,3,2,PA,2.0,17.8,AB,r,R,7499:7579,D1 backup,"backup; D1; z=0.149; r=17.8; line Ha at 7540 A (R); trend fading; last spectrum 24.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.05; optical fainter by 0.31 mag since the 773-52376-272 spectrum (ZTF vs synthetic); W1 faded 0.30 mag 2014-24; W1 amplitude 0.52 mag; manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.958"
P15347,08:20:50.5,+47:20:48,SET 1.3,SET 300,2,3,2,PA,2.0,18.46,AB,r,R,7369:7449,D1 backup,"backup; D1; z=0.129; r=18.5; line Ha at 7409 A (R); trend fading (IR); last spectrum 25.8 yr ago; exposure model 10 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.48, P(continuum dimmed) = 0.08; optical fainter by 0.10 mag since the 441-51868-450 spectrum (ZTF vs synthetic); W1 faded 0.61 mag 2014-24; W1 amplitude 1.49 mag; manifold prior P_hb 0.21, direction turn-on-like; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 1.926"
P17120,08:54:22.9,+47:05:54,SET 1.3,SET 240,2,3,2,PA,2.0,18.25,AB,r,G,5713:5793,D1 backup,"backup; D1; z=0.184; r=18.2; line Hb at 5753 A (G); trend fading; last spectrum 24.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.04; optical fainter by 0.21 mag since the 764-52238-193 spectrum (ZTF vs synthetic); W1 faded 0.22 mag 2014-24; W1 amplitude 0.45 mag; manifold prior P_hb 0.08, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.921"
P22346,10:22:16.8,+41:55:46,SET 1.3,SET 240,2,3,2,PA,2.0,17.97,AB,r,R,7279:7359,D1 backup,"backup; D1; z=0.115; r=18.0; line Ha at 7319 A (R); trend flat/unknown; last spectrum 22.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.03; optical brighter by 0.02 mag since the 1358-52994-85 spectrum (ZTF vs synthetic); manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.918"
P17280,08:51:45.9,+11:09:18,SET 1.3,SET 300,2,3,2,PA,2.0,18.44,AB,r,R,7381:7461,D1 backup,"backup; D1; z=0.131; r=18.4; line Ha at 7421 A (R); trend fading; last spectrum 2.8 yr ago; exposure model 10 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.48, P(continuum dimmed) = 0.04; optical fainter by 0.38 mag since the 2574-54084-542 spectrum (ZTF vs synthetic); W1 faded 0.25 mag 2014-24; W1 amplitude 0.62 mag; manifold prior P_hb 0.19, direction neutral; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 1.917"
P16249,08:29:09.2,+56:12:36,SET 1.3,SET 300,2,3,2,PA,2.0,18.47,AB,r,R,6196:6276,D1 backup,"backup; D1; z=0.283; r=18.5; line Hb at 6237 A (R); trend fading; last spectrum 21.7 yr ago; exposure model 10 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.46, P(continuum dimmed) = 0.03; optical fainter by 0.28 mag since the 1783-53386-491 spectrum (ZTF vs synthetic); manifold prior P_hb 0.03, direction neutral; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 1.833"
P20088,09:14:18.7,+54:20:33,SET 1.3,SET 240,2,3,2,PA,2.0,17.89,AB,r,R,7186:7266,D1 backup,"backup; D1; z=0.101; r=17.9; line Ha at 7227 A (R); trend fading (IR); last spectrum 25.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.03; optical fainter by 0.20 mag since the 554-52000-364 spectrum (ZTF vs synthetic); W1 faded 0.39 mag 2014-24; W1-W2 bluer by 0.21; W1 amplitude 0.55 mag; manifold prior P_hb 0.24, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.82"
P24003,10:09:46.0,+52:34:41,SET 1.3,SET 240,2,3,2,PA,2.0,18.12,AB,r,G,5671:5751,D1 backup,"backup; D1; z=0.175; r=18.1; line Hb at 5711 A (G); trend fading (IR); last spectrum 24.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.05; optical fainter by 0.02 mag since the 903-52400-598 spectrum (ZTF vs synthetic); W1 faded 0.31 mag 2014-24; W1 amplitude 0.55 mag; manifold prior P_hb 0.10, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.818"
P25304,10:33:21.2,+43:23:02,SET 1.3,SET 390,2,3,2,PA,2.0,18.57,AB,r,R,5933:6013,D1 backup,"backup; D1; z=0.229; r=18.6; line Hb at 5974 A (R); trend fading; last spectrum 22.7 yr ago; exposure model 13 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.54, P(continuum dimmed) = 0.07; optical fainter by 0.24 mag since the 1429-52990-109 spectrum (ZTF vs synthetic); manifold prior P_hb 0.05, direction turn-off-like; oct27: x1.0 moon, 13 min + 5 overhead -> yield/h 1.785"
P5293,21:30:15.5,+11:20:10,SET 1.3,SET 240,2,3,2,PA,2.0,17.86,AB,r,R,7327:7407,D1 backup,"backup; D1; z=0.123; r=17.9; line Ha at 7368 A (R); trend fading; last spectrum 24.2 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.38, P(continuum dimmed) = 0.02; optical fainter by 0.23 mag since the 730-52466-593 spectrum (ZTF vs synthetic); W1 faded 0.34 mag 2014-24; manifold prior P_hb 0.08, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.76"
P4901,20:58:22.1,-06:50:04,SET 1.3,SET 240,2,3,2,PA,2.0,18.05,AB,r,R,7007:7087,D1 backup,"backup; D1; z=0.074; r=18.1; line Ha at 7047 A (R); trend fading (IR); last spectrum 25.0 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.38, P(continuum dimmed) = 0.02; optical fainter by 0.14 mag since the 636-52176-105 spectrum (ZTF vs synthetic); W1 faded 0.43 mag 2014-24; W1-W2 bluer by 0.12; W1 amplitude 0.54 mag; manifold prior P_hb 0.03, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.759"
P16919,08:41:54.0,+16:06:42,SET 1.3,SET 240,2,3,2,PA,2.0,18.06,AB,r,R,7495:7575,D1 backup,"backup; D1; z=0.148; r=18.1; line Ha at 7535 A (R); trend fading (IR); last spectrum 20.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.38, P(continuum dimmed) = 0.10; optical fainter by 0.02 mag since the 2278-53711-81 spectrum (ZTF vs synthetic); W1 faded 0.94 mag 2014-24; W1-W2 bluer by 0.29; W1 amplitude 0.95 mag; manifold prior P_hb 0.25, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.748"
P19471,09:28:02.0,+50:05:38,SET 1.3,SET 240,2,3,2,PA,2.0,18.34,AB,r,R,7193:7273,D1 backup,"backup; D1; z=0.102; r=18.3; line Ha at 7234 A (R); trend flat/unknown; last spectrum 23.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.38, P(continuum dimmed) = 0.02; optical fainter by 0.13 mag since the 901-52641-358 spectrum (ZTF vs synthetic); W1-W2 bluer by 0.24; W1 amplitude 0.49 mag; manifold prior P_hb 0.05, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.745"
P15322,08:02:21.0,+35:32:19,SET 1.3,SET 360,2,3,2,PA,2.0,18.54,AB,r,G,5715:5795,D1 backup,"backup; D1; z=0.184; r=18.5; line Hb at 5756 A (G); trend fading (IR); last spectrum 24.8 yr ago; exposure model 12 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.49, P(continuum dimmed) = 0.06; optical fainter by 0.20 mag since the 757-52238-37 spectrum (ZTF vs synthetic); W1 faded 0.33 mag 2014-24; W1-W2 bluer by 0.23; W1 amplitude 0.65 mag; manifold prior P_hb 0.15, direction turn-off-like; oct27: x1.0 moon, 12 min + 5 overhead -> yield/h 1.731"
P19220,09:18:56.0,+30:16:59,SET 1.3,SET 240,2,3,2,PA,2.0,18.29,AB,r,R,7474:7554,D1 backup,"backup; D1; z=0.145; r=18.3; line Ha at 7514 A (R); trend fading; last spectrum 21.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.37, P(continuum dimmed) = 0.02; optical fainter by 0.25 mag since the 1938-53379-198 spectrum (ZTF vs synthetic); W1 amplitude 0.43 mag; manifold prior P_hb 0.23, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.72"
P18582,09:10:34.3,+03:13:28,SET 1.3,SET 240,2,3,2,PA,2.0,17.52,AB,r,R,7308:7388,D1 backup,"backup; D1; z=0.120; r=17.5; line Ha at 7348 A (R); trend fading; last spectrum 2.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.37, P(continuum dimmed) = 0.03; optical fainter by 0.36 mag since the 566-52238-70 spectrum (ZTF vs synthetic); W1 brightened 0.11 mag 2014-24; W1 amplitude 0.88 mag; manifold prior P_hb 0.19, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.716"
P20234,09:05:31.7,+17:32:15,SET 1.3,SET 240,2,3,2,PA,2.0,18.06,AB,r,R,7364:7444,D1 backup,"backup; D1; z=0.128; r=18.1; line Ha at 7405 A (R); trend fading; last spectrum 20.4 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.37, P(continuum dimmed) = 0.02; optical fainter by 0.27 mag since the 2435-53828-453 spectrum (ZTF vs synthetic); W1 faded 0.12 mag 2014-24; manifold prior P_hb 0.13, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.709"
P25075,10:54:39.3,+47:51:44,SET 1.3,SET 240,2,3,2,PA,2.0,17.16,AB,r,R,7001:7081,D1 backup,"backup; D1; z=0.073; r=17.2; line Ha at 7041 A (R); trend fading; last spectrum 23.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.37, P(continuum dimmed) = 0.02; optical fainter by 0.29 mag since the 963-52643-557 spectrum (ZTF vs synthetic); manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.698"
P23924,10:16:28.0,+46:30:52,SET 1.3,SET 240,2,3,2,PA,2.0,17.73,AB,r,R,7447:7527,D1 backup,"backup; D1; z=0.141; r=17.7; line Ha at 7487 A (R); trend fading; last spectrum 23.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.36, P(continuum dimmed) = 0.03; optical fainter by 0.26 mag since the 944-52614-374 spectrum (ZTF vs synthetic); W1-W2 bluer by 0.08; manifold prior P_hb 0.13, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.673"
P20813,09:39:01.8,+08:48:17,SET 1.3,SET 240,2,3,2,PA,2.0,17.59,AB,r,R,7416:7496,D1 backup,"backup; D1; z=0.136; r=17.6; line Ha at 7457 A (R); trend fading; last spectrum 22.7 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.36, P(continuum dimmed) = 0.03; optical fainter by 0.21 mag since the 1304-52993-65 spectrum (ZTF vs synthetic); W1 faded 0.19 mag 2014-24; W1-W2 bluer by 0.10; W1 amplitude 0.52 mag; manifold prior P_hb 0.13, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.654"
P19648,09:28:54.1,+52:24:16,SET 1.3,SET 450,2,3,2,PA,2.0,18.66,AB,r,R,5825:5905,D1 backup,"backup; D1; z=0.207; r=18.7; line Hb at 5866 A (R); trend fading; last spectrum 24.8 yr ago; exposure model 15 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.55, P(continuum dimmed) = 0.07; optical fainter by 0.29 mag since the 767-52252-522 spectrum (ZTF vs synthetic); W1 faded 0.40 mag 2014-24; W1-W2 bluer by 0.17; W1 amplitude 0.47 mag; manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 15 min + 5 overhead -> yield/h 1.643"
P16733,08:31:05.4,+48:42:32,SET 1.3,SET 240,2,3,2,PA,2.0,18.17,AB,r,G,5645:5725,D1 backup,"backup; D1; z=0.170; r=18.2; line Hb at 5686 A (G); trend fading; last spectrum 25.8 yr ago; exposure model 8 min; DR16 quasar; WHY: P(broad Hbeta fell > 2x) = 0.35, P(continuum dimmed) = 0.02; optical fainter by 0.21 mag since the 443-51873-46 spectrum (ZTF vs synthetic); W1 faded 0.21 mag 2014-24; manifold prior P_hb 0.12, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.625"
P17407,08:36:58.9,+44:26:02,SET 1.3,SET 240,2,3,2,PA,2.0,15.61,AB,r,R,6057:6137,B backup,"backup; B; z=0.254; r=15.6; line Hb at 6098 A (R); trend flat/unknown; last spectrum 24.8 yr ago; exposure model 8 min; DR16 quasar; WHY: BLIND manifold stratum (W1 manifold, Hemmati+2026): literature-CLAGN region, 26% of the 50 nearest training objects are literature CLAGNs, archival SDSS spectrum as baseline, no photometric trigger; optical fainter by 0.17 mag since the 762-52232-498 spectrum (ZTF vs synthetic); W1 faded 0.17 mag 2014-24; W1-W2 redder by 0.11; log Edd -0.63; manifold prior P_hb 0.11 (literature corner), direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead"
P4869,17:30:52.7,+60:25:17,SET 1.3,SET 240,2,3,2,PA,2.0,17.81,AB,r,G,4799:4879,B backup,"backup; B; z=0.730; r=17.8; line MgII at 4839 A (G); trend flat/unknown; last spectrum 26.0 yr ago; exposure model 8 min; DR16 quasar; WHY: BLIND manifold stratum (W1 manifold, Hemmati+2026): literature-CLAGN region, 24% of the 50 nearest training objects are literature CLAGNs, archival SDSS spectrum as baseline, no photometric trigger; optical fainter by 0.16 mag since the 354-51792-113 spectrum (ZTF vs synthetic); log Edd -0.62; manifold prior P_hb 0.11 (literature corner), direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.108"
