wavelength_um,flux_mjy,flux_err_mjy,wavelength_half_width_um,bandpass,ab_mag,ab_mag_err,object_name,ra_deg,dec_deg,spectrum_type,background_mode,aperture_radius_pix,aperture_radius_arcsec,annulus_inner_radius_pix,annulus_outer_radius_pix,flux_raw_mjy,background_median_mjy_per_pix,variance_ap_mjy2,variance_bg_mjy2,covariance_aperture_background_mjy2,variance_measurement_mjy2,variance_calibration_mjy2,variance_total_mjy2,measurement_method,mask_mode,n_aperture_pixels,n_annulus_pixels,image_names,mjds,flag_names,flag_values,aperture_coverage,aperture_centroid_dra_arcsec,aperture_centroid_ddec_arcsec,annulus_centroid_dra_arcsec,annulus_centroid_ddec_arcsec
1.13493,0.20838,0.040533,0.01351,SPHEREx-D2,18.103,0.211,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4080,0.12641,0.0014459,0.00020166,0.000011010,0.0016256,0.000017369,0.0016429,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,170,level2_2025W29_1A_0504_2D2_spx_l2b-v20-2025-260.fits,60872.70105800,SOURCE:18,2097152:18,1.0000000000000002,1.161,-2.154,4.291,2.572
1.15554,0.15841,0.044444,0.01386,SPHEREx-D2,18.401,0.305,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6306,0.15513,0.0016510,0.00032388,0.0000048229,0.0019652,0.000010038,0.0019753,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,174,level2_2026W06_2A_0290_2D2_spx_l2b-v23-2026-040.fits,61077.92087800,SOURCE:17,0:1;2097152:17,1,1.236,-2.395,3.279,8.303
1.16210,0.23944,0.042075,0.01409,SPHEREx-D2,17.952,0.191,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4037,0.12255,0.0015287,0.00026798,0.000024615,0.0017474,0.000022932,0.0017703,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,173,level2_2025W29_1A_0504_3D2_spx_l2b-v20-2025-260.fits,60872.70255000,SOURCE:16,2097152:16,1.0000000000000002,1.067,-1.626,2.466,2.256
1.18308,0.28329,0.045280,0.01432,SPHEREx-D2,17.769,0.174,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.7728,0.15693,0.0017830,0.00025499,0.0000099058,0.0020182,0.000032101,0.0020503,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,159,level2_2026W06_2A_0290_3D2_spx_l2b-v23-2026-040.fits,61077.92237000,SOURCE:16,2097152:16,1,1.451,-2.158,1.641,6.871
1.18982,0.24798,0.042363,0.01455,SPHEREx-D2,17.914,0.185,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3986,0.12133,0.0015139,0.00023800,-0.0000090581,0.0017700,0.000024598,0.0017946,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,174,level2_2025W29_1A_0306_1D2_spx_l2b-v20-2025-260.fits,60871.61130300,SOURCE:20,2097152:20,1,1.136,-0.562,0.565,7.277
1.20628,0.25264,0.042152,0.01466,SPHEREx-D2,17.894,0.181,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.4305,0.12403,0.0015691,0.00023441,0.000026111,0.0017513,0.000025530,0.0017768,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,171,level2_2026W29_2A_0052_2D2_spx_l2b-v25-2026-206.fits,61237.73811400,SOURCE:15,0:3;2097152:15,1,0.683,-1.213,1.881,8.154
1.21156,0.16255,0.043666,0.01459,SPHEREx-D2,18.373,0.292,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6674,0.15852,0.0016638,0.00025318,0.000010441,0.0018961,0.000010569,0.0019067,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W06_2A_0290_4D2_spx_l2b-v23-2026-040.fits,61077.92386200,SOURCE:16,2097152:16,1.0000000000000002,1.529,-0.743,5.062,6.593
1.23491,0.23522,0.041135,0.01493,SPHEREx-D2,17.971,0.190,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3648,0.11875,0.0014460,0.00024553,0.000010784,0.0016700,0.000022131,0.0016921,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,164,level2_2026W29_2A_0052_3D2_spx_l2b-v25-2026-206.fits,61237.73960600,SOURCE:16,2097152:16,1,0.580,-1.479,1.973,7.964
1.24017,0.16892,0.046191,0.01488,SPHEREx-D2,18.331,0.297,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.7081,0.16211,0.0018585,0.00027981,0.0000080479,0.0021222,0.000011414,0.0021336,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,165,level2_2026W06_2A_0608_1D2_spx_l2b-v23-2026-040.fits,61079.47825900,SOURCE:17,0:4;2097152:17,1.0000000000000002,0.948,-0.539,6.164,9.100
1.24758,0.28017,0.042591,0.01493,SPHEREx-D2,17.781,0.165,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4570,0.12380,0.0016134,0.00026174,0.000046257,0.0017826,0.000031398,0.0018140,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,175,level2_2025W29_1A_0306_3D2_spx_l2b-v20-2025-260.fits,60871.61428800,SOURCE:21,2097152:21,1,0.281,-1.336,5.084,5.959
1.26473,0.30650,0.043317,0.01526,SPHEREx-D2,17.684,0.153,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5103,0.12678,0.0016581,0.00023417,0.000026713,0.0018388,0.000037578,0.0018764,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W29_2A_0052_4D2_spx_l2b-v25-2026-206.fits,61237.74109800,SOURCE:17,0:1;2097152:17,1,2.239,-1.599,1.324,5.362
1.26982,0.25406,0.044042,0.01522,SPHEREx-D2,17.888,0.188,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.8082,0.16370,0.0017286,0.00029596,0.000055361,0.0019138,0.000025820,0.0019397,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,171,level2_2026W06_2A_0608_2D2_spx_l2b-v23-2026-040.fits,61079.47975100,SOURCE:15,0:3;2097152:15,1,1.494,-0.926,3.009,5.743
1.27708,0.17342,0.041542,0.01539,SPHEREx-D2,18.302,0.260,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3641,0.12535,0.0014365,0.00022282,-0.000027191,0.0017137,0.000012029,0.0017258,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,174,level2_2025W29_1A_0306_4D2_spx_l2b-v20-2025-260.fits,60871.61578000,SOURCE:21,2097152:21,0.9999999999999998,1.598,-3.052,2.708,3.910
1.28167,0.24726,0.046322,0.01552,SPHEREx-D2,17.917,0.203,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.8064,0.16422,0.0017840,0.00031741,-0.0000099319,0.0021213,0.000024454,0.0021457,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,170,level2_2026W06_1A_0416_1D2_spx_l2b-v23-2026-037.fits,61075.06639000,SOURCE:17,0:3;2097152:17,1,0.018,-0.880,1.129,7.949
1.29438,0.19437,0.040751,0.01558,SPHEREx-D2,18.178,0.228,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3582,0.12268,0.0013635,0.00022783,-0.000027074,0.0016455,0.000015111,0.0016606,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W29_2A_0284_1D2_spx_l2b-v25-2026-206.fits,61238.89054300,SOURCE:16,0:2;2097152:16,1,1.171,-0.973,1.520,8.855
1.30757,0.16029,0.039342,0.01575,SPHEREx-D2,18.388,0.266,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3772,0.12815,0.0014508,0.00025818,0.000085731,0.0015375,0.000010277,0.0015478,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,177,level2_2025W29_1A_0340_1D2_spx_l2b-v20-2025-260.fits,60871.81519100,SOURCE:20,2097152:20,1,1.017,-1.843,3.225,5.532
1.31226,0.34267,0.048770,0.01580,SPHEREx-D2,17.563,0.155,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.8491,0.15857,0.0018402,0.00033851,-0.000076400,0.0023315,0.000046970,0.0023785,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W06_1A_0416_2D2_spx_l2b-v23-2026-037.fits,61075.06788200,SOURCE:16,0:2;2097152:16,1,0.920,-1.331,5.189,5.997
1.32539,0.31193,0.043406,0.01590,SPHEREx-D2,17.665,0.151,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5063,0.12561,0.0015195,0.00025444,-0.000035630,0.0018452,0.000038920,0.0018841,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,156,level2_2026W29_2A_0284_2D2_spx_l2b-v25-2026-206.fits,61238.89203600,SOURCE:16,0:3;2097152:16,1,0.619,-1.127,5.052,10.850
1.34313,0.23700,0.047648,0.01607,SPHEREx-D2,17.963,0.218,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.7812,0.16255,0.0017683,0.00030155,-0.000088997,0.0022479,0.000022469,0.0022703,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,172,level2_2026W06_1A_0416_3D2_spx_l2b-v23-2026-037.fits,61075.06937400,SOURCE:18,0:3;2097152:18,0.9999999999999998,0.607,-1.205,1.949,7.623
1.35681,0.34017,0.041342,0.01630,SPHEREx-D2,17.571,0.132,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5227,0.12443,0.0014381,0.00026389,0.000019572,0.0016629,0.000046285,0.0017091,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,172,level2_2026W29_2A_0284_3D2_spx_l2b-v25-2026-206.fits,61238.89354600,SOURCE:17,0:2;2097152:17,0.9999999999999998,0.493,-0.818,6.706,6.769
1.37060,0.27769,0.036779,0.01642,SPHEREx-D2,17.791,0.144,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4492,0.12322,0.0013498,0.00022727,0.00012762,0.0013219,0.000030844,0.0013527,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,177,level2_2025W29_1A_0340_3D2_spx_l2b-v20-2025-260.fits,60871.81819300,SOURCE:18,2097152:18,1,0.960,-1.653,1.477,5.156
1.37514,0.26796,0.042131,0.01656,SPHEREx-D2,17.830,0.171,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.8191,0.16328,0.0017508,0.00032039,0.00016246,0.0017463,0.000028722,0.0017750,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2026W06_1A_0416_4D2_spx_l2b-v23-2026-037.fits,61075.07086700,SOURCE:16,0:1;2097152:16,1,1.609,-1.018,3.843,7.677
1.38893,0.36854,0.043326,0.01680,SPHEREx-D2,17.484,0.128,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.5863,0.12815,0.0015784,0.00020714,-0.000018636,0.0018228,0.000054328,0.0018771,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W29_2A_0284_4D2_spx_l2b-v25-2026-206.fits,61238.89503800,SOURCE:16,0:1;2097152:16,1,0.949,-0.714,3.559,9.445
1.40298,0.25954,0.040022,0.01683,SPHEREx-D2,17.864,0.167,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4834,0.12884,0.0015063,0.00020705,0.000069283,0.0015748,0.000026945,0.0016018,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,176,level2_2025W29_1A_0340_4D2_spx_l2b-v20-2025-260.fits,60871.81968600,SOURCE:21,2097152:21,1.0000000000000004,1.281,-1.211,2.557,4.150
1.40797,0.15063,0.038591,0.01706,SPHEREx-D2,18.455,0.278,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.7178,0.16500,0.0015661,0.00030554,0.00019575,0.0014802,0.0000090753,0.0014892,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,164,level2_2026W06_1A_0594_1D2_spx_l2b-v23-2026-037.fits,61075.95069300,SOURCE:16,0:2;2097152:16,0.9999999999999998,2.124,-2.130,1.851,6.045
1.41088,0.18189,0.040685,0.01703,SPHEREx-D2,18.250,0.243,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4031,0.12855,0.0013929,0.00025179,0.0000013356,0.0016420,0.000013234,0.0016553,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,20,174,level2_2025W28_2A_0419_1D2_spx_l2b-v20-2025-260.fits,60868.82561800,SOURCE:21,2097152:21,1,0.452,-1.793,2.791,7.769
1.41118,0.28877,0.041449,0.01703,SPHEREx-D2,17.749,0.156,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5605,0.13385,0.0015325,0.00024966,0.000048769,0.0016846,0.000033355,0.0017180,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,175,level2_2025W33_2C_0500_1D2_spx_l2b-v20-2025-266.fits,60903.54596400,SOURCE:18,2097152:18,0.9999999999999998,1.290,-0.364,4.829,5.990
1.42831,0.24229,0.040343,0.01737,SPHEREx-D2,17.939,0.181,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4429,0.12642,0.0013054,0.00024390,-0.000027411,0.0016041,0.000023483,0.0016276,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,158,level2_2026W29_2A_0160_2D2_spx_l2b-v25-2026-206.fits,61238.28117000,SOURCE:15,0:3;2097152:15,1.0000000000000002,1.123,-0.524,1.992,9.158
1.44168,0.25507,0.043557,0.01756,SPHEREx-D2,17.883,0.185,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.7791,0.16052,0.0016855,0.00027659,0.000045476,0.0018712,0.000026024,0.0018972,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,173,level2_2026W06_1A_0594_2D2_spx_l2b-v23-2026-037.fits,61075.95218500,SOURCE:18,0:3;2097152:18,0.9999999999999998,0.454,-1.801,3.535,7.143
1.44483,0.19603,0.038331,0.01767,SPHEREx-D2,18.169,0.212,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4638,0.13343,0.0014114,0.00025378,0.00010567,0.0014539,0.000015371,0.0014692,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,171,level2_2025W33_2C_0545_1D2_spx_l2b-v20-2025-266.fits,60903.67961000,SOURCE:18,2097152:18,0.9999999999999998,1.814,-2.205,1.899,6.682
1.46238,0.31380,0.040357,0.01804,SPHEREx-D2,17.658,0.140,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5257,0.12760,0.0015603,0.00021787,0.000094456,0.0015893,0.000039387,0.0016287,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,166,level2_2026W29_2A_0160_3D2_spx_l2b-v25-2026-206.fits,61238.28266300,SOURCE:20,0:1;2097152:20,0.9999999999999998,1.216,-1.247,5.807,6.339
1.47643,0.31290,0.046606,0.01805,SPHEREx-D2,17.661,0.162,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,2.0204,0.17996,0.0018871,0.00041451,0.000084331,0.0021330,0.000039162,0.0021722,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,162,level2_2026W06_1A_0594_3D2_spx_l2b-v23-2026-037.fits,61075.95367700,SOURCE:17,0:2;2097152:17,0.9999999999999998,2.043,-1.703,1.251,7.912
1.47982,0.28351,0.038396,0.01820,SPHEREx-D2,17.769,0.147,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4944,0.12764,0.0013731,0.00020645,0.000068733,0.0014421,0.000032152,0.0014743,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,175,level2_2025W28_2A_0419_3D2_spx_l2b-v20-2025-260.fits,60868.82862100,SOURCE:19,2097152:19,1,1.165,-1.535,3.522,7.285
1.47983,0.31330,0.045000,0.01821,SPHEREx-D2,17.660,0.156,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6173,0.13717,0.0015230,0.00026718,-0.000097807,0.0019858,0.000039263,0.0020250,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,171,level2_2025W33_2C_0736_1D2_spx_l2b-v20-2025-266.fits,60904.29322900,SOURCE:20,2097152:20,1.0000000000000002,1.155,-1.341,4.158,8.669
1.49796,0.31810,0.040410,0.01855,SPHEREx-D2,17.644,0.138,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5268,0.12726,0.0014279,0.00022607,0.000030742,0.0015925,0.000040474,0.0016330,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,172,level2_2026W29_1A_0314_1D2_spx_l2b-v25-2026-203.fits,61235.63240000,SOURCE:18,0:1;2097152:18,1.0000000000000002,1.983,-2.045,3.973,7.515
1.51562,0.22791,0.039830,0.01869,SPHEREx-D2,18.006,0.190,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4284,0.12654,0.0013257,0.00016423,-0.000037839,0.0015656,0.000020777,0.0015864,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,174,level2_2025W28_2A_0419_4D2_spx_l2b-v20-2025-260.fits,60868.83011300,SOURCE:18,2097152:18,1,0.382,-0.125,2.594,6.437
1.53457,0.21466,0.038250,0.01894,SPHEREx-D2,18.071,0.193,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4170,0.12661,0.0013168,0.00023872,0.000055419,0.0014447,0.000018431,0.0014631,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,167,level2_2026W29_1A_0314_2D2_spx_l2b-v25-2026-203.fits,61235.63389200,SOURCE:16,0:2;2097152:16,0.9999999999999998,1.451,-0.861,3.356,8.792
1.54901,0.23325,0.045978,0.01898,SPHEREx-D2,17.980,0.214,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.7278,0.15754,0.0015408,0.00028159,-0.00013492,0.0020922,0.000021761,0.0021140,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,162,level2_2026W06_2A_0364_1D2_spx_l2b-v23-2026-040.fits,61078.32529700,SOURCE:16,0:1;2097152:16,0.9999999999999998,1.585,-0.675,5.234,10.975
1.55272,0.24828,0.037604,0.01901,SPHEREx-D2,17.913,0.164,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4532,0.12689,0.0013810,0.00017776,0.000084665,0.0013894,0.000024658,0.0014141,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,173,level2_2025W28_2A_0498_1D2_spx_l2b-v20-2025-260.fits,60869.23341300,SOURCE:19,2097152:19,1.0000000000000002,2.369,-2.028,3.902,7.551
1.57177,0.25257,0.040403,0.01918,SPHEREx-D2,17.894,0.174,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3909,0.11986,0.0012973,0.00022261,-0.000043496,0.0016069,0.000025517,0.0016324,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,167,level2_2026W29_1A_0314_3D2_spx_l2b-v25-2026-203.fits,61235.63538400,SOURCE:18,0:2;2097152:18,1.0000000000000002,0.966,-0.894,3.381,8.502
1.58615,0.21075,0.041361,0.01942,SPHEREx-D2,18.091,0.213,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6632,0.15309,0.0014831,0.00023770,0.000013911,0.0016930,0.000017767,0.0017108,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,171,level2_2026W06_2A_0364_2D2_spx_l2b-v23-2026-040.fits,61078.32678900,SOURCE:16,0:1;2097152:16,0.9999999999999998,2.329,-2.657,2.265,8.770
1.59003,0.29266,0.041064,0.01932,SPHEREx-D2,17.734,0.152,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4613,0.12296,0.0013199,0.00025955,-0.000036251,0.0016520,0.000034260,0.0016862,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,174,level2_2025W28_2A_0498_2D2_spx_l2b-v20-2025-260.fits,60869.23492300,SOURCE:18,2097152:18,1.0000000000000002,0.757,-1.716,3.056,8.246
1.60981,0.28063,0.040982,0.01952,SPHEREx-D2,17.780,0.159,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.4404,0.12211,0.0012784,0.00024671,-0.000061440,0.0016480,0.000031501,0.0016795,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,169,level2_2026W29_1A_0314_4D2_spx_l2b-v25-2026-203.fits,61235.63687700,SOURCE:15,0:3;2097152:15,1,1.627,-0.998,1.265,6.996
1.62449,0.16992,0.042694,0.01968,SPHEREx-D2,18.324,0.273,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.5961,0.15021,0.0014336,0.00025663,-0.000060492,0.0018112,0.000011548,0.0018228,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,162,level2_2026W06_2A_0364_3D2_spx_l2b-v23-2026-040.fits,61078.32828100,SOURCE:16,0:2;2097152:16,1.0000000000000002,1.054,-0.872,4.023,8.774
1.62835,0.28806,0.039719,0.01969,SPHEREx-D2,17.751,0.150,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4690,0.12432,0.0013741,0.00021606,0.000022862,0.0015444,0.000033191,0.0015776,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,175,level2_2025W28_2A_0498_3D2_spx_l2b-v20-2025-260.fits,60869.23641500,SOURCE:21,2097152:21,1,1.557,-1.962,4.907,7.559
1.63555,0.28327,0.045553,0.01961,SPHEREx-D3,17.769,0.175,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6544,0.14501,0.0017501,0.00023002,-0.000031396,0.0020429,0.000032097,0.0020750,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,170,level2_2026W07_1A_0466_3D3_spx_l2b-v24-2026-089.fits,61081.99464500,SOURCE:21,2097152:21,0.9999999999999998,1.721,-2.232,3.169,5.437
1.63858,0.27678,0.042391,0.01951,SPHEREx-D3,17.795,0.166,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.4155,0.12029,0.0014728,0.00020640,-0.000043570,0.0017663,0.000030643,0.0017970,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,166,level2_2025W31_2A_0692_1D3_spx_l2b-v20-2025-264.fits,60890.91003100,SOURCE:19,2097152:19,1,1.273,-1.760,4.216,7.901
1.63876,0.27590,0.042577,0.01951,SPHEREx-D3,17.798,0.168,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.3800,0.11660,0.0014953,0.00028823,5.8763e-7,0.0017823,0.000030448,0.0018128,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,167,level2_2025W27_2A_0347_3D3_spx_l2b-v20-2025-259.fits,60861.01613400,SOURCE:18,2097152:18,1,1.277,-0.858,3.607,8.582
1.64527,0.40295,0.042016,0.01966,SPHEREx-D3,17.387,0.113,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5045,0.11650,0.0015552,0.00026342,0.000059109,0.0017004,0.000064946,0.0017653,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,171,level2_2026W28_1A_0650_2D3_spx_l2b-v25-2026-191.fits,61229.65993300,SOURCE:20,2097152:20,1,1.343,-0.352,3.118,3.859
1.67325,0.28667,0.048777,0.01998,SPHEREx-D3,17.757,0.185,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6255,0.14153,0.0019915,0.00027122,-0.000041828,0.0023463,0.000032872,0.0023792,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,162,level2_2026W07_1A_0466_4D3_spx_l2b-v24-2026-089.fits,61081.99613700,SOURCE:18,2097152:18,1,1.587,-1.111,4.743,10.212
1.67469,0.20651,0.041170,0.02008,SPHEREx-D3,18.113,0.216,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5548,0.14268,0.0015382,0.00028651,0.000073400,0.0016779,0.000017058,0.0016950,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,166,level2_2026W08_1A_0087_2D3_spx_l2b-v24-2026-089.fits,61087.42380500,SOURCE:18,2097152:18,1,1.529,-0.508,4.851,8.341
1.67649,0.23709,0.041436,0.02008,SPHEREx-D3,17.963,0.190,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3166,0.11412,0.0014332,0.00020454,-0.000028366,0.0016944,0.000022485,0.0017169,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,172,level2_2025W27_2A_0347_4D3_spx_l2b-v20-2025-259.fits,60861.01762600,SOURCE:21,2097152:21,0.9999999999999998,1.507,-1.943,1.741,6.547
1.69471,0.31313,0.040994,0.02016,SPHEREx-D3,17.661,0.142,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3646,0.11111,0.0014180,0.00020842,-0.0000074792,0.0016413,0.000039219,0.0016805,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,174,level2_2025W28_1B_0517_3D3_spx_l2b-v20-2025-260.fits,60865.83961600,SOURCE:19,2097152:19,1,0.600,-1.410,1.342,1.927
1.71168,0.28820,0.046852,0.02046,SPHEREx-D3,17.751,0.177,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5920,0.13787,0.0017780,0.00024009,-0.000071911,0.0021619,0.000033223,0.0021951,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,170,level2_2026W07_1A_0645_1D3_spx_l2b-v24-2026-089.fits,61082.87273000,SOURCE:20,2097152:20,1.0000000000000002,0.216,-1.418,4.040,9.619
1.71249,0.20351,0.044786,0.02066,SPHEREx-D3,18.129,0.239,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5215,0.13936,0.0015231,0.00032243,-0.000071820,0.0019892,0.000016567,0.0020058,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,157,level2_2026W08_1A_0087_3D3_spx_l2b-v24-2026-089.fits,61087.42529800,SOURCE:18,2097152:18,1,1.876,-1.832,-2.507,-10.554
