wavelength_um,flux_mjy,flux_err_mjy,wavelength_half_width_um,bandpass,ab_mag,ab_mag_err,object_name,ra_deg,dec_deg,spectrum_type,background_mode,aperture_radius_pix,aperture_radius_arcsec,annulus_inner_radius_pix,annulus_outer_radius_pix,flux_raw_mjy,background_median_mjy_per_pix,variance_ap_mjy2,variance_bg_mjy2,covariance_aperture_background_mjy2,variance_measurement_mjy2,variance_calibration_mjy2,variance_total_mjy2,measurement_method,mask_mode,n_aperture_pixels,n_annulus_pixels,image_names,mjds,flag_names,flag_values,aperture_coverage,aperture_centroid_dra_arcsec,aperture_centroid_ddec_arcsec,annulus_centroid_dra_arcsec,annulus_centroid_ddec_arcsec
1.71404,0.30805,0.040846,0.02067,SPHEREx-D3,17.678,0.144,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.3661,0.11184,0.0014260,0.00019786,-0.0000032719,0.0016304,0.000037957,0.0016684,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,170,level2_2025W27_2A_0766_1D3_spx_l2b-v20-2025-259.fits,60862.91936200,SOURCE:19,2097152:19,1,1.494,-1.764,5.640,8.677
1.72141,0.28100,0.039409,0.02084,SPHEREx-D3,17.778,0.152,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3543,0.11341,0.0013398,0.00021309,0.000015735,0.0015215,0.000031584,0.0015530,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2026W28_1A_0650_4D3_spx_l2b-v25-2026-191.fits,61229.66291800,SOURCE:18,2097152:18,1,1.647,-1.686,5.966,11.905
1.73384,0.36483,0.044377,0.02081,SPHEREx-D3,17.495,0.132,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4035,0.10976,0.0014270,0.00029804,-0.000095512,0.0019161,0.000053240,0.0019693,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,173,level2_2025W28_1B_0517_4D3_spx_l2b-v20-2025-260.fits,60865.84110800,SOURCE:18,2097152:18,1,1.721,-1.681,3.917,6.621
1.75159,0.35767,0.043820,0.02127,SPHEREx-D3,17.516,0.133,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.5762,0.12883,0.0016034,0.00022094,-0.000022326,0.0018690,0.000051171,0.0019202,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,172,level2_2026W07_1A_0645_2D3_spx_l2b-v24-2026-089.fits,61082.87422200,SOURCE:18,2097152:18,1,1.536,-1.723,4.382,10.108
1.75212,0.39362,0.045052,0.02129,SPHEREx-D3,17.412,0.124,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.6424,0.13216,0.0016463,0.00020160,-0.000059906,0.0019677,0.000061974,0.0020297,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,15,167,level2_2026W08_1A_0087_4D3_spx_l2b-v24-2026-089.fits,61087.42679000,SOURCE:19,2097152:19,1,1.293,-1.050,7.324,12.795
1.75392,0.35175,0.039878,0.02137,SPHEREx-D3,17.534,0.123,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3874,0.10948,0.0013410,0.00019719,-0.0000012621,0.0015407,0.000049492,0.0015902,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,165,level2_2025W27_2A_0063_1D3_spx_l2b-v20-2025-259.fits,60859.79182800,SOURCE:19,2097152:19,1,1.228,-1.243,1.860,9.194
1.76102,0.43869,0.039493,0.02152,SPHEREx-D3,17.295,0.098,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.4433,0.10620,0.0013511,0.00020371,0.000036045,0.0014827,0.000076978,0.0015597,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,168,level2_2026W28_2A_0120_1D3_spx_l2b-v25-2026-195.fits,61231.01600200,SOURCE:19,2097152:19,0.9999999999999998,1.231,-1.759,4.534,6.346
1.77387,0.39380,0.038870,0.02156,SPHEREx-D3,17.412,0.107,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3863,0.10497,0.0014017,0.00016472,0.000058794,0.0014488,0.000062033,0.0015108,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,175,level2_2025W28_1B_0540_1D3_spx_l2b-v20-2025-260.fits,60865.97264000,SOURCE:19,2097152:19,1.0000000000000002,1.020,-0.423,2.503,4.449
1.79165,0.25685,0.041278,0.02190,SPHEREx-D3,17.876,0.174,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4827,0.12951,0.0014233,0.00022166,-0.000016281,0.0016775,0.000026388,0.0017039,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W08_1A_0294_1D3_spx_l2b-v24-2026-089.fits,61088.50899400,SOURCE:18,2097152:18,1,1.818,-1.514,6.634,14.099
1.79381,0.37755,0.039996,0.02206,SPHEREx-D3,17.458,0.115,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3462,0.10245,0.0012917,0.00019849,-0.000026251,0.0015427,0.000057017,0.0015997,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,168,level2_2025W27_2A_0063_2D3_spx_l2b-v20-2025-259.fits,60859.79332000,SOURCE:17,2097152:17,1,1.507,-1.590,3.087,12.132
1.80176,0.27266,0.036491,0.02216,SPHEREx-D3,17.811,0.145,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2343,0.10167,0.0011621,0.00022608,0.000043162,0.0013019,0.000029737,0.0013316,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,157,level2_2026W28_2A_0120_2D3_spx_l2b-v25-2026-195.fits,61231.01749500,SOURCE:19,2097152:19,1,1.665,-1.160,2.345,5.795
1.81504,0.24704,0.037343,0.02221,SPHEREx-D3,17.918,0.164,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2565,0.10679,0.0011649,0.00020688,8.3594e-7,0.0013701,0.000024411,0.0013945,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,173,level2_2025W28_1B_0540_2D3_spx_l2b-v20-2025-260.fits,60865.97413200,SOURCE:19,2097152:19,1,2.206,-1.289,1.597,8.735
1.83361,0.30258,0.039295,0.02256,SPHEREx-D3,17.698,0.141,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.4526,0.12171,0.0013380,0.00024842,0.000039474,0.0015075,0.000036622,0.0015441,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W08_1A_0294_2D3_spx_l2b-v24-2026-089.fits,61088.51048700,SOURCE:18,2097152:18,0.9999999999999998,0.527,-1.843,5.114,7.892
1.83413,0.30166,0.039856,0.02257,SPHEREx-D3,17.701,0.143,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.4420,0.12054,0.0013329,0.00018137,-0.000018890,0.0015521,0.000036398,0.0015885,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,165,level2_2026W07_1A_0645_4D3_spx_l2b-v24-2026-089.fits,61082.87720700,SOURCE:18,2097152:18,0.9999999999999998,2.189,-1.474,5.144,12.421
1.83636,0.30346,0.036540,0.02264,SPHEREx-D3,17.695,0.131,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2749,0.10268,0.0011838,0.00015964,0.000022559,0.0012983,0.000036836,0.0013351,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,166,level2_2025W27_2A_0063_3D3_spx_l2b-v20-2025-259.fits,60859.79481200,SOURCE:18,2097152:18,1,1.283,-1.383,4.978,9.776
1.85741,0.55457,0.045641,0.02272,SPHEREx-D3,17.040,0.089,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.5737,0.10777,0.0014764,0.00032058,-0.000081519,0.0019601,0.00012302,0.0020831,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,174,level2_2025W28_1B_0540_3D3_spx_l2b-v20-2025-260.fits,60865.97562500,SOURCE:19,2097152:19,1.0000000000000002,1.652,-1.366,3.081,3.578
1.87671,0.30650,0.039979,0.02308,SPHEREx-D3,17.684,0.142,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.4541,0.12137,0.0013605,0.00024075,0.000020290,0.0015607,0.000037578,0.0015983,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,166,level2_2026W07_1A_0694_1D3_spx_l2b-v24-2026-089.fits,61083.14622100,SOURCE:20,2097152:20,1.0000000000000002,1.978,-0.967,3.787,9.746
1.87820,0.26448,0.039036,0.02321,SPHEREx-D3,17.844,0.160,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2371,0.10283,0.0011838,0.00028592,-0.000013077,0.0014958,0.000027980,0.0015238,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2025W27_2A_0191_1D3_spx_l2b-v20-2025-259.fits,60860.33680300,SOURCE:18,2097152:18,1,1.808,-1.757,5.448,12.213
1.88647,0.29914,0.038222,0.02320,SPHEREx-D3,17.710,0.139,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2431,0.099828,0.0012757,0.00018940,0.000020010,0.0014251,0.000035795,0.0014609,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,161,level2_2026W27_2A_0551_3D3_spx_l2b-v25-2026-185.fits,61226.47091300,SOURCE:19,2097152:19,1,1.836,-2.271,4.732,12.020
1.90038,0.29019,0.039553,0.02323,SPHEREx-D3,17.743,0.148,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2558,0.10211,0.0013523,0.00019455,0.0000080555,0.0015308,0.000033683,0.0015645,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,176,level2_2025W28_1B_0540_4D3_spx_l2b-v20-2025-260.fits,60865.97711700,SOURCE:19,2097152:19,0.9999999999999998,0.451,-1.804,2.322,7.214
1.91577,0.26758,0.040154,0.02363,SPHEREx-D3,17.831,0.163,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4193,0.12186,0.0013385,0.00021595,-0.000014638,0.0015837,0.000028639,0.0016123,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,163,level2_2026W07_1A_0351_2D3_spx_l2b-v24-2026-089.fits,61081.51671500,SOURCE:16,2097152:16,1.0000000000000002,1.160,-0.218,2.535,11.296
1.92200,0.25216,0.037033,0.02350,SPHEREx-D3,17.896,0.159,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.1823,0.098329,0.0011551,0.00014571,-0.000022595,0.0013460,0.000025434,0.0013714,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,169,level2_2025W27_2A_0191_2D3_spx_l2b-v20-2025-259.fits,60860.33829500,SOURCE:21,2097152:21,0.9999999999999998,1.183,-1.082,4.511,12.136
1.93025,0.32287,0.034493,0.02353,SPHEREx-D3,17.627,0.116,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2438,0.097374,0.0011803,0.00016489,0.000098578,0.0011480,0.000041697,0.0011897,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2026W27_2A_0551_4D3_spx_l2b-v25-2026-185.fits,61226.47240600,SOURCE:19,2097152:19,1,0.880,-0.771,2.173,12.498
1.94417,0.41901,0.037928,0.02376,SPHEREx-D3,17.344,0.098,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2926,0.092395,0.0012603,0.00019291,0.000042484,0.0013683,0.000070229,0.0014385,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,172,level2_2025W28_1B_0602_1D3_spx_l2b-v20-2025-260.fits,60866.31209300,SOURCE:21,2097152:21,0.9999999999999998,1.154,-0.273,2.467,4.271
1.95944,0.33396,0.042917,0.02407,SPHEREx-D3,17.591,0.140,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4284,0.11572,0.0013150,0.00025213,-0.00011505,0.0017972,0.000044612,0.0018419,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,169,level2_2026W07_1A_0351_3D3_spx_l2b-v24-2026-089.fits,61081.51820700,SOURCE:18,2097152:18,1.0000000000000002,1.913,-1.161,6.538,12.112
1.96541,0.28928,0.036253,0.02378,SPHEREx-D3,17.747,0.136,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.1728,0.093408,0.0011241,0.00023181,0.000037563,0.0012808,0.000033473,0.0013143,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,19,172,level2_2025W27_2A_0301_1D3_spx_l2b-v20-2025-259.fits,60860.80940300,SOURCE:20,2097152:20,1,0.999,-1.512,2.669,9.634
1.98878,0.31578,0.037118,0.02438,SPHEREx-D3,17.652,0.128,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2234,0.096011,0.0012074,0.00015386,0.000011701,0.0013378,0.000039886,0.0013777,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,173,level2_2025W28_1B_0602_2D3_spx_l2b-v20-2025-260.fits,60866.31358500,SOURCE:17,2097152:17,0.9999999999999998,1.279,-1.381,3.054,8.808
2.00517,0.27344,0.037144,0.02482,SPHEREx-D3,17.808,0.147,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.3428,0.11308,0.0012461,0.00017716,0.000036733,0.0013497,0.000029909,0.0013797,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2026W07_1A_0351_4D3_spx_l2b-v24-2026-089.fits,61081.51969900,SOURCE:20,2097152:20,1,1.583,-0.584,4.770,11.203
2.01130,0.36090,0.037458,0.02463,SPHEREx-D3,17.507,0.113,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2362,0.092641,0.0011594,0.00016677,-0.000012402,0.0013510,0.000052101,0.0014031,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,162,level2_2025W27_2A_0301_2D3_spx_l2b-v20-2025-259.fits,60860.81091300,SOURCE:19,2097152:19,1.0000000000000002,1.516,-1.350,0.495,10.170
2.02009,0.32393,0.036441,0.02484,SPHEREx-D3,17.624,0.122,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2089,0.093547,0.0011293,0.00018884,0.000016080,0.0012859,0.000041972,0.0013279,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,166,level2_2026W27_2A_0563_2D3_spx_l2b-v25-2026-185.fits,61226.53838500,SOURCE:20,2097152:20,1,1.122,-1.715,3.545,10.185
2.03481,0.41964,0.038514,0.02520,SPHEREx-D3,17.343,0.100,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3113,0.094342,0.0012910,0.00021924,0.000048676,0.0014129,0.000070439,0.0014833,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,172,level2_2025W28_1B_0602_3D3_spx_l2b-v20-2025-260.fits,60866.31507700,SOURCE:17,2097152:17,1,1.056,-1.325,1.966,8.473
2.05098,0.41765,0.039686,0.02557,SPHEREx-D3,17.348,0.103,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4891,0.11332,0.0014806,0.00017481,0.000075135,0.0015052,0.000069773,0.0015750,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,171,level2_2026W07_1A_0525_1D3_spx_l2b-v24-2026-089.fits,61082.26152800,SOURCE:21,2097152:21,0.9999999999999998,1.684,-2.300,4.705,10.036
2.06606,0.39452,0.035805,0.02568,SPHEREx-D3,17.410,0.099,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2458,0.089967,0.0011316,0.00018453,0.000048186,0.0012198,0.000062257,0.0012820,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,159,level2_2026W27_2A_0563_3D3_spx_l2b-v25-2026-185.fits,61226.53987700,SOURCE:16,2097152:16,1.0000000000000002,0.636,-1.299,1.516,11.772
2.08184,0.37110,0.036501,0.02598,SPHEREx-D3,17.476,0.107,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2264,0.090452,0.0012209,0.00017178,0.000057715,0.0012773,0.000055087,0.0013324,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,176,level2_2025W28_1B_0602_4D3_spx_l2b-v20-2025-260.fits,60866.31656900,SOURCE:18,2097152:18,1,0.443,-0.706,3.062,6.397
2.10527,0.30116,0.036015,0.02619,SPHEREx-D3,17.703,0.130,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1575,0.090490,0.0010804,0.00018944,0.0000045360,0.0012608,0.000036278,0.0012971,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,169,level2_2025W27_2A_0301_4D3_spx_l2b-v20-2025-259.fits,60860.81389800,SOURCE:19,2097152:19,1,0.931,-1.931,3.186,11.549
2.12174,0.37783,0.038147,0.02654,SPHEREx-D3,17.457,0.110,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2138,0.088402,0.0011660,0.00015240,-0.000039840,0.0013981,0.000057101,0.0014552,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,167,level2_2026W28_2A_0172_1D3_spx_l2b-v25-2026-195.fits,61231.28768200,SOURCE:21,2097152:21,1,0.870,-0.528,4.221,8.680
2.13034,0.34687,0.037106,0.02660,SPHEREx-D3,17.550,0.116,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.1728,0.087331,0.0011698,0.00015206,-0.0000034450,0.0013287,0.000048129,0.0013769,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,176,level2_2025W28_2A_0070_1D3_spx_l2b-v20-2025-260.fits,60866.85568200,SOURCE:18,2097152:18,0.9999999999999998,0.581,-0.505,2.230,6.157
2.14688,0.34583,0.038886,0.02702,SPHEREx-D3,17.553,0.122,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1865,0.088823,0.0012220,0.00019261,-0.000024857,0.0014643,0.000047841,0.0015121,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,21,176,level2_2025W28_1B_0470_1D3_spx_l2b-v20-2025-260.fits,60865.56516600,SOURCE:21,2097152:21,1,1.481,-0.392,2.963,8.670
2.14774,0.38665,0.038324,0.02718,SPHEREx-D3,17.432,0.108,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.3876,0.10590,0.0012756,0.00018317,0.000024929,0.0014090,0.000059798,0.0014688,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,169,level2_2026W07_1A_0525_3D3_spx_l2b-v24-2026-089.fits,61082.26451200,SOURCE:18,2097152:18,0.9999999999999998,0.515,-1.492,3.779,13.550
2.15364,0.31206,0.036235,0.02679,SPHEREx-D3,17.664,0.126,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1165,0.085031,0.0010520,0.00016771,-0.000027173,0.0012740,0.000038953,0.0013130,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,158,level2_2025W27_2A_0650_1D3_spx_l2b-v20-2025-259.fits,60862.37186500,SOURCE:18,2097152:18,1,0.675,-1.008,2.349,10.062
2.16319,0.38231,0.035989,0.02682,SPHEREx-D3,17.444,0.102,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1788,0.084214,0.0011980,0.00017167,0.000066476,0.0012367,0.000058466,0.0012952,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,147,level2_2026W28_1A_0002_2D3_spx_l2b-v25-2026-191.fits,61227.01411200,SOURCE:19,2097152:19,1,1.185,0.057,2.839,9.900
2.17052,0.46638,0.040482,0.02717,SPHEREx-D3,17.228,0.094,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2986,0.087938,0.0013539,0.00018356,-0.0000071696,0.0015518,0.000087003,0.0016388,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,167,level2_2026W28_2A_0172_2D3_spx_l2b-v25-2026-195.fits,61231.28917400,SOURCE:18,2097152:18,1.0000000000000002,0.352,-0.399,3.672,8.655
2.19816,0.35530,0.038126,0.02764,SPHEREx-D3,17.524,0.117,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.3576,0.10598,0.0013243,0.00014401,0.000032615,0.0014031,0.000050496,0.0014536,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,170,level2_2026W07_1A_0525_4D3_spx_l2b-v24-2026-089.fits,61082.26600400,SOURCE:19,2097152:19,1,0.677,-0.906,2.600,9.361
2.20339,0.37048,0.035815,0.02736,SPHEREx-D3,17.478,0.105,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1625,0.083651,0.0011088,0.00019177,0.000036391,0.0012278,0.000054903,0.0012827,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,161,level2_2025W27_2A_0650_2D3_spx_l2b-v20-2025-259.fits,60862.37335700,SOURCE:16,2097152:16,1,1.137,-0.747,2.398,11.534
2.23093,0.39955,0.037823,0.02771,SPHEREx-D3,17.396,0.103,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2171,0.086471,0.0012097,0.00014938,-0.0000038437,0.0013667,0.000063855,0.0014306,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,167,level2_2026W32_1A_0816_1D3_spx_l2b-v27-2026-223.fits,61258.44666900,,2097152:19,1,0.482,-1.363,5.335,12.245
2.23099,0.48554,0.038971,0.02771,SPHEREx-D3,17.184,0.087,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2855,0.084579,0.0012471,0.00017168,-0.0000028053,0.0014244,0.000094299,0.0015187,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,168,level2_2026W27_2A_0428_1D3_spx_l2b-v25-2026-185.fits,61225.79206200,SOURCE:19,2097152:19,1,0.568,-0.960,3.241,13.595
2.24864,0.43263,0.037274,0.02809,SPHEREx-D3,17.310,0.094,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.4071,0.10309,0.0013524,0.00016260,0.00010029,0.0013145,0.000074869,0.0013893,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,168,level2_2026W07_1A_0659_1D3_spx_l2b-v24-2026-089.fits,61082.94094800,SOURCE:17,2097152:17,1,0.823,-0.991,1.386,10.405
2.25379,0.39465,0.040308,0.02791,SPHEREx-D3,17.409,0.111,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1940,0.084477,0.0012395,0.00013424,-0.000094339,0.0015624,0.000062299,0.0016247,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,171,level2_2025W27_2A_0650_3D3_spx_l2b-v20-2025-259.fits,60862.37484900,SOURCE:20,2097152:20,0.9999999999999998,1.002,-0.981,3.983,11.303
2.26954,0.45253,0.036339,0.02809,SPHEREx-D3,17.261,0.087,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2113,0.080244,0.0011712,0.00018015,0.000056374,0.0012386,0.000081914,0.0013205,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,168,level2_2025W27_1A_0440_1D3_spx_l2b-v20-2025-258.fits,60858.29712100,SOURCE:19,2097152:19,0.9999999999999998,1.152,-1.076,2.564,9.118
2.26986,0.46363,0.037333,0.02810,SPHEREx-D3,17.235,0.087,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.68,2.00,7.00,1.2532,0.083501,0.0012062,0.00017325,0.000035838,0.0013078,0.000085980,0.0013937,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,164,level2_2025W31_2A_0475_1D3_spx_l2b-v20-2025-264.fits,60889.95905600,SOURCE:19,2097152:19,1,0.818,-0.279,3.968,10.223
2.27220,0.45094,0.037934,0.02814,SPHEREx-D3,17.265,0.091,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2437,0.083824,0.0012333,0.00016844,0.000022049,0.0013577,0.000081338,0.0014390,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,169,level2_2026W28_2A_0172_4D3_spx_l2b-v25-2026-195.fits,61231.29215800,SOURCE:18,2097152:18,1,0.930,-0.726,5.879,11.189
2.28194,0.40180,0.037825,0.02833,SPHEREx-D3,17.390,0.102,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1693,0.080915,0.0011534,0.00011907,-0.000046817,0.0013662,0.000064576,0.0014307,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,17,167,level2_2026W32_2A_0004_1D3_spx_l2b-v27-2026-223.fits,61258.51472700,,2097152:18,1.0000000000000002,0.492,-0.007,2.005,7.008
2.28200,0.37694,0.034724,0.02833,SPHEREx-D3,17.459,0.100,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1169,0.078258,0.0010799,0.00014332,0.000037121,0.0011489,0.000056833,0.0012058,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,165,level2_2026W27_2A_0428_2D3_spx_l2b-v25-2026-185.fits,61225.79355400,SOURCE:18,2097152:18,1,0.734,-0.451,3.336,11.848
2.29929,0.42379,0.036313,0.02843,SPHEREx-D3,17.332,0.093,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1888,0.080865,0.0012189,0.00013676,0.000054420,0.0012468,0.000071838,0.0013187,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,18,175,level2_2025W28_1B_0086_1D3_spx_l2b-v20-2025-260.fits,60863.39116300,SOURCE:19,2097152:19,1.0000000000000002,1.767,-0.939,3.929,6.192
2.30075,0.35992,0.036484,0.02867,SPHEREx-D3,17.509,0.110,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.2840,0.097768,0.0012129,0.00017909,0.000056343,0.0012793,0.000051817,0.0013311,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,15,168,level2_2026W07_1A_0659_2D3_spx_l2b-v24-2026-089.fits,61082.94244000,SOURCE:19,2097152:19,0.9999999999999998,-0.078,-0.768,4.673,13.019
2.32198,0.47491,0.037111,0.02865,SPHEREx-D3,17.208,0.085,Shooby_AGN,245.1631,43.1373,cleaned,local,1.75,10.67,2.00,7.00,1.1668,0.073154,0.0011710,0.00015702,0.000020478,0.0012870,0.000090214,0.0013773,native_raw_mef_batch_exact_fractional,mask_explicit_bits=1036705527,16,167,level2_2025W27_1A_0440_2D3_spx_l2b-v20-2025-258.fits,60858.29861300,SOURCE:19,2097152:19,1,0.207,-0.804,6.289,7.630
