name,ra_01,dec_01,ra,dec,dist_x,mjd,w1mpro,w1sigmpro,w2mpro,w2sigmpro,qual_frame,cc_flags
P1823,245.16306,43.137382,245.1630409,43.1374268,0.168905,58157.51380006,14.465,0.068,13.112,0.073,10,0000
P1823,245.16306,43.137382,245.1630211,43.1372882,0.352804,58157.57925216,14.655,0.084,13.306,0.087,5,0000
P1823,245.16306,43.137382,245.162954,43.1372827,0.453136,58157.64470421,14.519,0.075,13.2,0.081,10,0000
P1823,245.16306,43.137382,245.1630703,43.1374505,0.24808,58157.71015632,14.549,0.077,13.224,0.08,10,0000
P1823,245.16306,43.137382,245.1630133,43.1372458,0.505435,58157.77560837,14.588,0.106,13.17,0.075,10,0000
P1823,245.16306,43.137382,245.1632059,43.1374158,0.402128,58157.84106046,14.518,0.074,13.115,0.077,10,0000
P1823,245.16306,43.137382,245.1631152,43.1373433,0.201091,58157.97196468,14.556,0.087,13.184,0.083,10,0000
P1823,245.16306,43.137382,245.1630116,43.1373219,0.250954,58158.10286882,14.544,0.125,13.213,0.081,10,0000
P1823,245.16306,43.137382,245.1629655,43.1372977,0.392082,58158.10299619,14.565,0.07,13.335,0.084,10,0000
P1823,245.16306,43.137382,245.1629429,43.1373723,0.309595,58315.5461842,14.497,0.07,13.08,0.077,10,0000
P1823,245.16306,43.137382,245.1628781,43.137427,0.504561,58315.6774694,14.64,0.072,13.313,0.078,10,0000
P1823,245.16306,43.137382,245.1629022,43.1373615,0.421055,58315.80837271,14.689,0.08,13.175,0.094,10,0000
P1823,245.16306,43.137382,245.1629439,43.137309,0.402597,58315.87382438,14.578,0.068,13.144,0.111,10,0000
P1823,245.16306,43.137382,245.163081,43.1374097,0.113962,58315.93927596,14.589,0.071,13.223,0.092,10,0000
P1823,245.16306,43.137382,245.1631306,43.1375485,0.627437,58316.00472764,14.003,0.072,13.257,0.087,10,0000
P1823,245.16306,43.137382,245.163105,43.1373052,0.300692,58316.07005194,14.489,0.079,13.386,0.135,10,0000
P1823,245.16306,43.137382,245.1632252,43.1373542,0.445367,58316.13499417,14.609,0.08,13.386,0.098,10,0000
P1823,245.16306,43.137382,245.1630221,43.1372593,0.452802,58316.13512153,14.52,0.081,13.177,0.087,10,0000
P1823,245.16306,43.137382,245.1630966,43.1374561,0.283558,58316.2004458,14.669,0.105,13.439,0.086,10,0000
P1823,245.16306,43.137382,245.1630809,43.1374332,0.192323,58316.26640678,14.527,0.083,13.367,0.105,10,0000
P1823,245.16306,43.137382,245.1629635,43.1374341,0.315345,58316.33185841,14.616,0.075,13.399,0.086,10,0000
P1823,245.16306,43.137382,245.1629259,43.1373775,0.35265,58316.39730999,14.386,0.078,13.195,0.105,5,0000
P1823,245.16306,43.137382,245.1630193,43.1373596,0.133919,58316.46276162,14.532,0.067,13.215,0.077,10,0000
P1823,245.16306,43.137382,245.1630227,43.1372927,0.336081,58316.52770394,14.542,0.066,13.047,0.112,10,0000
P1823,245.16306,43.137382,245.1630283,43.1373792,0.083883,58316.59353751,14.508,0.074,13.195,0.074,10,0000
P1823,245.16306,43.137382,245.163082,43.1373306,0.193855,58316.65898919,14.592,0.08,13.142,0.076,10,0000
P1823,245.16306,43.137382,245.1629991,43.137467,0.345298,58316.72444082,14.673,0.081,13.399,0.102,10,0000
P1823,245.16306,43.137382,245.1631434,43.1372677,0.466172,58316.78989296,14.616,0.095,13.353,0.103,10,0000
P1823,245.16306,43.137382,245.1631967,43.1374111,0.374076,58316.85534464,14.754,0.083,13.105,0.08,10,0000
P1823,245.16306,43.137382,245.1630075,43.1373927,0.143195,58316.92079632,14.593,0.073,13.387,0.109,10,0000
P1823,245.16306,43.137382,245.1631257,43.137394,0.177917,58316.98624794,14.578,0.079,13.161,0.073,10,0000
P1823,245.16306,43.137382,245.1630972,43.1374221,0.174326,58317.05169957,14.625,0.071,13.281,0.079,10,0000
P1823,245.16306,43.137382,245.1631709,43.1372633,0.517182,58317.18209352,14.758,0.126,13.628,0.153,10,0000
P1823,245.16306,43.137382,245.1630537,43.1373518,0.109972,58317.31337877,14.355,0.058,13.158,0.075,10,0000
P1823,245.16306,43.137382,245.1629522,43.1373284,0.34268,58320.84649385,14.55,0.087,13.333,0.1,10,0000
P1823,245.16306,43.137382,245.1630042,43.1372713,0.424624,58320.91194549,14.686,0.093,13.201,0.077,10,0000
P1823,245.16306,43.137382,245.1630099,43.1374446,0.260977,58520.56485269,14.65,0.074,13.183,0.074,10,0000
P1823,245.16306,43.137382,245.1630547,43.1374553,0.264247,58520.69562894,14.481,0.066,13.256,0.076,10,0000
P1823,245.16306,43.137382,245.1630025,43.1373729,0.154563,58520.6957563,14.649,0.081,13.248,0.072,10,0000
P1823,245.16306,43.137382,245.1630442,43.1373965,0.06669,58520.82653255,14.589,0.071,13.159,0.073,10,0000
P1823,245.16306,43.137382,245.1631062,43.1373927,0.127333,58520.95743626,14.641,0.074,13.215,0.082,10,0000
P1823,245.16306,43.137382,245.1629541,43.1374136,0.300558,58521.02288814,14.429,0.064,13.387,0.09,10,0000
P1823,245.16306,43.137382,245.1631648,43.137406,0.288546,58521.0882126,14.665,0.112,13.383,0.087,10,0000
P1823,245.16306,43.137382,245.1631547,43.1372862,0.425243,58521.15366443,14.539,0.067,13.32,0.082,10,0000
P1823,245.16306,43.137382,245.163065,43.1373247,0.206698,58521.21911622,14.583,0.089,13.322,0.09,10,0000
P1823,245.16306,43.137382,245.1630676,43.1373631,0.070909,58521.284568,14.525,0.067,13.339,0.091,10,0000
P1823,245.16306,43.137382,245.1630977,43.1373965,0.111952,58521.35001983,14.609,0.073,13.276,0.106,5,0000
P1823,245.16306,43.137382,245.1629303,43.1374414,0.402265,58521.41547161,14.598,0.075,13.457,0.123,5,0000
P1823,245.16306,43.137382,245.1629255,43.1374868,0.516896,58521.48079612,14.53,0.068,13.141,0.071,10,0000
P1823,245.16306,43.137382,245.1631367,43.1373412,0.249343,58521.61169978,14.459,0.077,13.395,0.1,10,0000
P1823,245.16306,43.137382,245.1630961,43.1374402,0.229983,58521.67715167,14.556,0.066,13.246,0.099,10,0000
P1823,245.16306,43.137382,245.1628196,43.1373459,0.644759,58521.74247608,14.553,0.072,13.476,0.122,10,0000
P1823,245.16306,43.137382,245.1631745,43.1374764,0.453834,58521.80792796,14.473,0.093,13.399,0.083,5,0000
P1823,245.16306,43.137382,245.1630714,43.1373507,0.116592,58521.87337979,14.608,0.075,13.337,0.146,10,0000
P1823,245.16306,43.137382,245.1631302,43.1373449,0.227699,58521.93883162,14.618,0.08,13.4,0.093,10,0000
P1823,245.16306,43.137382,245.1631466,43.1374617,0.366166,58522.0042835,14.595,0.071,13.208,0.083,10,0000
P1823,245.16306,43.137382,245.1630991,43.1373486,0.158139,58522.06973532,14.604,0.085,13.182,0.072,5,0000
P1823,245.16306,43.137382,245.1631965,43.1374274,0.394074,58522.33141529,14.745,0.086,13.141,0.097,10,0000
P1823,245.16306,43.137382,245.1629841,43.1373499,0.230455,58682.59551928,14.553,0.067,13.229,0.075,10,0000
P1823,245.16306,43.137382,245.1630407,43.1375247,0.516216,58682.72629503,14.46,0.072,13.424,0.112,10,0000
P1823,245.16306,43.137382,245.1629791,43.1375015,0.479831,58682.85719819,14.712,0.077,13.52,0.142,10,0000
P1823,245.16306,43.137382,245.1629531,43.1374866,0.469744,58682.98797405,14.643,0.106,13.259,0.094,5,0000
P1823,245.16306,43.137382,245.1630167,43.1374145,0.16318,58683.05342564,14.529,0.074,13.191,0.103,10,0000
P1823,245.16306,43.137382,245.162978,43.1373298,0.285861,58683.11874985,14.496,0.08,13.143,0.08,10,0000
P1823,245.16306,43.137382,245.1630624,43.1372488,0.479561,58683.11887722,14.532,0.065,13.091,0.09,10,0000
P1823,245.16306,43.137382,245.1630723,43.1374342,0.190678,58683.18420144,14.605,0.08,13.235,0.087,10,0000
P1823,245.16306,43.137382,245.1629528,43.1373213,0.35645,58683.24965302,14.587,0.104,13.405,0.111,10,0000
P1823,245.16306,43.137382,245.1631228,43.1372906,0.368081,58683.31510461,14.64,0.079,13.114,0.09,10,0000
P1823,245.16306,43.137382,245.1631079,43.1373974,0.137504,58683.38042882,14.708,0.104,13.345,0.11,10,0000
P1823,245.16306,43.137382,245.1630303,43.1372996,0.306729,58683.44588045,14.653,0.115,13.928,0.22,5,0000
P1823,245.16306,43.137382,245.1632081,43.137419,0.411225,58683.51133204,14.35,0.064,13.334,0.085,10,0000
P1823,245.16306,43.137382,245.1631172,43.1373718,0.154685,58683.57665626,14.634,0.094,13.307,0.092,10,0000
P1823,245.16306,43.137382,245.16289,43.137412,0.45946,58683.64210779,14.776,0.08,13.055,0.104,5,0000
P1823,245.16306,43.137382,245.1629425,43.1374365,0.365748,58683.70755938,14.544,0.076,13.278,0.144,10,0000
P1823,245.16306,43.137382,245.1630626,43.1374741,0.33163,58683.77301091,14.537,0.072,13.415,0.103,10,0000
P1823,245.16306,43.137382,245.1630263,43.1374543,0.274924,58683.83833517,14.452,0.072,13.247,0.082,5,0000
P1823,245.16306,43.137382,245.1630007,43.1373902,0.158552,58683.90378676,14.672,0.084,13.369,0.097,5,0000
P1823,245.16306,43.137382,245.1630934,43.1373211,0.236145,58683.9692383,14.704,0.079,13.43,0.098,10,0000
P1823,245.16306,43.137382,245.1630206,43.1374184,0.166986,58684.03456257,14.493,0.066,13.248,0.074,10,0000
P1823,245.16306,43.137382,245.163086,43.1373524,0.126571,58684.10001414,14.61,0.069,13.294,0.087,5,0000
P1823,245.16306,43.137382,245.1630205,43.1373624,0.125483,58684.16546573,14.406,0.066,13.279,0.087,5,0000
P1823,245.16306,43.137382,245.1629799,43.1373768,0.211252,58684.23078995,14.46,0.081,13.27,0.077,10,0000
P1823,245.16306,43.137382,245.1630891,43.1373808,0.076567,58684.23091727,14.448,0.073,13.206,0.069,10,0000
P1823,245.16306,43.137382,245.1629738,43.137544,0.625619,58684.36169365,14.504,0.071,13.285,0.082,10,0000
P1823,245.16306,43.137382,245.1630115,43.1372669,0.433506,58684.4924694,14.62,0.073,13.268,0.086,10,0000
P1823,245.16306,43.137382,245.1629734,43.1372729,0.453889,58684.62337251,14.674,0.119,13.255,0.07,0,0000
P1823,245.16306,43.137382,245.1629625,43.1374291,0.30717,58884.79816959,14.425,0.063,13.339,0.087,10,0000
P1823,245.16306,43.137382,245.1632287,43.1373937,0.445168,58884.79829691,14.322,0.092,13.246,0.087,10,0000
P1823,245.16306,43.137382,245.1630993,43.1374159,0.159851,58884.92907318,14.553,0.077,13.4,0.13,10,0000
P1823,245.16306,43.137382,245.1631185,43.1373695,0.160131,58885.0598494,14.485,0.066,13.34,0.098,5,0000
P1823,245.16306,43.137382,245.1630311,43.1374694,0.32367,58885.25607731,14.396,0.06,13.237,0.081,10,0000
P1823,245.16306,43.137382,245.1630635,43.1375441,0.583632,58885.3215291,14.654,0.081,13.202,0.099,5,0000
P1823,245.16306,43.137382,245.1630578,43.1375687,0.672145,58885.38685348,14.523,0.069,13.263,0.08,10,0000
P1823,245.16306,43.137382,245.1630725,43.1373837,0.033403,58885.45230528,14.447,0.062,13.252,0.106,10,0000
P1823,245.16306,43.137382,245.1630071,43.1373872,0.140222,58885.58308145,14.777,0.079,13.225,0.085,5,0000
P1823,245.16306,43.137382,245.1631253,43.1374871,0.415431,58885.64853318,14.574,0.068,13.24,0.081,10,0000
P1823,245.16306,43.137382,245.1630889,43.1375354,0.557434,58885.71385762,14.789,0.114,13.178,0.096,5,0000
P1823,245.16306,43.137382,245.1630159,43.1373536,0.154513,58885.77930936,14.464,0.064,13.347,0.084,10,0000
P1823,245.16306,43.137382,245.1630555,43.1373661,0.058448,58885.84476115,14.671,0.098,13.235,0.088,5,0000
P1823,245.16306,43.137382,245.1630362,43.1374136,0.129809,58885.91008558,14.686,0.089,13.188,0.078,10,0000
P1823,245.16306,43.137382,245.1630401,43.1375446,0.58769,58885.97553733,14.621,0.086,13.445,0.131,10,0000
P1823,245.16306,43.137382,245.1629631,43.1373321,0.311558,58886.04098911,14.824,0.119,13.257,0.082,10,0000
P1823,245.16306,43.137382,245.1630713,43.1373432,0.142799,58886.10631354,14.502,0.07,13.286,0.08,10,0000
P1823,245.16306,43.137382,245.1629915,43.1373701,0.184977,58886.23721759,14.623,0.073,13.339,0.082,5,0000
P1823,245.16306,43.137382,245.1631073,43.1374061,0.151548,58886.30254203,14.398,0.088,13.254,0.118,10,0000
P1823,245.16306,43.137382,245.1628855,43.1373518,0.471124,58886.43331824,14.636,0.115,13.331,0.086,10,0000
P1823,245.16306,43.137382,245.1629752,43.1374246,0.270453,58886.4334456,14.511,0.072,13.211,0.082,10,0000
P1823,245.16306,43.137382,245.1630316,43.1374523,0.263848,58886.56422168,14.567,0.069,13.955,0.222,5,0000
P1823,245.16306,43.137382,245.1629477,43.1373224,0.364783,59046.90797406,14.635,0.072,13.29,0.087,10,0000
P1823,245.16306,43.137382,245.163121,43.1373791,0.160585,59047.03874993,14.452,0.063,13.111,0.095,10,0000
P1823,245.16306,43.137382,245.1629484,43.1374774,0.451553,59047.1690164,14.461,0.068,13.376,0.126,10,0000
P1823,245.16306,43.137382,245.1630374,43.1374093,0.11482,59047.23434062,14.548,0.076,13.216,0.081,5,0000
P1823,245.16306,43.137382,245.1630998,43.1374098,0.144732,59047.234468,14.484,0.065,13.526,0.104,5,0000
P1823,245.16306,43.137382,245.1629954,43.1373345,0.240915,59047.30030149,14.392,0.062,13.269,0.095,10,0000
P1823,245.16306,43.137382,245.1630657,43.1374689,0.313198,59047.36562576,14.55,0.072,13.427,0.089,10,0000
P1823,245.16306,43.137382,245.1633017,43.1372572,0.777819,59047.43107736,14.53,0.075,12.9,0.088,10,0000
P1823,245.16306,43.137382,245.1629997,43.1373226,0.266121,59047.49640155,14.344,0.075,13.394,0.119,5,0000
P1823,245.16306,43.137382,245.1630502,43.1374233,0.150892,59047.49652896,14.611,0.086,13.099,0.108,10,0000
P1823,245.16306,43.137382,245.1629226,43.1372933,0.481921,59047.56134378,14.718,0.101,13.634,0.212,10,0000
P1823,245.16306,43.137382,245.1630961,43.1373603,0.122867,59047.62730473,14.545,0.086,13.278,0.117,10,0000
P1823,245.16306,43.137382,245.1630393,43.1373364,0.172932,59047.69262897,14.472,0.063,13.287,0.12,5,0000
P1823,245.16306,43.137382,245.1629376,43.1373674,0.32581,59047.75808052,14.492,0.066,13.362,0.105,10,0000
P1823,245.16306,43.137382,245.1630936,43.1373781,0.089376,59047.82340479,14.557,0.068,13.019,0.126,10,0000
P1823,245.16306,43.137382,245.1629617,43.1374651,0.395197,59047.88885639,14.572,0.071,14.554,,10,0000
P1823,245.16306,43.137382,245.1629184,43.1372538,0.592765,59047.95418062,14.425,0.06,13.27,0.104,5,0000
P1823,245.16306,43.137382,245.1629908,43.1374902,0.429851,59048.01963221,14.483,0.067,13.377,0.088,10,0000
P1823,245.16306,43.137382,245.1629712,43.137403,0.24522,59048.08495649,14.566,0.078,13.219,0.092,10,0000
P1823,245.16306,43.137382,245.1631325,43.1373619,0.203739,59048.14989873,14.53,0.068,13.254,0.113,5,0000
P1823,245.16306,43.137382,245.1632638,43.1372515,0.71228,59048.21535028,14.514,0.077,13.327,0.095,5,0000
P1823,245.16306,43.137382,245.1631042,43.1373707,0.123032,59048.28118443,14.506,0.074,13.296,0.124,5,0000
P1823,245.16306,43.137382,245.16314,43.1373074,0.341015,59048.34650862,14.432,0.063,13.089,0.08,10,0000
P1823,245.16306,43.137382,245.16285,43.1375175,0.736399,59048.34663594,14.746,0.106,13.4,0.086,10,0000
P1823,245.16306,43.137382,245.1629485,43.1373558,0.30772,59048.41196022,14.463,0.064,13.231,0.081,5,0000
P1823,245.16306,43.137382,245.1628701,43.137315,0.554114,59048.54222663,14.532,0.075,12.906,0.097,10,0000
P1823,245.16306,43.137382,245.163019,43.1373739,0.111584,59048.67351177,14.855,0.09,13.273,0.079,5,0000
P1823,245.16306,43.137382,245.163057,43.137295,0.313299,59249.03749358,14.563,0.073,13.302,0.08,5,0000
P1823,245.16306,43.137382,245.1630658,43.1374204,0.139077,59249.16826978,14.48,0.065,13.125,0.075,5,0000
P1823,245.16306,43.137382,245.1630907,43.1376494,0.966012,59249.29904583,14.498,0.066,13.152,0.077,10,0000
P1823,245.16306,43.137382,245.1630658,43.137409,0.098387,59249.36437025,14.341,0.062,13.19,0.079,10,0000
P1823,245.16306,43.137382,245.1629513,43.1374583,0.396219,59249.36449757,14.491,0.074,13.226,0.077,10,0000
P1823,245.16306,43.137382,245.1629786,43.1374643,0.365387,59249.42982204,14.502,0.065,13.201,0.096,5,0000
P1823,245.16306,43.137382,245.1629901,43.1374865,0.418623,59249.49514703,14.556,0.068,13.202,0.07,10,0000
P1823,245.16306,43.137382,245.1629905,43.1373679,0.1895,59251.78392093,14.466,0.064,13.302,0.087,10,0000
P1823,245.16306,43.137382,245.1630349,43.1374864,0.38158,59251.91469708,14.383,0.061,13.174,0.072,5,0000
P1823,245.16306,43.137382,245.1630689,43.1373609,0.079477,59252.04547329,14.439,0.067,13.162,0.079,10,0000
P1823,245.16306,43.137382,245.1630744,43.1374306,0.179003,59252.24157385,14.537,0.073,13.182,0.087,10,0000
P1823,245.16306,43.137382,245.1630993,43.1373527,0.147596,59252.30689828,14.469,0.066,13.487,0.096,10,0000
P1823,245.16306,43.137382,245.1630281,43.1373983,0.102303,59252.37235006,14.533,0.067,13.255,0.081,5,0000
P1823,245.16306,43.137382,245.1630277,43.1374169,0.151609,59252.43767443,14.442,0.064,13.135,0.092,10,0000
P1823,245.16306,43.137382,245.163096,43.1373671,0.108724,59252.50261685,14.569,0.071,13.048,0.089,10,0000
P1823,245.16306,43.137382,245.1629955,43.1374695,0.35768,59252.56794127,14.652,0.094,13.346,0.122,10,0000
P1823,245.16306,43.137382,245.16292,43.1374723,0.490853,59252.63390237,14.441,0.06,13.282,0.077,10,0000
P1823,245.16306,43.137382,245.1629789,43.1374065,0.230583,59252.69922674,14.432,0.064,13.092,0.085,10,0h00
P1823,245.16306,43.137382,245.1630352,43.1373829,0.06523,59252.76455116,14.554,0.068,13.185,0.077,5,0000
P1823,245.16306,43.137382,245.163079,43.1374557,0.269974,59252.76467852,14.513,0.071,13.042,0.074,5,0000
P1823,245.16306,43.137382,245.1630359,43.137301,0.298394,59252.83000294,14.644,0.088,13.936,0.195,10,0000
P1823,245.16306,43.137382,245.1629909,43.137459,0.331347,59252.89532793,14.499,0.097,13.262,0.11,5,0000
P1823,245.16306,43.137382,245.1630292,43.1374472,0.248274,59252.96077971,14.572,0.079,13.278,0.092,10,0000
P1823,245.16306,43.137382,245.1631136,43.1373719,0.145425,59253.02610413,14.402,0.071,13.066,0.08,10,0000
P1823,245.16306,43.137382,245.1630758,43.1373383,0.162703,59253.09142855,14.341,0.066,13.26,0.078,10,0000
P1823,245.16306,43.137382,245.1630535,43.1374753,0.336314,59253.15688034,14.568,0.08,13.186,0.106,10,0000
P1823,245.16306,43.137382,245.1629787,43.1374539,0.335577,59253.2222047,14.574,0.073,13.291,0.087,10,0000
P1823,245.16306,43.137382,245.1629687,43.1374591,0.36683,59253.28765639,14.49,0.069,13.206,0.08,10,0000
P1823,245.16306,43.137382,245.1630037,43.1374795,0.380887,59253.41830523,14.519,0.077,13.121,0.075,10,0000
P1823,245.16306,43.137382,245.1630724,43.1373965,0.06153,59253.41843259,14.376,0.071,13.2,0.099,10,0000
P1823,245.16306,43.137382,245.162972,43.1374854,0.438183,59253.54908138,14.422,0.073,13.055,0.071,10,0000
P1823,245.16306,43.137382,245.1629462,43.1376677,1.071086,59410.93755058,14.253,0.083,13.148,0.074,5,0000
P1823,245.16306,43.137382,245.1626399,43.1375554,1.267908,59410.93767795,14.454,0.064,12.714,0.064,10,0000
P1823,245.16306,43.137382,245.1630133,43.1374332,0.221414,59411.06832647,14.521,0.096,13.223,0.081,10,0000
P1823,245.16306,43.137382,245.1628884,43.1373567,0.459899,59411.19859295,14.462,0.067,13.165,0.109,5,0000
P1823,245.16306,43.137382,245.1629338,43.1374498,0.411684,59411.32975074,14.417,0.073,13.179,0.08,5,0000
P1823,245.16306,43.137382,245.1629489,43.1373538,0.30901,59411.39507502,14.526,0.067,13.271,0.095,10,0000
P1823,245.16306,43.137382,245.1630792,43.1375035,0.440298,59411.46039927,14.461,0.083,13.311,0.12,10,0000
P1823,245.16306,43.137382,245.1631041,43.1373441,0.178989,59411.46052663,14.69,0.078,13.186,0.081,10,0000
P1823,245.16306,43.137382,245.1629743,43.1373743,0.226832,59411.5911751,14.533,0.076,13.017,0.136,10,0000
P1823,245.16306,43.137382,245.1629464,43.1375162,0.567857,59411.65649935,14.491,0.071,13.212,0.097,5,0000
P1823,245.16306,43.137382,245.1629281,43.1373964,0.350355,59411.7219509,14.454,0.079,13.303,0.088,10,0000
P1823,245.16306,43.137382,245.1629327,43.137395,0.337673,59411.78727519,14.571,0.071,13.277,0.115,5,0000
P1823,245.16306,43.137382,245.1630433,43.1373096,0.264306,59411.85259948,14.654,0.078,13.227,0.085,5,0000
P1823,245.16306,43.137382,245.1631289,43.1373242,0.275786,59411.91792376,14.387,0.082,13.59,0.143,5,0000
P1823,245.16306,43.137382,245.1629811,43.1374134,0.23609,59411.98337531,14.424,0.064,13.205,0.087,10,0000
P1823,245.16306,43.137382,245.1629514,43.1374655,0.414428,59412.04869961,14.508,0.078,13.417,0.196,5,0000
P1823,245.16306,43.137382,245.163105,43.1373998,0.134465,59412.11351453,14.517,0.075,13.362,0.089,10,0000
P1823,245.16306,43.137382,245.1628608,43.1373821,0.523294,59412.17883873,14.616,0.099,13.237,0.078,10,0000
P1823,245.16306,43.137382,245.1628712,43.1372891,0.598198,59412.17896609,14.389,0.06,13.245,0.084,10,0000
P1823,245.16306,43.137382,245.1629991,43.1374114,0.191825,59412.24479969,14.444,0.067,13.095,0.074,10,0000
P1823,245.16306,43.137382,245.1630266,43.1374328,0.202839,59412.31012392,14.574,0.079,13.198,0.103,10,0000
P1823,245.16306,43.137382,245.1631088,43.1374703,0.342757,59412.37544816,14.397,0.068,13.264,0.087,10,0000
P1823,245.16306,43.137382,245.1630416,43.1372597,0.442925,59412.44077244,14.519,0.074,13.276,0.075,5,0000
P1823,245.16306,43.137382,245.162989,43.1374274,0.247993,59412.57103888,14.52,0.066,13.19,0.079,5,0000
P1823,245.16306,43.137382,245.1630519,43.1372765,0.380396,59412.70219671,14.573,0.077,13.239,0.078,10,0000
P1823,245.16306,43.137382,245.1630025,43.1372461,0.512028,59412.83297256,14.566,0.074,13.162,0.111,5,0000
P1823,245.16306,43.137382,245.1630695,43.1373664,0.061455,59414.40100978,14.434,0.069,13.153,0.09,10,0000
P1823,245.16306,43.137382,245.1629373,43.1375005,0.534681,59414.46633402,14.372,0.076,13.272,0.082,10,0000
P1823,245.16306,43.137382,245.1630883,43.1374032,0.106544,59414.59710986,14.481,0.084,13.293,0.206,5,0000
P1823,245.16306,43.137382,245.1632263,43.1374785,0.558157,59414.66243405,14.364,0.079,13.29,0.091,10,0000
P1823,245.16306,43.137382,245.163378,43.1367173,2.534548,59414.72775829,15.416,0.182,13.591,0.114,5,0000
P1823,245.16306,43.137382,245.1630525,43.1374545,0.261743,59414.79320988,14.51,0.072,13.609,0.174,5,0000
P1823,245.16306,43.137382,245.1629452,43.1373274,0.359979,59414.85853413,14.39,0.074,13.265,0.089,10,0000
P1823,245.16306,43.137382,245.1629538,43.1375635,0.710467,59414.92385841,14.5,0.067,13.232,0.087,5,0000
P1823,245.16306,43.137382,245.1631381,43.1374449,0.305563,59414.98918265,14.353,0.061,13.265,0.095,10,0000
P1823,245.16306,43.137382,245.1630793,43.1371303,0.907537,59415.05463431,14.221,0.061,13.196,0.08,10,0000
P1823,245.16306,43.137382,245.1630269,43.1373804,0.087144,59415.18528273,14.538,0.075,13.23,0.109,10,0000
P1823,245.16306,43.137382,245.1630072,43.1373532,0.173172,59415.25060697,14.404,0.067,13.194,0.078,10,0000
P1823,245.16306,43.137382,245.1629631,43.1374096,0.273259,59415.31605858,14.563,0.071,13.149,0.093,5,0000
P1823,245.16306,43.137382,245.1631456,43.1374534,0.34152,59415.38138281,14.642,0.078,13.238,0.082,5,0000
P1823,245.16306,43.137382,245.1629601,43.1374024,0.272517,59415.4467071,14.348,0.06,13.105,0.099,10,0000
P1823,245.16306,43.137382,245.1630137,43.1374311,0.214564,59415.57748294,14.619,0.073,13.23,0.08,5,0000
P1823,245.16306,43.137382,245.1630024,43.1373204,0.268465,59415.70813194,14.375,0.067,13.247,0.088,10,0000
P1823,245.16306,43.137382,245.1630526,43.1373473,0.126424,59415.83890778,14.405,0.103,13.277,0.085,10,0000
P1823,245.16306,43.137382,245.1629273,43.1374689,0.468392,59615.93410994,14.248,0.063,13.259,0.076,10,0000
P1823,245.16306,43.137382,245.1631061,43.1374754,0.357384,59616.06475878,14.335,0.06,13.264,0.087,10,0000
P1823,245.16306,43.137382,245.163024,43.1373216,0.237116,59616.19540766,14.422,0.063,13.086,0.074,10,0000
P1823,245.16306,43.137382,245.1630536,43.1373377,0.160364,59616.3260565,14.381,0.062,13.096,0.08,10,0000
P1823,245.16306,43.137382,245.1630432,43.1373258,0.207078,59616.39138093,14.426,0.062,13.159,0.068,10,0000
P1823,245.16306,43.137382,245.16309,43.1373632,0.103882,59616.45670535,14.431,0.064,13.248,0.11,5,0000
P1823,245.16306,43.137382,245.1630106,43.1374762,0.363102,59616.58735424,14.384,0.062,13.076,0.092,5,0000
P1823,245.16306,43.137382,245.1631179,43.1374667,0.340751,59616.65267861,14.446,0.073,13.268,0.08,10,0000
P1823,245.16306,43.137382,245.1631097,43.1374517,0.282855,59616.71787572,14.376,0.086,13.138,0.068,10,0000
P1823,245.16306,43.137382,245.163121,43.137397,0.1691,59616.71800303,14.377,0.059,13.081,0.068,5,0000
P1823,245.16306,43.137382,245.1629631,43.1374583,0.374496,59616.7833275,14.339,0.058,13.234,0.077,10,0000
P1823,245.16306,43.137382,245.1633014,43.1373943,0.635697,59616.84852461,14.404,0.085,12.947,0.079,10,0000
P1823,245.16306,43.137382,245.163044,43.1373688,0.063441,59616.91384898,14.424,0.066,13.097,0.075,10,0000
P1823,245.16306,43.137382,245.1630141,43.1373967,0.13168,59616.91397634,14.58,0.072,13.178,0.071,5,0000
P1823,245.16306,43.137382,245.1631098,43.137523,0.524187,59616.97917345,14.707,0.095,13.217,0.086,10,0000
P1823,245.16306,43.137382,245.1630974,43.1373927,0.10553,59617.04449792,14.493,0.077,13.108,0.073,10,0000
P1823,245.16306,43.137382,245.163072,43.1375123,0.470138,59617.04462523,14.355,0.06,13.297,0.1,10,0000
P1823,245.16306,43.137382,245.1634846,43.1373835,1.115428,59617.10982291,14.262,0.084,13.071,0.096,10,0000
P1823,245.16306,43.137382,245.1630137,43.137307,0.296131,59617.17514737,14.395,0.066,13.208,0.078,5,0000
P1823,245.16306,43.137382,245.1630464,43.1373986,0.069625,59617.24047175,14.374,0.065,13.181,0.082,10,0000
P1823,245.16306,43.137382,245.1630232,43.1373671,0.110557,59617.30579617,14.441,0.077,13.307,0.092,10,0000
P1823,245.16306,43.137382,245.163131,43.1373507,0.21791,59617.37112059,14.275,0.054,13.157,0.078,10,0000
P1823,245.16306,43.137382,245.1628717,43.1373946,0.496735,59617.436445,14.443,0.073,13.206,0.084,10,0000
P1823,245.16306,43.137382,245.1629878,43.1373783,0.190135,59617.69774948,14.306,0.064,13.178,0.089,10,0000
P1823,245.16306,43.137382,245.1630193,43.137363,0.126925,59617.82839838,14.358,0.06,13.161,0.068,10,0000
P1823,245.16306,43.137382,245.1629704,43.1373304,0.299849,59777.99969388,14.325,0.058,13.221,0.074,10,0000
P1823,245.16306,43.137382,245.1631668,43.1374299,0.329318,59778.13008773,14.629,0.095,13.133,0.085,10,0000
