objectid,label_bits,labels,umap_x,umap_y,fvar_w1,mean_w1_mjy,max_w1_mjy,clagn_score,is_known_clagn,in_region_clagn,in_region_zeltyn
7905,2,WISE_Variable,14.385746,0.5944815,0.1444890434447619,1.0182146420764238,1.217368099565789,0.14,False,False,False
7907,2,WISE_Variable,8.324783,-2.5203614,0.023719565909638706,1.1678758884364604,1.1982954415785798,0.0,False,False,False
7908,2,WISE_Variable,10.650339,1.4117378,0.1026428549286585,0.47164876779078807,0.5395368857761085,0.02,False,False,False
7909,2,WISE_Variable,7.7196183,-0.17226991,0.03282862769601811,0.6140387054353289,0.6710803403123122,0.02,False,False,False
7910,2,WISE_Variable,13.24306,2.4813333,0.15741489248304047,0.6310378780182052,0.8701437390913185,0.22,False,False,False
7911,2,WISE_Variable,14.318706,-2.2748122,0.13491049156443424,0.8413416980115311,1.040257837163125,0.14,False,False,False
7912,2,WISE_Variable,7.963064,-1.3513929,0.03179200681388175,1.0121277800083417,1.0690413370417673,0.0,False,False,False
7913,2,WISE_Variable,10.270724,1.1435484,0.07146885029034135,0.7649788330936419,0.8383575950274604,0.06,False,False,False
7914,2,WISE_Variable,18.311113,3.5549057,0.2188579955411071,0.9469617607793281,1.2205883303393694,0.0,False,False,False
7915,2,WISE_Variable,15.709978,-0.28751427,0.12712135245523457,0.17665851652729458,0.29058690405211435,0.06,False,False,False
7916,2,WISE_Variable,13.985615,1.4712863,0.12948183829820503,1.655773075384777,2.0161942318823662,0.2,False,False,False
7917,2,WISE_Variable,17.990622,4.1196117,0.2824544095559801,0.7155479537486427,0.983101282570789,0.0,False,False,False
7918,2,WISE_Variable,14.727626,1.8024483,0.09757691002741611,2.5530384732455724,3.2423775779720954,0.14,False,False,False
7919,2,WISE_Variable,1.9432812,-0.14908491,,1.6421650658805809,1.6438234647701506,0.0,False,False,False
7920,2,WISE_Variable,16.294205,2.5002818,0.22711053297451908,0.8897529361700179,1.2143261280727273,0.22,False,False,False
7921,2,WISE_Variable,11.4397745,1.6988499,0.1202746170121557,0.6176495011942278,0.841019805825999,0.06,False,False,False
7922,2,WISE_Variable,10.9282055,2.6867168,0.12373442619427542,0.5108637385795329,0.6887448769085871,0.18,False,False,False
7923,2,WISE_Variable,19.11599,1.5551594,0.27120261281852653,0.7487057986752554,1.0127606166240168,0.04,False,False,False
7924,2,WISE_Variable,15.507005,-1.5669079,0.1766147284555005,0.7402991739485858,0.9874736296305855,0.18,False,True,False
7925,2,WISE_Variable,13.978805,2.5309904,0.15426568616943065,0.1576047232157504,0.2219207588754708,0.18,False,False,False
7926,2,WISE_Variable,11.890235,1.9494044,0.1445036040954529,0.12260041599840439,0.16948603895933645,0.14,False,False,False
7927,2,WISE_Variable,12.638009,1.1256504,0.08782488835825691,1.286117438204171,1.5155059740133083,0.12,False,False,False
7928,2,WISE_Variable,11.008038,0.7799355,0.07222939916542304,1.0979023096565377,1.2176895879017025,0.04,False,False,False
7929,2,WISE_Variable,20.858194,6.7432632,0.322257313147393,0.5991194699982079,0.8599225328303977,0.06,False,False,False
7930,2,WISE_Variable,12.643638,-2.5014203,0.11871456345950336,1.0465877800786068,1.234350560513576,0.08,False,False,False
7931,2,WISE_Variable,6.355761,-1.1542305,0.014621386673843472,1.618853328194358,1.6695421708120364,0.0,False,False,False
7932,2,WISE_Variable,14.8589,-2.004536,0.1708664870844359,0.3466444434308581,0.42162214993268404,0.2,False,True,False
7933,2,WISE_Variable,22.271873,3.9387653,0.38822748628211057,0.6853530091368538,0.9871134848310376,0.0,False,False,False
7934,2,WISE_Variable,19.91763,0.73232514,0.27744134961278555,3.277767381487479,4.106322713926842,0.02,False,False,False
